WP_002614501.1	lcl|NZ_JQQH01000069.1_cds_WP_000340715.1_1584	86.792	106	106
WP_004503085.1	lcl|NZ_JQQH01000069.1_cds_WP_000410266.1_1585	91.374	313	314
WP_004503085.1	lcl|NZ_JQQH01000069.1_cds_WP_000646254.1_1588	27.778	252	314
WP_004503085.1	lcl|NZ_JQQH01000024.1_cds_WP_000744698.1_510	23.077	325	314
WP_004503085.1	lcl|NZ_JQQH01000171.1_cds_WP_000723091.1_3129	22.491	289	314
WP_004503085.1	lcl|NZ_JQQH01000069.1_cds_WP_001067557.1_1591	24.923	325	314
WP_004503085.1	lcl|NZ_JQQH01000048.1_cds_WP_002072074.1_1127	23.502	217	314
WP_004503038.1	lcl|NZ_JQQH01000069.1_cds_WP_000604525.1_1586	83.014	365	365
WP_004503080.1	lcl|NZ_JQQH01000069.1_cds_WP_000884059.1_1587	96.216	185	185
WP_004503080.1	lcl|NZ_JQQH01000031.1_cds_WP_000351733.1_693	40.000	140	185
WP_004503081.1	lcl|NZ_JQQH01000069.1_cds_WP_000646254.1_1588	94.225	329	329
WP_004503081.1	lcl|NZ_JQQH01000024.1_cds_WP_000744698.1_510	32.063	315	329
WP_004503081.1	lcl|NZ_JQQH01000171.1_cds_WP_000723091.1_3129	30.149	335	329
WP_004503081.1	lcl|NZ_JQQH01000048.1_cds_WP_002072074.1_1127	30.619	307	329
WP_004503081.1	lcl|NZ_JQQH01000100.1_cds_WP_000649924.1_2156	28.882	322	329
WP_004503081.1	lcl|NZ_JQQH01000236.1_cds_WP_000709508.1_3603	28.485	330	329
WP_004503081.1	lcl|NZ_JQQH01000069.1_cds_WP_001067557.1_1591	28.852	305	329
WP_004503081.1	lcl|NZ_JQQH01000048.1_cds_WP_000688696.1_1107	28.102	274	329
WP_004503081.1	lcl|NZ_JQQH01000069.1_cds_WP_000410266.1_1585	25.949	316	329
WP_004503081.1	lcl|NZ_JQQH01000122.1_cds_WP_000475901.1_2546	26.357	258	329
WP_004503081.1	lcl|NZ_JQQH01000068.1_cds_WP_001074779.1_1556	28.302	265	329
WP_004503081.1	lcl|NZ_JQQH01000112.1_cds_WP_001003560.1_2331	24.251	334	329
WP_239248135.1	lcl|NZ_JQQH01000069.1_cds_WP_000774259.1_1589	94.382	267	267
WP_239248135.1	lcl|NZ_JQQH01000171.1_cds_WP_000842260.1_3130	26.316	190	267
WP_239248135.1	lcl|NZ_JQQH01000152.1_cds_WP_000667727.1_2962	32.727	110	267
WP_239248135.1	lcl|NZ_JQQH01000173.1_cds_WP_000805357.1_3159	37.209	86	267
WP_004503040.1	lcl|NZ_JQQH01000069.1_cds_WP_002072162.1_1590	91.552	509	509
WP_004503040.1	lcl|NZ_JQQH01000054.1_cds_WP_000291581.1_1236	26.791	321	509
WP_004503040.1	lcl|NZ_JQQH01000054.1_cds_WP_000364504.1_1237	28.723	94	509
WP_004503040.1	lcl|NZ_JQQH01000069.1_cds_WP_002072162.1_1590	91.552	509	509
WP_004503040.1	lcl|NZ_JQQH01000054.1_cds_WP_000291581.1_1236	26.791	321	509
WP_004503040.1	lcl|NZ_JQQH01000054.1_cds_WP_000364504.1_1237	28.723	94	509
WP_061221763.1	lcl|NZ_JQQH01000069.1_cds_WP_001067557.1_1591	97.576	330	330
WP_061221763.1	lcl|NZ_JQQH01000069.1_cds_WP_000646254.1_1588	29.642	307	330
WP_061221763.1	lcl|NZ_JQQH01000048.1_cds_WP_002072074.1_1127	25.735	272	330
WP_061221763.1	lcl|NZ_JQQH01000024.1_cds_WP_000744698.1_510	26.899	316	330
WP_061221763.1	lcl|NZ_JQQH01000112.1_cds_WP_001003560.1_2331	27.490	251	330
WP_061221763.1	lcl|NZ_JQQH01000171.1_cds_WP_000723091.1_3129	24.024	333	330
WP_061221763.1	lcl|NZ_JQQH01000100.1_cds_WP_000649924.1_2156	29.615	260	330
WP_061221763.1	lcl|NZ_JQQH01000048.1_cds_WP_000688696.1_1107	25.339	221	330
WP_004503073.1	lcl|NZ_JQQH01000069.1_cds_WP_000689740.1_1594	38.278	546	535
WP_004503073.1	lcl|NZ_JQQH01000069.1_cds_WP_000689740.1_1594	38.278	546	535
WP_004503036.1	lcl|NZ_JQQH01000069.1_cds_WP_000342716.1_1595	67.547	265	265
WP_004503036.1	lcl|NZ_JQQH01000181.1_cds_WP_001002662.1_3244	41.803	244	265
WP_004503036.1	lcl|NZ_JQQH01000030.1_cds_WP_001183721.1_688	27.746	173	265
WP_004503060.1	lcl|NZ_JQQH01000069.1_cds_WP_001246619.1_1596	89.355	310	310
WP_004503060.1	lcl|NZ_JQQH01000098.1_cds_WP_061270696.1_2063	36.269	193	310
WP_004503060.1	lcl|NZ_JQQH01000030.1_cds_WP_001183721.1_688	30.000	250	310
WP_004503060.1	lcl|NZ_JQQH01000042.1_cds_WP_275477328.1_980	37.037	108	310
WP_004503060.1	lcl|NZ_JQQH01000082.1_cds_WP_000279896.1_1817	23.954	263	310
WP_004503060.1	lcl|NZ_JQQH01000069.1_cds_WP_001246619.1_1596	89.355	310	310
WP_004503060.1	lcl|NZ_JQQH01000098.1_cds_WP_061270696.1_2063	36.269	193	310
WP_004503060.1	lcl|NZ_JQQH01000030.1_cds_WP_001183721.1_688	30.000	250	310
WP_004503060.1	lcl|NZ_JQQH01000042.1_cds_WP_275477328.1_980	37.037	108	310
WP_004503060.1	lcl|NZ_JQQH01000082.1_cds_WP_000279896.1_1817	23.954	263	310
WP_004503095.1	lcl|NZ_JQQH01000069.1_cds_WP_000479980.1_1597	95.076	264	264
WP_004503106.1	lcl|NZ_JQQH01000069.1_cds_WP_000715958.1_1598	90.698	129	130
WP_004503130.1	lcl|NZ_JQQH01000069.1_cds_WP_001088861.1_1599	77.143	140	146
WP_004503042.1	lcl|NZ_JQQH01000069.1_cds_WP_000517242.1_1600	87.330	221	221
WP_004503042.1	lcl|NZ_JQQH01000012.1_cds_WP_001069832.1_250	29.412	102	221
WP_004503042.1	lcl|NZ_JQQH01000024.1_cds_WP_001082181.1_539	23.077	78	221
WP_016758358.1	lcl|NZ_JQQH01000194.1_cds_WP_001046777.1_3347	53.896	308	316
WP_016758358.1	lcl|NZ_JQQH01000194.1_cds_WP_000384508.1_3349	24.742	291	316
WP_016758358.1	lcl|NZ_JQQH01000012.1_cds_WP_000347675.1_251	29.221	154	316
WP_016758358.1	lcl|NZ_JQQH01000105.1_cds_WP_002097509.1_2264	29.286	140	316
WP_016758358.1	lcl|NZ_JQQH01000199.1_cds_WP_000402849.1_3407	22.368	152	316
WP_016758358.1	lcl|NZ_JQQH01000024.1_cds_WP_001082181.1_539	24.540	163	316
WP_016758358.1	lcl|NZ_JQQH01000133.1_cds_WP_000188047.1_2715	28.926	121	316
WP_004503088.1	lcl|NZ_JQQH01000194.1_cds_WP_000564977.1_3348	54.598	174	175
WP_004503088.1	lcl|NZ_JQQH01000080.1_cds_WP_001206947.1_1763	28.966	145	175
WP_004503132.1	lcl|NZ_JQQH01000194.1_cds_WP_000384508.1_3349	64.851	404	405
WP_004503132.1	lcl|NZ_JQQH01000194.1_cds_WP_001046777.1_3347	26.799	403	405
