WP_002614501.1	lcl|NZ_RQHQ01000076.1_cds_WP_002764162.1_1211	96.226	106	106
WP_004503085.1	lcl|NZ_RQHQ01000076.1_cds_WP_004279997.1_1210	97.097	310	314
WP_004503085.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746672.1_534	24.534	322	314
WP_004503085.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280233.1_3025	22.772	202	314
WP_004503085.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280555.1_3027	26.374	182	314
WP_004503085.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280595.1_3151	20.996	281	314
WP_004503085.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	24.123	228	314
WP_004503085.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746794.1_2974	22.549	102	314
WP_004503080.1	lcl|NZ_RQHQ01000241.1_cds_WP_002763945.1_356	32.911	158	185
WP_004503080.1	lcl|NZ_RQHQ01000039.1_cds_WP_004280836.1_3042	33.898	177	185
WP_004503081.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280233.1_3025	30.218	321	329
WP_004503081.1	lcl|NZ_RQHQ01000009.1_cds_WP_002746672.1_534	30.696	316	329
WP_004503081.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280595.1_3151	29.042	334	329
WP_004503081.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280555.1_3027	29.836	305	329
WP_004503081.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	30.744	309	329
WP_004503081.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746794.1_2974	26.393	341	329
WP_004503081.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748209.1_1093	28.571	322	329
WP_004503081.1	lcl|NZ_RQHQ01000123.1_cds_WP_002763171.1_634	29.206	315	329
WP_004503081.1	lcl|NZ_RQHQ01000166.1_cds_WP_002747140.1_2752	24.496	347	329
WP_004503081.1	lcl|NZ_RQHQ01000076.1_cds_WP_004279997.1_1210	28.175	252	329
WP_004503081.1	lcl|NZ_RQHQ01000068.1_cds_WP_002761787.1_1648	27.444	266	329
WP_004503081.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280227.1_3029	27.854	219	329
WP_004503081.1	lcl|NZ_RQHQ01000178.1_cds_WP_002749175.1_2864	25.152	330	329
WP_004503081.1	lcl|NZ_RQHQ01000173.1_cds_WP_002746138.1_2829	27.381	252	329
WP_239248135.1	lcl|NZ_RQHQ01000232.1_cds_WP_004280193.1_3026	26.891	238	267
WP_239248135.1	lcl|NZ_RQHQ01000263.1_cds_WP_004280167.1_3150	25.397	189	267
WP_239248135.1	lcl|NZ_RQHQ01000002.1_cds_WP_002761552.1_1594	34.211	114	267
WP_239248135.1	lcl|NZ_RQHQ01000160.1_cds_WP_002746706.1_2975	26.596	188	267
WP_239248135.1	lcl|NZ_RQHQ01000122.1_cds_WP_081586259.1_969	26.344	186	267
WP_004503040.1	lcl|NZ_RQHQ01000073.1_cds_WP_004280277.1_248	27.864	323	509
WP_004503040.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761045.1_247	30.435	115	509
WP_004503040.1	lcl|NZ_RQHQ01000073.1_cds_WP_004280277.1_248	27.864	323	509
WP_004503040.1	lcl|NZ_RQHQ01000073.1_cds_WP_002761045.1_247	30.435	115	509
WP_061221763.1	lcl|NZ_RQHQ01000021.1_cds_WP_002748230.1_1096	26.374	273	330
