WP_002614501.1	lcl|NZ_AFKW01000216.1_cds_WP_000340715.1_1112	86.792	106	106
WP_004503085.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	91.374	313	314
WP_004503085.1	lcl|NZ_AFKW01000216.1_cds_WP_000093099.1_1091	57.143	63	314
WP_004503085.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	28.175	252	314
WP_004503085.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	23.077	325	314
WP_004503085.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	23.656	186	314
WP_004503085.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	22.145	289	314
WP_004503085.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	24.923	325	314
WP_004503038.1	lcl|NZ_AFKW01000216.1_cds_WP_000604524.1_1110	83.562	365	365
WP_004503080.1	lcl|NZ_AFKW01000216.1_cds_WP_000884059.1_1109	96.216	185	185
WP_004503080.1	lcl|NZ_AFKW01000071.1_cds_WP_000351733.1_2685	40.000	140	185
WP_004503081.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	95.441	329	329
WP_004503081.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	32.063	315	329
WP_004503081.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	29.851	335	329
WP_004503081.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	30.408	319	329
WP_004503081.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	30.945	307	329
WP_004503081.1	lcl|NZ_AFKW01000048.1_cds_WP_000649925.1_3312	28.882	322	329
WP_004503081.1	lcl|NZ_AFKW01000059.1_cds_WP_000709511.1_2965	28.182	330	329
WP_004503081.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	28.852	305	329
WP_004503081.1	lcl|NZ_AFKW01000009.1_cds_WP_000601375.1_3685	25.000	300	329
WP_004503081.1	lcl|NZ_AFKW01000093.1_cds_WP_000688695.1_2263	28.102	274	329
WP_004503081.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	26.266	316	329
WP_004503081.1	lcl|NZ_AFKW01000041.1_cds_WP_000475904.1_3515	26.642	274	329
WP_004503081.1	lcl|NZ_AFKW01000131.1_cds_WP_001074785.1_1758	28.679	265	329
WP_004503081.1	lcl|NZ_AFKW01000009.1_cds_WP_000487322.1_3683	27.385	325	329
WP_004503081.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	24.551	334	329
WP_239248135.1	lcl|NZ_AFKW01000216.1_cds_WP_000774262.1_1107	94.007	267	267
WP_239248135.1	lcl|NZ_AFKW01000009.1_cds_WP_000859505.1_3682	27.885	208	267
WP_239248135.1	lcl|NZ_AFKW01000216.1_cds_WP_000800438.1_1077	26.178	191	267
WP_239248135.1	lcl|NZ_AFKW01000041.1_cds_WP_000842260.1_3533	26.316	190	267
WP_239248135.1	lcl|NZ_AFKW01000262.1_cds_WP_000667727.1_661	32.727	110	267
WP_239248135.1	lcl|NZ_AFKW01000057.1_cds_WP_000805357.1_3047	37.209	86	267
WP_004503040.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	92.731	509	509
WP_004503040.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	26.791	321	509
WP_004503040.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	28.723	94	509
WP_004503040.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	92.731	509	509
WP_004503040.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	26.791	321	509
WP_004503040.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	28.723	94	509
WP_061221763.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	97.576	330	330
WP_061221763.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	29.316	307	330
WP_061221763.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	26.316	266	330
WP_061221763.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	25.368	272	330
WP_061221763.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	26.582	316	330
WP_061221763.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	27.888	251	330
