WP_002614501.1	lcl|NZ_ANCE01000179.1_cds_WP_004753574.1_2885	88.679	106	106
WP_004503085.1	lcl|NZ_ANCE01000179.1_cds_WP_004766657.1_2884	91.374	313	314
WP_004503085.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	27.778	252	314
WP_004503085.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	23.077	325	314
WP_004503085.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	21.352	281	314
WP_004503085.1	lcl|NZ_ANCE01000179.1_cds_WP_004755319.1_2878	24.615	325	314
WP_004503038.1	lcl|NZ_ANCE01000179.1_cds_WP_004766736.1_2883	84.658	365	365
WP_004503080.1	lcl|NZ_ANCE01000179.1_cds_WP_004766667.1_2882	96.216	185	185
WP_004503080.1	lcl|NZ_ANCE01000190.1_cds_WP_004752075.1_3164	40.714	140	185
WP_004503081.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	94.225	329	329
WP_004503081.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	31.429	315	329
WP_004503081.1	lcl|NZ_ANCE01000090.1_cds_WP_004766600.1_1424	31.922	307	329
WP_004503081.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	29.042	334	329
WP_004503081.1	lcl|NZ_ANCE01000007.1_cds_WP_020762466.1_120	29.595	321	329
WP_004503081.1	lcl|NZ_ANCE01000090.1_cds_WP_004766610.1_1434	28.788	330	329
WP_004503081.1	lcl|NZ_ANCE01000179.1_cds_WP_004755319.1_2878	29.260	311	329
WP_004503081.1	lcl|NZ_ANCE01000185.1_cds_WP_004766589.1_2930	25.959	339	329
WP_004503081.1	lcl|NZ_ANCE01000179.1_cds_WP_004766657.1_2884	25.316	316	329
WP_004503081.1	lcl|NZ_ANCE01000068.1_cds_WP_020762909.1_952	25.912	274	329
WP_004503081.1	lcl|NZ_ANCE01000221.1_cds_WP_004766127.1_3743	28.148	270	329
WP_004503081.1	lcl|NZ_ANCE01000006.1_cds_WP_025183403.1_108	29.444	180	329
WP_004503081.1	lcl|NZ_ANCE01000106.1_cds_WP_004766563.1_1762	25.856	263	329
WP_239248135.1	lcl|NZ_ANCE01000179.1_cds_WP_020763884.1_2880	93.258	267	267
WP_239248135.1	lcl|NZ_ANCE01000068.1_cds_WP_004766678.1_934	25.926	189	267
WP_239248135.1	lcl|NZ_ANCE01000102.1_cds_WP_020763320.1_1663	27.835	194	267
WP_239248135.1	lcl|NZ_ANCE01000142.1_cds_WP_016761591.1_2305	37.647	85	267
WP_004503040.1	lcl|NZ_ANCE01000179.1_cds_WP_016753424.1_2879	92.534	509	509
WP_004503040.1	lcl|NZ_ANCE01000221.1_cds_WP_004751764.1_3814	26.625	323	509
WP_004503040.1	lcl|NZ_ANCE01000221.1_cds_WP_004766128.1_3813	28.723	94	509
WP_004503040.1	lcl|NZ_ANCE01000008.1_cds_WP_020762479.1_140	32.787	122	509
WP_004503040.1	lcl|NZ_ANCE01000179.1_cds_WP_016753424.1_2879	92.534	509	509
WP_004503040.1	lcl|NZ_ANCE01000221.1_cds_WP_004751764.1_3814	26.625	323	509
WP_004503040.1	lcl|NZ_ANCE01000221.1_cds_WP_004766128.1_3813	28.723	94	509
WP_004503040.1	lcl|NZ_ANCE01000008.1_cds_WP_020762479.1_140	32.787	122	509
WP_061221763.1	lcl|NZ_ANCE01000179.1_cds_WP_004755319.1_2878	96.970	330	330
WP_061221763.1	lcl|NZ_ANCE01000179.1_cds_WP_020763887.1_2881	28.197	305	330
WP_061221763.1	lcl|NZ_ANCE01000090.1_cds_WP_004766600.1_1424	25.830	271	330
WP_061221763.1	lcl|NZ_ANCE01000068.1_cds_WP_004766668.1_935	25.449	334	330
WP_061221763.1	lcl|NZ_ANCE01000006.1_cds_WP_025183403.1_108	26.721	247	330
WP_061221763.1	lcl|NZ_ANCE01000111.1_cds_WP_004753565.1_1893	26.812	276	330
WP_061221763.1	lcl|NZ_ANCE01000007.1_cds_WP_020762466.1_120	29.615	260	330
WP_061221763.1	lcl|NZ_ANCE01000185.1_cds_WP_004766589.1_2930	25.551	227	330
WP_004503073.1	lcl|NZ_ANCE01000179.1_cds_WP_020763885.1_2875	37.912	546	535
WP_004503073.1	lcl|NZ_ANCE01000179.1_cds_WP_020763885.1_2875	37.912	546	535
WP_004503036.1	lcl|NZ_ANCE01000179.1_cds_WP_002740998.1_2874	67.170	265	265
WP_004503036.1	lcl|NZ_ANCE01000157.1_cds_WP_004755702.1_2558	43.033	244	265
WP_004503036.1	lcl|NZ_ANCE01000087.1_cds_WP_004765094.1_1384	27.168	173	265
WP_004503060.1	lcl|NZ_ANCE01000179.1_cds_WP_025183612.1_2873	88.387	310	310
WP_004503060.1	lcl|NZ_ANCE01000036.1_cds_WP_020762689.1_538	36.634	303	310
WP_004503060.1	lcl|NZ_ANCE01000087.1_cds_WP_004765094.1_1384	29.603	277	310
WP_004503060.1	lcl|NZ_ANCE01000006.1_cds_WP_004752420.1_58	23.954	263	310
WP_004503060.1	lcl|NZ_ANCE01000179.1_cds_WP_025183612.1_2873	88.387	310	310
WP_004503060.1	lcl|NZ_ANCE01000036.1_cds_WP_020762689.1_538	36.634	303	310
WP_004503060.1	lcl|NZ_ANCE01000087.1_cds_WP_004765094.1_1384	29.603	277	310
WP_004503060.1	lcl|NZ_ANCE01000006.1_cds_WP_004752420.1_58	23.954	263	310
