WP_002614501.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000340715.1_1683	86.792	106	106
WP_004503085.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000410275.1_1684	91.613	310	314
WP_004503085.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	21.942	278	314
WP_004503085.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	23.077	325	314
WP_004503085.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	22.145	289	314
WP_004503085.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000567887.1_1735	24.725	182	314
WP_004503080.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000351733.1_1994	40.000	140	185
WP_004503080.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001047905.1_1715	33.898	177	185
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	32.063	315	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	30.841	321	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	29.851	335	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001984071.1_3489	30.945	307	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000567887.1_1735	28.525	305	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000649923.1_471	28.882	322	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000709511.1_3683	28.182	330	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000688696.1_3469	28.102	274	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000410275.1_1684	26.586	331	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001074785.1_2297	28.679	265	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000460023.1_1737	27.854	219	329
WP_004503081.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001003557.1_3746	24.390	328	329
WP_239248135.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000043898.1_1734	26.016	246	267
WP_239248135.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000842260.1_1754	26.316	190	267
WP_239248135.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000667727.1_3446	32.727	110	267
WP_239248135.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000805357.1_692	37.209	86	267
WP_004503040.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000291586.1_2370	26.791	321	509
WP_004503040.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000364507.1_2369	28.723	94	509
WP_004503040.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000291586.1_2370	26.791	321	509
WP_004503040.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000364507.1_2369	28.723	94	509
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723078.1_1733	22.909	275	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001984071.1_3489	25.368	272	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000744700.1_313	26.582	316	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001003557.1_3746	27.888	251	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000723090.1_1753	24.324	333	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000649923.1_471	29.615	260	330
WP_061221763.1	lcl|NZ_JAKUHN010000002.1_cds_WP_000688696.1_3469	25.339	221	330
WP_004503036.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001002663.1_3013	41.803	244	265
WP_004503036.1	lcl|NZ_JAKUHN010000002.1_cds_WP_001183723.1_1167	27.746	173	265
