WP_002614501.1	lcl|NZ_AFJQ01000026.1_cds_WP_000340715.1_3219	86.792	106	106
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	91.374	313	314
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_000093099.1_3240	57.143	63	314
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	28.175	252	314
WP_004503085.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	23.077	325	314
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	23.656	186	314
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	22.145	289	314
WP_004503085.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	24.923	325	314
WP_004503038.1	lcl|NZ_AFJQ01000026.1_cds_WP_000604524.1_3221	83.562	365	365
WP_004503080.1	lcl|NZ_AFJQ01000026.1_cds_WP_000884059.1_3222	96.216	185	185
WP_004503080.1	lcl|NZ_AFJQ01000019.1_cds_WP_000351733.1_3486	40.000	140	185
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	95.441	329	329
WP_004503081.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	32.063	315	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	29.851	335	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	30.408	319	329
WP_004503081.1	lcl|NZ_AFJQ01000052.1_cds_WP_001984071.1_2513	30.945	307	329
WP_004503081.1	lcl|NZ_AFJQ01000108.1_cds_WP_000649925.1_1832	28.882	322	329
WP_004503081.1	lcl|NZ_AFJQ01000323.1_cds_WP_000709511.1_51	28.182	330	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	28.852	305	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000601375.1_3276	25.000	300	329
WP_004503081.1	lcl|NZ_AFJQ01000052.1_cds_WP_000688695.1_2534	28.102	274	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	26.266	316	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000475904.1_3285	26.642	274	329
WP_004503081.1	lcl|NZ_AFJQ01000020.1_cds_WP_001074785.1_3451	28.679	265	329
WP_004503081.1	lcl|NZ_AFJQ01000026.1_cds_WP_000487322.1_3274	27.385	325	329
WP_004503081.1	lcl|NZ_AFJQ01000203.1_cds_WP_001003555.1_745	24.551	334	329
WP_239248135.1	lcl|NZ_AFJQ01000026.1_cds_WP_000774262.1_3224	94.007	267	267
WP_239248135.1	lcl|NZ_AFJQ01000026.1_cds_WP_000859505.1_3273	27.885	208	267
WP_239248135.1	lcl|NZ_AFJQ01000026.1_cds_WP_000800438.1_3254	26.178	191	267
