WP_002614501.1	lcl|NZ_JADDXM010000099.1_cds_WP_002725873.1_25	95.283	106	106
WP_004503085.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	97.452	314	314
WP_004503085.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	24.224	322	314
WP_004503085.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	22.043	186	314
WP_004503085.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	21.708	281	314
WP_004503085.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	24.759	311	314
WP_004503085.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	23.770	122	314
WP_004503080.1	lcl|NZ_JADDXM010000040.1_cds_WP_002750963.1_2626	34.177	158	185
WP_004503081.1	lcl|NZ_JADDXM010000035.1_cds_WP_061208754.1_2522	31.532	333	329
WP_004503081.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	31.013	316	329
WP_004503081.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	30.968	310	329
WP_004503081.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	29.940	334	329
WP_004503081.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	30.100	299	329
WP_004503081.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	26.686	341	329
WP_004503081.1	lcl|NZ_JADDXM010000045.1_cds_WP_002754065.1_2738	28.485	330	329
WP_004503081.1	lcl|NZ_JADDXM010000155.1_cds_WP_061207995.1_733	28.165	316	329
WP_004503081.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208029.1_600	26.493	268	329
WP_004503081.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	27.711	249	329
WP_004503081.1	lcl|NZ_JADDXM010000061.1_cds_WP_002751102.1_2886	27.170	265	329
WP_004503081.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208022.1_2449	25.912	274	329
WP_004503081.1	lcl|NZ_JADDXM010000058.1_cds_IP944_RS03415_2842	29.560	159	329
WP_004503081.1	lcl|NZ_JADDXM010000204.1_cds_WP_011669202.1_1249	24.405	336	329
WP_004503081.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208031.1_598	27.083	288	329
WP_004503081.1	lcl|NZ_JADDXM010000151.1_cds_WP_061208495.1_697	27.647	170	329
WP_239248135.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209102.1_1323	24.681	235	267
WP_239248135.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208032.1_597	25.962	208	267
WP_239248135.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208084.1_2467	26.455	189	267
WP_239248135.1	lcl|NZ_JADDXM010000052.1_cds_WP_061208961.1_2813	33.333	114	267
WP_239248135.1	lcl|NZ_JADDXM010000029.1_cds_WP_061209013.1_2477	26.984	189	267
WP_239248135.1	lcl|NZ_JADDXM010000060.1_cds_WP_002766579.1_2878	36.047	86	267
WP_004503040.1	lcl|NZ_JADDXM010000267.1_cds_WP_061207534.1_2039	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXM010000267.1_cds_WP_002751286.1_2040	30.435	115	509
WP_004503040.1	lcl|NZ_JADDXM010000267.1_cds_WP_061207534.1_2039	26.426	333	509
