WP_002614501.1	lcl|NZ_JQRR01000008.1_cds_WP_002614501.1_195	100.000	106	106
WP_004503085.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	100.000	314	314
WP_004503085.1	lcl|NZ_JQRR01000008.1_cds_JF91_RS20710_175	61.905	63	314
WP_004503085.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	28.175	252	314
WP_004503085.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	24.224	322	314
WP_004503085.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	21.708	281	314
WP_004503085.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	25.080	311	314
WP_004503085.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	24.398	332	314
WP_004503085.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	21.270	315	314
WP_004503085.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	22.910	323	314
WP_004503038.1	lcl|NZ_JQRR01000008.1_cds_WP_061221764.1_193	99.452	365	365
WP_004503080.1	lcl|NZ_JQRR01000008.1_cds_WP_004503080.1_192	100.000	185	185
WP_004503080.1	lcl|NZ_JQRR01000094.1_cds_WP_002630958.1_2509	34.932	146	185
WP_004503081.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	99.392	329	329
WP_004503081.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	31.013	316	329
WP_004503081.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	29.940	334	329
WP_004503081.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	30.968	310	329
WP_004503081.1	lcl|NZ_JQRR01000089.1_cds_WP_004503054.1_2441	29.003	331	329
WP_004503081.1	lcl|NZ_JQRR01000156.1_cds_WP_004495537.1_3378	26.269	335	329
WP_004503081.1	lcl|NZ_JQRR01000076.1_cds_WP_004495465.1_2167	28.882	322	329
WP_004503081.1	lcl|NZ_JQRR01000035.1_cds_WP_004498401.1_1191	28.527	319	329
WP_004503081.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	25.000	268	329
WP_004503081.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	29.508	305	329
WP_004503081.1	lcl|NZ_JQRR01000056.1_cds_WP_002619620.1_1722	25.575	348	329
WP_004503081.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	24.290	317	329
WP_004503081.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	28.175	252	329
WP_004503081.1	lcl|NZ_JQRR01000088.1_cds_WP_004503138.1_2429	27.778	270	329
WP_004503081.1	lcl|NZ_JQRR01000012.1_cds_WP_002614572.1_380	27.757	263	329
WP_004503081.1	lcl|NZ_JQRR01000065.1_cds_WP_061217843.1_1919	25.912	274	329
WP_004503081.1	lcl|NZ_JQRR01000101.1_cds_WP_016760974.1_2683	24.545	330	329
WP_004503081.1	lcl|NZ_JQRR01000065.1_cds_WP_016759266.1_1908	31.638	177	329
WP_004503081.1	lcl|NZ_JQRR01000073.1_cds_WP_004495316.1_2069	27.647	170	329
WP_239248135.1	lcl|NZ_JQRR01000008.1_cds_WP_061217628.1_190	98.502	267	267
WP_239248135.1	lcl|NZ_JQRR01000065.1_cds_WP_004503495.1_1907	26.699	206	267
