WP_002614501.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000340715.1_1041	86.792	106	106
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000410273.1_1042	91.374	313	314
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000093099.1_1062	57.143	63	314
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000646250.1_1045	28.175	252	314
WP_004503085.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_000744700.1_1353	23.077	325	314
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000600889.1_1071	23.656	186	314
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000723090.1_1124	22.145	289	314
WP_004503085.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001067557.1_1048	24.923	325	314
WP_004503038.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000604524.1_1043	83.562	365	365
WP_004503080.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000884059.1_1044	96.216	185	185
WP_004503080.1	lcl|NZ_JAGGCJ010000003.1_cds_WP_000351733.1_527	40.000	140	185
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000646250.1_1045	95.441	329	329
WP_004503081.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_000744700.1_1353	32.063	315	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000723090.1_1124	29.851	335	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000600889.1_1071	30.408	319	329
WP_004503081.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_001984071.1_2852	30.945	307	329
WP_004503081.1	lcl|NZ_JAGGCJ010000010.1_cds_WP_000649925.1_1583	28.882	322	329
WP_004503081.1	lcl|NZ_JAGGCJ010000060.1_cds_WP_000709511.1_3674	28.182	330	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001067557.1_1048	28.852	305	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000601375.1_1098	25.000	300	329
WP_004503081.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_000688695.1_2872	28.102	274	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000410273.1_1042	26.266	316	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000475904.1_1107	26.642	274	329
WP_004503081.1	lcl|NZ_JAGGCJ010000022.1_cds_WP_001074785.1_2636	28.679	265	329
WP_004503081.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000487322.1_1096	27.385	325	329
WP_004503081.1	lcl|NZ_JAGGCJ010000019.1_cds_WP_001003555.1_2413	24.551	334	329
WP_239248135.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000774262.1_1046	94.007	267	267
WP_239248135.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000859505.1_1095	27.885	208	267
WP_239248135.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000800438.1_1076	26.178	191	267
WP_239248135.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000842260.1_1125	26.316	190	267
WP_239248135.1	lcl|NZ_JAGGCJ010000025.1_cds_WP_000667727.1_2794	32.727	110	267
WP_239248135.1	lcl|NZ_JAGGCJ010000014.1_cds_WP_000805357.1_1988	37.209	86	267
WP_004503040.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000612797.1_1047	92.731	509	509
WP_004503040.1	lcl|NZ_JAGGCJ010000020.1_cds_WP_000291591.1_2450	26.791	321	509
WP_004503040.1	lcl|NZ_JAGGCJ010000020.1_cds_WP_000364507.1_2451	28.723	94	509
WP_004503040.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000612797.1_1047	92.731	509	509
WP_004503040.1	lcl|NZ_JAGGCJ010000020.1_cds_WP_000291591.1_2450	26.791	321	509
WP_004503040.1	lcl|NZ_JAGGCJ010000020.1_cds_WP_000364507.1_2451	28.723	94	509
WP_061221763.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001067557.1_1048	97.576	330	330
WP_061221763.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000646250.1_1045	29.316	307	330
WP_061221763.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000600889.1_1071	26.316	266	330
WP_061221763.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_001984071.1_2852	25.368	272	330
WP_061221763.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_000744700.1_1353	26.582	316	330
WP_061221763.1	lcl|NZ_JAGGCJ010000019.1_cds_WP_001003555.1_2413	27.888	251	330
WP_061221763.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000723090.1_1124	24.324	333	330
WP_061221763.1	lcl|NZ_JAGGCJ010000010.1_cds_WP_000649925.1_1583	29.615	260	330
WP_061221763.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_000688695.1_2872	25.339	221	330
WP_061221763.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000601375.1_1098	25.455	275	330
WP_004503073.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000689743.1_1051	38.278	546	535
WP_004503073.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000689743.1_1051	38.278	546	535
WP_004503036.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000342713.1_1052	67.547	265	265
WP_004503036.1	lcl|NZ_JAGGCJ010000054.1_cds_WP_001002663.1_3597	41.803	244	265
WP_004503036.1	lcl|NZ_JAGGCJ010000036.1_cds_WP_001183723.1_3201	27.746	173	265
WP_004503060.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001246618.1_1053	91.935	310	310
WP_004503060.1	lcl|NZ_JAGGCJ010000037.1_cds_WP_000501205.1_3240	36.304	303	310
WP_004503060.1	lcl|NZ_JAGGCJ010000036.1_cds_WP_001183723.1_3201	30.000	250	310
WP_004503060.1	lcl|NZ_JAGGCJ010000016.1_cds_WP_000279894.1_2182	24.335	263	310
WP_004503060.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001246618.1_1053	91.935	310	310
WP_004503060.1	lcl|NZ_JAGGCJ010000037.1_cds_WP_000501205.1_3240	36.304	303	310
WP_004503060.1	lcl|NZ_JAGGCJ010000036.1_cds_WP_001183723.1_3201	30.000	250	310
WP_004503060.1	lcl|NZ_JAGGCJ010000016.1_cds_WP_000279894.1_2182	24.335	263	310
WP_004503095.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000479982.1_1054	94.697	264	264
WP_004503106.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000715958.1_1055	90.698	129	130
WP_004503130.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001088866.1_1056	76.429	140	146
WP_004503042.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000517242.1_1057	87.330	221	221
WP_004503042.1	lcl|NZ_JAGGCJ010000045.1_cds_WP_001069834.1_3440	29.412	102	221
WP_004503042.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_001082180.1_1382	23.077	78	221
WP_016758358.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001015422.1_1059	25.000	276	316
WP_016758358.1	lcl|NZ_JAGGCJ010000045.1_cds_WP_000347681.1_3439	29.221	154	316
WP_016758358.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000661932.1_1092	26.056	142	316
WP_016758358.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_002082140.1_1083	28.058	139	316
WP_016758358.1	lcl|NZ_JAGGCJ010000012.1_cds_WP_000402845.1_1836	22.368	152	316
WP_016758358.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_001082180.1_1382	24.540	163	316
WP_016758358.1	lcl|NZ_JAGGCJ010000003.1_cds_WP_000188047.1_500	28.926	121	316
WP_004503088.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000611594.1_1058	94.857	175	175
WP_004503088.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_001206947.1_1389	28.966	145	175
WP_004503132.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001015422.1_1059	92.346	405	405
WP_004503132.1	lcl|NZ_JAGGCJ010000045.1_cds_WP_000347681.1_3439	25.238	210	405
WP_004503132.1	lcl|NZ_JAGGCJ010000012.1_cds_WP_000402845.1_1836	22.273	220	405
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000582222.1_1060	86.872	358	358
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000608295.1_1050	35.535	318	358
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000947844.1_1072	30.769	338	358
WP_004503032.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_001281953.1_2886	29.082	392	358
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001198107.1_1049	32.653	343	358
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000575178.1_1118	31.210	314	358
WP_004503032.1	lcl|NZ_JAGGCJ010000015.1_cds_WP_001982414.1_2111	25.806	372	358
WP_004503032.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000346036.1_1079	27.200	250	358
WP_004503032.1	lcl|NZ_JAGGCJ010000005.1_cds_WP_000538752.1_892	29.851	201	358
WP_004503087.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000344487.1_1061	89.286	308	308
WP_026054523.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001106774.1_1064	91.807	415	416
WP_004503049.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001015422.1_1059	33.333	417	409
WP_004503049.1	lcl|NZ_JAGGCJ010000045.1_cds_WP_000347681.1_3439	23.649	148	409
WP_004503049.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_001082180.1_1382	24.224	161	409
WP_004503099.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000575178.1_1118	37.430	358	361
WP_004503099.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000608295.1_1050	40.730	356	361
WP_004503099.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001198107.1_1049	35.549	346	361
WP_004503099.1	lcl|NZ_JAGGCJ010000005.1_cds_WP_000538752.1_892	34.795	342	361
WP_004503099.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_001281953.1_2886	28.418	373	361
WP_004503099.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000582222.1_1060	32.558	301	361
