WP_002614501.1	lcl|NZ_AKWG02000038.1_cds_WP_000340713.1_1878	87.736	106	106
WP_004503085.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	90.968	310	314
WP_004503085.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	23.077	325	314
WP_004503085.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	20.415	289	314
WP_004503085.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	21.352	281	314
WP_004503085.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	21.865	311	314
WP_004503085.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	22.330	309	314
WP_004503080.1	lcl|NZ_AKWG02000001.1_cds_WP_004752075.1_3722	40.714	140	185
WP_004503080.1	lcl|NZ_AKWG02000038.1_cds_WP_002725884.1_1848	34.463	177	185
WP_004503081.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	31.429	315	329
WP_004503081.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	29.467	319	329
WP_004503081.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	31.922	307	329
WP_004503081.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	29.552	335	329
WP_004503081.1	lcl|NZ_AKWG02000066.1_cds_WP_004768899.1_851	29.538	325	329
WP_004503081.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	27.832	309	329
WP_004503081.1	lcl|NZ_AKWG02000058.1_cds_WP_004762820.1_1115	28.485	330	329
WP_004503081.1	lcl|NZ_AKWG02000084.1_cds_WP_004769131.1_206	26.549	339	329
WP_004503081.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	27.586	261	329
WP_004503081.1	lcl|NZ_AKWG02000001.1_cds_WP_004751780.1_3921	28.148	270	329
WP_004503081.1	lcl|NZ_AKWG02000038.1_cds_WP_002759862.1_1826	25.547	274	329
WP_004503081.1	lcl|NZ_AKWG02000012.1_cds_WP_004768084.1_2720	29.444	180	329
WP_004503081.1	lcl|NZ_AKWG02000069.1_cds_WP_004750263.1_748	25.856	263	329
WP_004503081.1	lcl|NZ_AKWG02000030.1_cds_WP_004768293.1_2225	30.469	128	329
WP_239248135.1	lcl|NZ_AKWG02000038.1_cds_WP_002725899.1_1830	27.311	238	267
WP_239248135.1	lcl|NZ_AKWG02000038.1_cds_WP_004754191.1_1803	25.926	189	267
WP_239248135.1	lcl|NZ_AKWG02000084.1_cds_WP_004758023.1_228	34.211	114	267
WP_239248135.1	lcl|NZ_AKWG02000008.1_cds_WP_004758210.1_3228	37.209	86	267
WP_004503040.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	26.625	323	509
WP_004503040.1	lcl|NZ_AKWG02000001.1_cds_WP_004767754.1_3992	28.723	94	509
WP_004503040.1	lcl|NZ_AKWG02000038.1_cds_WP_004753706.1_2008	32.787	122	509
WP_004503040.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	26.625	323	509
WP_004503040.1	lcl|NZ_AKWG02000001.1_cds_WP_004767754.1_3992	28.723	94	509
WP_004503040.1	lcl|NZ_AKWG02000038.1_cds_WP_004753706.1_2008	32.787	122	509
WP_061221763.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	26.199	271	330
WP_061221763.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	23.273	275	330
WP_061221763.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	25.449	334	330
WP_061221763.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	26.812	276	330
WP_061221763.1	lcl|NZ_AKWG02000012.1_cds_WP_004768084.1_2720	27.092	251	330
WP_061221763.1	lcl|NZ_AKWG02000066.1_cds_WP_004768899.1_851	29.457	258	330
WP_061221763.1	lcl|NZ_AKWG02000084.1_cds_WP_004769131.1_206	25.551	227	330
WP_004503036.1	lcl|NZ_AKWG02000026.1_cds_WP_004755702.1_2455	43.033	244	265
WP_004503036.1	lcl|NZ_AKWG02000028.1_cds_WP_004754016.1_2438	27.168	173	265
WP_004503060.1	lcl|NZ_AKWG02000010.1_cds_WP_004768039.1_2925	36.634	303	310
WP_004503060.1	lcl|NZ_AKWG02000028.1_cds_WP_004754016.1_2438	29.603	277	310
WP_004503060.1	lcl|NZ_AKWG02000001.1_cds_WP_004767761.1_3654	25.792	221	310
WP_004503060.1	lcl|NZ_AKWG02000010.1_cds_WP_004768039.1_2925	36.634	303	310
WP_004503060.1	lcl|NZ_AKWG02000028.1_cds_WP_004754016.1_2438	29.603	277	310
WP_004503060.1	lcl|NZ_AKWG02000001.1_cds_WP_004767761.1_3654	25.792	221	310
WP_004503042.1	lcl|NZ_AKWG02000010.1_cds_WP_004751308.1_2908	31.373	102	221
WP_016758358.1	lcl|NZ_AKWG02000010.1_cds_WP_004751353.1_2907	28.846	156	316
WP_016758358.1	lcl|NZ_AKWG02000038.1_cds_WP_004768463.1_1839	27.857	140	316
WP_016758358.1	lcl|NZ_AKWG02000038.1_cds_WP_004759313.1_2032	22.368	152	316
WP_016758358.1	lcl|NZ_AKWG02000048.1_cds_WP_004755433.1_1346	23.926	163	316
WP_016758358.1	lcl|NZ_AKWG02000001.1_cds_WP_004752437.1_3694	29.752	121	316
WP_004503088.1	lcl|NZ_AKWG02000048.1_cds_WP_004754859.1_1339	29.932	147	175
WP_004503132.1	lcl|NZ_AKWG02000038.1_cds_WP_004759313.1_2032	22.374	219	405
WP_004503132.1	lcl|NZ_AKWG02000010.1_cds_WP_004751353.1_2907	23.333	210	405
WP_004503032.1	lcl|NZ_AKWG02000038.1_cds_WP_002759991.1_1854	32.888	374	358
WP_004503032.1	lcl|NZ_AKWG02000038.1_cds_WP_004768391.1_1870	38.403	263	358
WP_004503032.1	lcl|NZ_AKWG02000084.1_cds_WP_004754030.1_222	29.873	395	358
WP_004503032.1	lcl|NZ_AKWG02000038.1_cds_WP_004768382.1_1867	40.000	215	358
