WP_002614501.1	lcl|NZ_NPEH01000251.1_cds_WP_100747355.1_1464	88.571	105	106
WP_004503085.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	79.167	312	314
WP_004503085.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	22.981	322	314
WP_004503080.1	lcl|NZ_NPEH01000419.1_cds_WP_100747891.1_2548	36.000	150	185
WP_004503081.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	29.841	315	329
WP_004503081.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	27.976	336	329
WP_004503081.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	30.503	318	329
WP_004503081.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	33.333	234	329
WP_004503081.1	lcl|NZ_NPEH01000502.1_cds_WP_100748083.1_3015	29.730	333	329
WP_004503081.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	25.079	315	329
WP_004503081.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	25.101	247	329
WP_004503081.1	lcl|NZ_NPEH01000150.1_cds_WP_100746862.1_599	25.957	235	329
WP_004503081.1	lcl|NZ_NPEH01000432.1_cds_WP_100747930.1_2632	28.750	240	329
WP_004503081.1	lcl|NZ_NPEH01000382.1_cds_CH375_RS16375_2328	27.715	267	329
WP_004503081.1	lcl|NZ_NPEH01000251.1_cds_WP_125179609.1_1461	28.571	84	329
WP_239248135.1	lcl|NZ_NPEH01000080.1_cds_WP_100746364.1_4150	26.471	238	267
WP_239248135.1	lcl|NZ_NPEH01000001.1_cds_WP_100745270.1_19	27.979	193	267
WP_239248135.1	lcl|NZ_NPEH01000066.1_cds_WP_207763178.1_3668	27.225	191	267
WP_239248135.1	lcl|NZ_NPEH01000100.1_cds_CH375_RS25165_76	37.647	85	267
WP_004503040.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	31.217	189	509
WP_004503040.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	25.434	173	509
WP_004503040.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	31.217	189	509
WP_004503040.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	25.434	173	509
WP_061221763.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	26.812	276	330
WP_061221763.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	29.752	242	330
WP_061221763.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	30.830	253	330
WP_061221763.1	lcl|NZ_NPEH01000927.1_cds_WP_133124612.1_4502	26.400	125	330
WP_061221763.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	25.000	196	330
WP_061221763.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	27.820	133	330
WP_061221763.1	lcl|NZ_NPEH01000206.1_cds_WP_100747156.1_1119	51.515	33	330
WP_004503036.1	lcl|NZ_NPEH01000236.1_cds_WP_100747290.1_1352	42.510	247	265
WP_004503060.1	lcl|NZ_NPEH01000364.1_cds_WP_100747739.1_2219	38.206	301	310
WP_004503060.1	lcl|NZ_NPEH01000507.1_cds_WP_100748094.1_3033	31.455	213	310
WP_004503060.1	lcl|NZ_NPEH01000448.1_cds_CH375_RS17770_2716	29.323	133	310
WP_004503060.1	lcl|NZ_NPEH01000364.1_cds_WP_100747739.1_2219	38.206	301	310
WP_004503060.1	lcl|NZ_NPEH01000507.1_cds_WP_100748094.1_3033	31.455	213	310
WP_004503060.1	lcl|NZ_NPEH01000448.1_cds_CH375_RS17770_2716	29.323	133	310
WP_004503042.1	lcl|NZ_NPEH01000152.1_cds_WP_100746874.1_616	31.373	102	221
WP_004503042.1	lcl|NZ_NPEH01000659.1_cds_WP_125179703.1_3656	50.000	36	221
WP_016758358.1	lcl|NZ_NPEH01000152.1_cds_WP_100746875.1_617	26.797	153	316
WP_016758358.1	lcl|NZ_NPEH01000045.1_cds_WP_100745998.1_2725	27.500	200	316
WP_004503088.1	lcl|NZ_NPEH01000130.1_cds_WP_207763231.1_400	28.571	147	175
WP_004503132.1	lcl|NZ_NPEH01000045.1_cds_WP_100745998.1_2725	20.737	217	405
WP_004503032.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	33.235	340	358
WP_004503032.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	32.471	348	358
WP_004503032.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	40.541	222	358
WP_004503032.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	28.283	396	358
WP_004503032.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	28.520	277	358
WP_004503032.1	lcl|NZ_NPEH01000819.1_cds_WP_100748485.1_4202	25.758	330	358
WP_004503032.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	28.400	250	358
WP_004503099.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	47.809	251	361
WP_004503099.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	34.000	350	361
WP_004503099.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	33.724	341	361
WP_004503099.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	28.686	373	361
WP_004503099.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	31.045	335	361
WP_004503099.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	27.066	351	361
WP_004503099.1	lcl|NZ_NPEH01000415.1_cds_CH375_RS24205_2527	35.106	94	361
WP_239248138.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	28.399	331	313
WP_239248138.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	25.868	317	313
WP_239248138.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	26.446	242	313
WP_239248138.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	24.609	256	313
WP_239248138.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	24.159	327	313
WP_239248138.1	lcl|NZ_NPEH01000137.1_cds_CH375_RS09275_462	23.368	291	313
WP_004503138.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	29.730	185	311
WP_004503138.1	lcl|NZ_NPEH01000432.1_cds_WP_100747930.1_2632	27.815	151	311
WP_004503138.1	lcl|NZ_NPEH01000137.1_cds_CH375_RS09275_462	24.893	233	311
WP_004503138.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	23.420	269	311
WP_004503138.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	20.611	262	311
WP_004503127.1	lcl|NZ_NPEH01000732.1_cds_WP_100748418.1_3932	26.957	115	361
WP_061236010.1	lcl|NZ_NPEH01000479.1_cds_WP_165783872.1_2862	31.947	529	595
WP_061236010.1	lcl|NZ_NPEH01000294.1_cds_WP_125179622.1_1757	42.623	244	595
WP_061236010.1	lcl|NZ_NPEH01000110.1_cds_WP_243401689.1_200	30.365	438	595
WP_061236010.1	lcl|NZ_NPEH01000021.1_cds_WP_100745675.1_1147	28.467	274	595
WP_061236010.1	lcl|NZ_NPEH01000412.1_cds_WP_100747869.1_2515	25.541	231	595
WP_061236010.1	lcl|NZ_NPEH01000392.1_cds_WP_165783492.1_2381	28.750	240	595
WP_061236010.1	lcl|NZ_NPEH01000463.1_cds_CH375_RS18065_2798	29.114	237	595
WP_061236010.1	lcl|NZ_NPEH01000497.1_cds_WP_100748073.1_2958	27.966	236	595
WP_061236010.1	lcl|NZ_NPEH01000608.1_cds_WP_100748275.1_3465	29.756	205	595
WP_061236010.1	lcl|NZ_NPEH01000003.1_cds_WP_100745346.1_1809	28.571	182	595
WP_061236010.1	lcl|NZ_NPEH01000025.1_cds_WP_100745752.1_1449	27.368	190	595
WP_061236010.1	lcl|NZ_NPEH01000237.1_cds_WP_100747294.1_1359	28.571	175	595
WP_061236010.1	lcl|NZ_NPEH01000142.1_cds_WP_100746815.1_518	29.050	179	595
WP_061236010.1	lcl|NZ_NPEH01000705.1_cds_WP_100748390.1_3838	27.684	177	595
WP_061236010.1	lcl|NZ_NPEH01000419.1_cds_WP_100747893.1_2549	29.189	185	595
WP_061236010.1	lcl|NZ_NPEH01000306.1_cds_WP_100747546.1_1857	26.556	241	595
WP_061236010.1	lcl|NZ_NPEH01000146.1_cds_WP_100746840.1_552	26.577	222	595
WP_061236010.1	lcl|NZ_NPEH01000059.1_cds_CH375_RS05265_3377	30.645	186	595
WP_061236010.1	lcl|NZ_NPEH01000059.1_cds_WP_100746153.1_3378	27.165	254	595
WP_061236010.1	lcl|NZ_NPEH01000059.1_cds_WP_133124514.1_3376	32.143	112	595
WP_061236010.1	lcl|NZ_NPEH01000250.1_cds_WP_125179608.1_1458	22.404	183	595
WP_061236010.1	lcl|NZ_NPEH01000717.1_cds_WP_100748402.1_3876	38.462	104	595
WP_061236010.1	lcl|NZ_NPEH01000328.1_cds_WP_100747613.1_1995	23.757	181	595
WP_061236010.1	lcl|NZ_NPEH01000080.1_cds_WP_243399536.1_4149	26.047	215	595
WP_061236010.1	lcl|NZ_NPEH01000312.1_cds_CH375_RS14715_1907	27.193	114	595
WP_061236010.1	lcl|NZ_NPEH01000231.1_cds_WP_100747267.1_1319	27.326	172	595
WP_061236010.1	lcl|NZ_NPEH01000142.1_cds_WP_165783821.1_511	35.185	54	595
