WP_002614501.1	lcl|NZ_JADDVI010000003.1_cds_WP_002725873.1_1945	95.283	106	106
WP_004503085.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733579.1_1946	97.444	313	314
WP_004503085.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	27.381	252	314
WP_004503085.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	24.534	322	314
WP_004503085.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	21.708	281	314
WP_004503085.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	24.759	311	314
WP_004503085.1	lcl|NZ_JADDVI010000013.1_cds_WP_002743770.1_295	23.770	122	314
WP_004503085.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740721.1_1952	24.308	325	314
WP_004503085.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	25.641	117	314
WP_004503038.1	lcl|NZ_JADDVI010000003.1_cds_WP_026054882.1_1947	93.425	365	365
WP_004503080.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733646.1_1948	96.216	185	185
WP_004503080.1	lcl|NZ_JADDVI010000005.1_cds_WP_002721790.1_2665	36.301	146	185
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	93.921	329	329
WP_004503081.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	30.380	316	329
WP_004503081.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	30.645	310	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	30.448	335	329
WP_004503081.1	lcl|NZ_JADDVI010000013.1_cds_WP_002743770.1_295	26.686	341	329
WP_004503081.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728316.1_3200	28.485	330	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733638.1_1986	27.714	350	329
WP_004503081.1	lcl|NZ_JADDVI010000073.1_cds_WP_002741146.1_3075	28.165	316	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733546.1_2015	26.119	268	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740721.1_1952	28.939	311	329
WP_004503081.1	lcl|NZ_JADDVI010000008.1_cds_WP_002732331.1_3227	25.000	348	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733579.1_1946	27.711	249	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002744551.1_1980	28.148	270	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	23.913	322	329
WP_004503081.1	lcl|NZ_JADDVI010000057.1_cds_WP_002740236.1_2625	27.170	265	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733698.1_2023	25.912	274	329
WP_004503081.1	lcl|NZ_JADDVI010000001.1_cds_WP_002721725.1_828	25.000	336	329
WP_004503081.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733757.1_2013	27.431	288	329
WP_004503081.1	lcl|NZ_JADDVI010000001.1_cds_WP_002739935.1_740	28.235	170	329
WP_239248135.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733627.1_1950	92.135	267	267
WP_239248135.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740926.1_1991	25.888	197	267
WP_239248135.1	lcl|NZ_JADDVI010000003.1_cds_WP_002738295.1_2012	25.481	208	267
WP_239248135.1	lcl|NZ_JADDVI010000003.1_cds_WP_002727921.1_2041	26.455	189	267
WP_239248135.1	lcl|NZ_JADDVI010000024.1_cds_WP_002729040.1_1152	34.545	110	267
WP_239248135.1	lcl|NZ_JADDVI010000013.1_cds_WP_002729513.1_294	26.984	189	267
WP_239248135.1	lcl|NZ_JADDVI010000004.1_cds_WP_002766579.1_2352	36.047	86	267
WP_004503040.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740779.1_1951	92.141	509	509
WP_004503040.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728536.1_3003	26.426	333	509
WP_004503040.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728534.1_3002	30.435	115	509
WP_004503040.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740779.1_1951	92.141	509	509
WP_004503040.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728536.1_3003	26.426	333	509
WP_004503040.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728534.1_3002	30.435	115	509
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740721.1_1952	95.758	330	330
WP_061221763.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	26.374	273	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002744551.1_1980	27.835	291	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	29.642	307	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	30.317	221	330
WP_061221763.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	27.758	281	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	26.814	317	330
WP_061221763.1	lcl|NZ_JADDVI010000008.1_cds_WP_002732331.1_3227	27.391	230	330
WP_061221763.1	lcl|NZ_JADDVI010000073.1_cds_WP_002741146.1_3075	29.066	289	330
WP_061221763.1	lcl|NZ_JADDVI010000001.1_cds_WP_002721725.1_828	24.490	245	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733638.1_1986	26.621	293	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733546.1_2015	25.641	273	330
WP_061221763.1	lcl|NZ_JADDVI010000013.1_cds_WP_002743770.1_295	24.648	142	330
WP_061221763.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733579.1_1946	24.024	333	330
WP_004503073.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740729.1_1955	37.912	546	535
WP_004503073.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740729.1_1955	37.912	546	535
WP_004503036.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740998.1_1956	67.170	265	265
WP_004503036.1	lcl|NZ_JADDVI010000004.1_cds_WP_002742191.1_2321	41.803	244	265
WP_004503060.1	lcl|NZ_JADDVI010000003.1_cds_WP_032853071.1_1957	88.065	310	310
WP_004503060.1	lcl|NZ_JADDVI010000033.1_cds_WP_002741402.1_1695	37.954	303	310
WP_004503060.1	lcl|NZ_JADDVI010000020.1_cds_WP_002727287.1_920	28.470	281	310
WP_004503060.1	lcl|NZ_JADDVI010000005.1_cds_WP_002727177.1_2716	26.244	221	310
WP_004503060.1	lcl|NZ_JADDVI010000003.1_cds_WP_032853071.1_1957	88.065	310	310
WP_004503060.1	lcl|NZ_JADDVI010000033.1_cds_WP_002741402.1_1695	37.954	303	310
WP_004503060.1	lcl|NZ_JADDVI010000020.1_cds_WP_002727287.1_920	28.470	281	310
WP_004503060.1	lcl|NZ_JADDVI010000005.1_cds_WP_002727177.1_2716	26.244	221	310
WP_004503095.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740848.1_1958	92.424	264	264
WP_004503106.1	lcl|NZ_JADDVI010000003.1_cds_WP_032853450.1_1959	88.462	130	130
WP_004503130.1	lcl|NZ_JADDVI010000003.1_cds_WP_004777167.1_1960	76.429	140	146
WP_004503042.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740917.1_1961	86.878	221	221
WP_004503042.1	lcl|NZ_JADDVI010000037.1_cds_WP_002727076.1_1805	29.412	102	221
WP_004503042.1	lcl|NZ_JADDVI010000017.1_cds_WP_011671435.1_564	23.077	78	221
WP_016758358.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740977.1_1973	25.926	270	316
WP_016758358.1	lcl|NZ_JADDVI010000037.1_cds_WP_002740458.1_1804	27.564	156	316
WP_016758358.1	lcl|NZ_JADDVI010000003.1_cds_WP_230456811.1_1964	24.427	262	316
WP_016758358.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740041.1_1997	30.769	104	316
WP_016758358.1	lcl|NZ_JADDVI010000065.1_cds_WP_016749152.1_2873	25.175	143	316
WP_016758358.1	lcl|NZ_JADDVI010000017.1_cds_WP_011671435.1_564	25.610	164	316
