WP_002614501.1	lcl|NZ_AOVC01000018.1_cds_WP_000340715.1_198	86.792	106	106
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_000410273.1_197	91.374	313	314
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_000093099.1_177	57.143	63	314
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_000646252.1_194	28.175	252	314
WP_004503085.1	lcl|NZ_AOVC01000041.1_cds_WP_000744700.1_632	23.077	325	314
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_000600889.1_168	23.656	186	314
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_000723090.1_115	22.145	289	314
WP_004503085.1	lcl|NZ_AOVC01000018.1_cds_WP_001067557.1_191	24.923	325	314
WP_004503038.1	lcl|NZ_AOVC01000018.1_cds_WP_000604524.1_196	83.562	365	365
WP_004503080.1	lcl|NZ_AOVC01000018.1_cds_WP_000884059.1_195	96.216	185	185
WP_004503080.1	lcl|NZ_AOVC01000098.1_cds_WP_000351733.1_2171	40.000	140	185
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000646252.1_194	95.137	329	329
WP_004503081.1	lcl|NZ_AOVC01000041.1_cds_WP_000744700.1_632	32.063	315	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000723090.1_115	29.851	335	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000600889.1_168	30.408	319	329
WP_004503081.1	lcl|NZ_AOVC01000057.1_cds_WP_001984071.1_1252	30.945	307	329
WP_004503081.1	lcl|NZ_AOVC01000109.1_cds_WP_000649925.1_2701	28.882	322	329
WP_004503081.1	lcl|NZ_AOVC01000079.1_cds_WP_000709511.1_1661	28.182	330	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_001067557.1_191	28.852	305	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000601375.1_141	25.000	300	329
WP_004503081.1	lcl|NZ_AOVC01000057.1_cds_WP_000688695.1_1232	28.102	274	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000410273.1_197	26.266	316	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000475904.1_132	26.642	274	329
WP_004503081.1	lcl|NZ_AOVC01000104.1_cds_WP_001074785.1_2460	28.679	265	329
WP_004503081.1	lcl|NZ_AOVC01000018.1_cds_WP_000487322.1_143	27.385	325	329
WP_004503081.1	lcl|NZ_AOVC01000102.1_cds_WP_001003555.1_2320	24.551	334	329
WP_239248135.1	lcl|NZ_AOVC01000018.1_cds_WP_000774262.1_193	94.007	267	267
WP_239248135.1	lcl|NZ_AOVC01000018.1_cds_WP_000859505.1_144	27.885	208	267
WP_239248135.1	lcl|NZ_AOVC01000018.1_cds_WP_000800438.1_163	26.178	191	267
WP_239248135.1	lcl|NZ_AOVC01000018.1_cds_WP_000842260.1_114	26.316	190	267
WP_239248135.1	lcl|NZ_AOVC01000083.1_cds_WP_000667727.1_1762	32.727	110	267
WP_239248135.1	lcl|NZ_AOVC01000136.1_cds_WP_000805357.1_3695	37.209	86	267
