WP_002614501.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713264.1_3182	63.636	99	106
WP_004503085.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713263.1_3183	72.903	310	314
WP_004503085.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	21.888	233	314
WP_004503085.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	23.724	333	314
WP_004503085.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	22.981	322	314
WP_004503080.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713267.1_3179	32.967	182	185
WP_004503080.1	lcl|NZ_NPDZ01000013.1_cds_WP_100715391.1_1060	36.429	140	185
WP_004503080.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713245.1_3202	34.416	154	185
WP_004503081.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	31.230	317	329
WP_004503081.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	30.476	315	329
WP_004503081.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	31.935	310	329
WP_004503081.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	26.748	329	329
WP_004503081.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712285.1_423	25.076	331	329
WP_004503081.1	lcl|NZ_NPDZ01000005.1_cds_WP_100713477.1_2794	25.781	256	329
WP_004503081.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713729.1_2970	25.200	250	329
WP_004503081.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713219.1_3231	27.742	155	329
WP_004503081.1	lcl|NZ_NPDZ01000002.1_cds_WP_100713150.1_1701	25.269	186	329
WP_004503081.1	lcl|NZ_NPDZ01000003.1_cds_WP_100734082.1_2078	24.908	273	329
WP_239248135.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713254.1_3193	23.171	246	267
WP_239248135.1	lcl|NZ_NPDZ01000006.1_cds_WP_100713785.1_2907	26.415	212	267
WP_239248135.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713248.1_3199	24.865	185	267
WP_239248135.1	lcl|NZ_NPDZ01000001.1_cds_WP_125169875.1_623	33.333	93	267
WP_004503040.1	lcl|NZ_NPDZ01000014.1_cds_WP_100714087.1_1155	25.545	321	509
WP_004503040.1	lcl|NZ_NPDZ01000014.1_cds_WP_243393449.1_1156	31.915	94	509
WP_004503040.1	lcl|NZ_NPDZ01000014.1_cds_WP_100714087.1_1155	25.545	321	509
WP_004503040.1	lcl|NZ_NPDZ01000014.1_cds_WP_243393449.1_1156	31.915	94	509
WP_061221763.1	lcl|NZ_NPDZ01000007.1_cds_WP_100713259.1_3187	27.106	273	330
WP_061221763.1	lcl|NZ_NPDZ01000022.1_cds_WP_100715486.1_1880	25.974	308	330
WP_061221763.1	lcl|NZ_NPDZ01000001.1_cds_WP_100712531.1_95	25.856	263	330
WP_061221763.1	lcl|NZ_NPDZ01000008.1_cds_WP_100713622.1_3353	26.625	323	330
