WP_002614501.1	lcl|NZ_JADDUX010000001.1_cds_WP_002725873.1_870	95.283	106	106
WP_004503085.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733579.1_869	97.444	313	314
WP_004503085.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	27.381	252	314
WP_004503085.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	24.534	322	314
WP_004503085.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	21.708	281	314
WP_004503085.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	25.311	241	314
WP_004503085.1	lcl|NZ_JADDUX010000007.1_cds_WP_002743770.1_3189	23.770	122	314
WP_004503085.1	lcl|NZ_JADDUX010000001.1_cds_IQA48_RS00460_863	24.308	325	314
WP_004503085.1	lcl|NZ_JADDUX010000001.1_cds_WP_016749081.1_837	25.641	117	314
WP_004503038.1	lcl|NZ_JADDUX010000001.1_cds_WP_026054882.1_868	93.425	365	365
WP_004503080.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733646.1_867	96.216	185	185
WP_004503080.1	lcl|NZ_JADDUX010000005.1_cds_WP_002721790.1_2870	36.301	146	185
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	93.921	329	329
WP_004503081.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	30.380	316	329
WP_004503081.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	30.945	307	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	30.448	335	329
WP_004503081.1	lcl|NZ_JADDUX010000007.1_cds_WP_002743770.1_3189	26.686	341	329
WP_004503081.1	lcl|NZ_JADDUX010000003.1_cds_WP_002728316.1_2010	28.485	330	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733638.1_829	27.714	350	329
WP_004503081.1	lcl|NZ_JADDUX010000069.1_cds_WP_002741146.1_2976	28.165	316	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733546.1_800	26.119	268	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_IQA48_RS00460_863	28.939	311	329
WP_004503081.1	lcl|NZ_JADDUX010000008.1_cds_WP_002732331.1_3316	25.000	348	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733579.1_869	27.711	249	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002744551.1_835	28.148	270	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_016749081.1_837	23.913	322	329
WP_004503081.1	lcl|NZ_JADDUX010000056.1_cds_WP_002740236.1_2678	27.170	265	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733698.1_792	25.912	274	329
WP_004503081.1	lcl|NZ_JADDUX010000006.1_cds_WP_002721725.1_2991	25.000	336	329
WP_004503081.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733757.1_802	27.431	288	329
WP_004503081.1	lcl|NZ_JADDUX010000006.1_cds_WP_002739935.1_3078	28.235	170	329
WP_239248135.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733627.1_865	92.135	267	267
WP_239248135.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740926.1_824	25.888	197	267
WP_239248135.1	lcl|NZ_JADDUX010000001.1_cds_WP_002738295.1_803	25.481	208	267
WP_239248135.1	lcl|NZ_JADDUX010000001.1_cds_WP_002727921.1_774	26.455	189	267
WP_239248135.1	lcl|NZ_JADDUX010000026.1_cds_WP_002729040.1_1331	34.545	110	267
WP_239248135.1	lcl|NZ_JADDUX010000007.1_cds_IQA48_RS04765_3190	26.984	189	267
WP_239248135.1	lcl|NZ_JADDUX010000004.1_cds_WP_002766579.1_2526	36.047	86	267
WP_004503040.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740779.1_864	92.141	509	509
WP_004503040.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728536.1_39	26.426	333	509
WP_004503040.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728534.1_40	30.435	115	509
WP_004503040.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740779.1_864	92.141	509	509
WP_004503040.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728536.1_39	26.426	333	509
WP_004503040.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728534.1_40	30.435	115	509
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_IQA48_RS00460_863	95.758	330	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002744551.1_835	27.835	291	330
WP_061221763.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	26.568	271	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	29.642	307	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_016749081.1_837	30.317	221	330
WP_061221763.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	27.758	281	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	26.814	317	330
WP_061221763.1	lcl|NZ_JADDUX010000008.1_cds_WP_002732331.1_3316	27.391	230	330
WP_061221763.1	lcl|NZ_JADDUX010000069.1_cds_WP_002741146.1_2976	29.066	289	330
WP_061221763.1	lcl|NZ_JADDUX010000006.1_cds_WP_002721725.1_2991	24.490	245	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733638.1_829	26.621	293	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733546.1_800	25.641	273	330
WP_061221763.1	lcl|NZ_JADDUX010000007.1_cds_WP_002743770.1_3189	24.648	142	330
WP_061221763.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733579.1_869	24.024	333	330
WP_004503073.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740729.1_860	37.912	546	535
WP_004503073.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740729.1_860	37.912	546	535
WP_004503036.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740998.1_859	67.170	265	265
WP_004503036.1	lcl|NZ_JADDUX010000004.1_cds_WP_002742191.1_2557	41.803	244	265
WP_004503060.1	lcl|NZ_JADDUX010000001.1_cds_WP_032853071.1_858	88.065	310	310
