WP_002614501.1	lcl|NZ_VWNG01000009.1_cds_WP_000340715.1_3323	86.792	106	106
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_000410273.1_3322	91.374	313	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_192486369.1_3301	58.730	63	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	27.778	252	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	23.077	325	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	23.656	186	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	22.145	289	314
WP_004503085.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	24.923	325	314
WP_004503038.1	lcl|NZ_VWNG01000009.1_cds_WP_000604524.1_3321	83.562	365	365
WP_004503080.1	lcl|NZ_VWNG01000009.1_cds_WP_000884059.1_3320	96.216	185	185
WP_004503080.1	lcl|NZ_VWNG01000009.1_cds_WP_000351733.1_2910	40.000	140	185
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	94.833	329	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	32.063	315	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	30.408	319	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	29.851	335	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_001984071.1_790	30.945	307	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000649923.1_1329	28.882	322	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000709513.1_801	28.182	330	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	28.852	305	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000601375.1_3265	25.000	300	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000688695.1_770	28.102	274	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000410273.1_3322	26.266	316	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000475904.1_3256	26.642	274	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_001074784.1_2705	28.302	265	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_000487322.1_3267	27.385	325	329
WP_004503081.1	lcl|NZ_VWNG01000009.1_cds_WP_192486131.1_1045	26.000	250	329
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000774262.1_3318	94.007	267	267
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000859505.1_3268	27.885	208	267
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000800438.1_3287	26.178	191	267
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000842260.1_3238	26.316	190	267
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000667727.1_748	32.727	110	267
WP_239248135.1	lcl|NZ_VWNG01000009.1_cds_WP_000805357.1_1549	37.209	86	267
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000612797.1_3317	92.731	509	509
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000291586.1_2629	26.791	321	509
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000364507.1_2630	28.723	94	509
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000612797.1_3317	92.731	509	509
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000291586.1_2629	26.791	321	509
WP_004503040.1	lcl|NZ_VWNG01000009.1_cds_WP_000364507.1_2630	28.723	94	509
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	97.576	330	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	29.642	307	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	26.692	266	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_001984071.1_790	25.368	272	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	26.582	316	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_192486131.1_1045	27.888	251	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	24.324	333	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000649923.1_1329	29.615	260	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000688695.1_770	25.339	221	330
WP_061221763.1	lcl|NZ_VWNG01000009.1_cds_WP_000601375.1_3265	25.455	275	330
WP_004503073.1	lcl|NZ_VWNG01000009.1_cds_WP_000689744.1_3313	38.278	546	535
WP_004503073.1	lcl|NZ_VWNG01000009.1_cds_WP_000689744.1_3313	38.278	546	535
WP_004503036.1	lcl|NZ_VWNG01000009.1_cds_WP_000342716.1_3312	67.547	265	265
WP_004503036.1	lcl|NZ_VWNG01000009.1_cds_WP_001002663.1_2013	41.803	244	265
WP_004503036.1	lcl|NZ_VWNG01000009.1_cds_WP_001183723.1_1972	27.746	173	265
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_002130260.1_3311	92.258	310	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_002118630.1_2450	36.634	303	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_001183723.1_1972	30.000	250	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_000279894.1_2984	24.335	263	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_002130260.1_3311	92.258	310	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_002118630.1_2450	36.634	303	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_001183723.1_1972	30.000	250	310
WP_004503060.1	lcl|NZ_VWNG01000009.1_cds_WP_000279894.1_2984	24.335	263	310
WP_004503095.1	lcl|NZ_VWNG01000009.1_cds_WP_000479982.1_3310	94.697	264	264
WP_004503106.1	lcl|NZ_VWNG01000009.1_cds_WP_000715955.1_3309	90.698	129	130
WP_004503130.1	lcl|NZ_VWNG01000009.1_cds_WP_001088861.1_3308	77.143	140	146
WP_004503042.1	lcl|NZ_VWNG01000009.1_cds_WP_000517243.1_3307	86.878	221	221
WP_004503042.1	lcl|NZ_VWNG01000009.1_cds_WP_001069832.1_2431	29.412	102	221
WP_004503042.1	lcl|NZ_VWNG01000009.1_cds_WP_001082178.1_1199	23.077	78	221
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_061234268.1_3306	91.909	309	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_061261803.1_3304	24.638	276	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_000347675.1_2430	29.221	154	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_000661932.1_3271	26.056	142	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_020784358.1_3280	28.058	139	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_000402846.1_28	22.368	152	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_001082178.1_1199	24.540	163	316
WP_016758358.1	lcl|NZ_VWNG01000009.1_cds_WP_000188047.1_2937	28.926	121	316
WP_004503088.1	lcl|NZ_VWNG01000009.1_cds_WP_061261804.1_3305	95.429	175	175
WP_004503088.1	lcl|NZ_VWNG01000009.1_cds_WP_001206947.1_1207	28.966	145	175
WP_004503132.1	lcl|NZ_VWNG01000009.1_cds_WP_061261803.1_3304	92.593	405	405
WP_004503132.1	lcl|NZ_VWNG01000009.1_cds_WP_061234268.1_3306	25.743	404	405
WP_004503132.1	lcl|NZ_VWNG01000009.1_cds_WP_000347675.1_2430	25.238	210	405
WP_004503132.1	lcl|NZ_VWNG01000009.1_cds_WP_000402846.1_28	22.273	220	405
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_000582222.1_3303	86.872	358	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_000608292.1_3314	35.535	318	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_000947842.1_3291	30.769	338	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_061250291.1_754	29.082	392	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_001198107.1_3315	32.653	343	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_025185598.1_3245	31.210	314	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_001982414.1_674	25.806	372	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_000346036.1_3284	27.200	250	358
WP_004503032.1	lcl|NZ_VWNG01000009.1_cds_WP_000538758.1_1712	29.851	201	358
WP_004503087.1	lcl|NZ_VWNG01000009.1_cds_WP_000344487.1_3302	89.286	308	308
WP_026054523.1	lcl|NZ_VWNG01000009.1_cds_WP_020784367.1_3299	90.843	415	416
WP_004503049.1	lcl|NZ_VWNG01000009.1_cds_WP_061261803.1_3304	33.333	417	409
WP_004503049.1	lcl|NZ_VWNG01000009.1_cds_WP_061234268.1_3306	24.377	361	409
WP_004503049.1	lcl|NZ_VWNG01000009.1_cds_WP_000347675.1_2430	23.649	148	409
WP_004503049.1	lcl|NZ_VWNG01000009.1_cds_WP_001082178.1_1199	24.224	161	409
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_025185598.1_3245	37.430	358	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_000608292.1_3314	40.449	356	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_001198107.1_3315	35.549	346	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_000538758.1_1712	34.795	342	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_061250291.1_754	28.418	373	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_000582222.1_3303	32.558	301	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_000346036.1_3284	26.667	375	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_000947842.1_3291	24.638	345	361
WP_004503099.1	lcl|NZ_VWNG01000009.1_cds_WP_001982414.1_674	24.642	349	361
WP_004503089.1	lcl|NZ_VWNG01000009.1_cds_WP_001159758.1_3241	41.667	180	176
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_000649923.1_1329	28.135	327	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	26.168	321	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	25.078	319	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	29.864	221	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_001984071.1_790	25.461	271	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	24.699	332	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	25.764	229	313
WP_239248138.1	lcl|NZ_VWNG01000009.1_cds_WP_192486131.1_1045	27.132	258	313
