WP_002614501.1	lcl|NZ_JADDWS010000022.1_cds_WP_002725873.1_980	95.283	106	106
WP_004503085.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669917.1_981	97.097	310	314
WP_004503085.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671202.1_1023	24.224	322	314
WP_004503085.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669955.1_2353	22.277	202	314
WP_004503085.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669957.1_2351	25.275	182	314
WP_004503085.1	lcl|NZ_JADDWS010000070.1_cds_WP_011670961.1_2776	24.759	311	314
WP_004503085.1	lcl|NZ_JADDWS010000059.1_cds_WP_011669973.1_2398	21.708	281	314
WP_004503085.1	lcl|NZ_JADDWS010000090.1_cds_WP_011670813.1_3140	22.500	120	314
WP_004503080.1	lcl|NZ_JADDWS010000001.1_cds_WP_002750963.1_788	34.177	158	185
WP_004503080.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669938.1_1012	33.898	177	185
WP_004503081.1	lcl|NZ_JADDWS010000173.1_cds_IP952_RS16415_546	84.615	104	329
WP_004503081.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669955.1_2353	30.721	319	329
WP_004503081.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671202.1_1023	31.013	316	329
WP_004503081.1	lcl|NZ_JADDWS010000070.1_cds_WP_011670961.1_2776	30.968	310	329
WP_004503081.1	lcl|NZ_JADDWS010000059.1_cds_WP_011669973.1_2398	29.940	334	329
WP_004503081.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669957.1_2351	29.773	309	329
WP_004503081.1	lcl|NZ_JADDWS010000090.1_cds_WP_011670813.1_3140	26.686	341	329
WP_004503081.1	lcl|NZ_JADDWS010000070.1_cds_WP_002754065.1_2773	28.485	330	329
WP_004503081.1	lcl|NZ_JADDWS010000021.1_cds_WP_011671143.1_947	28.481	316	329
WP_004503081.1	lcl|NZ_JADDWS010000003.1_cds_WP_011671074.1_1783	25.215	349	329
WP_004503081.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669917.1_981	28.112	249	329
WP_004503081.1	lcl|NZ_JADDWS010000013.1_cds_WP_017859386.1_341	27.170	265	329
WP_004503081.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669959.1_2349	28.311	219	329
WP_004503081.1	lcl|NZ_JADDWS010000054.1_cds_WP_011669202.1_2287	24.405	336	329
WP_239248135.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669956.1_2352	26.582	237	267
WP_239248135.1	lcl|NZ_JADDWS010000059.1_cds_WP_011669974.1_2399	26.455	189	267
WP_239248135.1	lcl|NZ_JADDWS010000032.1_cds_WP_011670832.1_1509	33.333	114	267
WP_239248135.1	lcl|NZ_JADDWS010000090.1_cds_WP_011670812.1_3141	26.984	189	267
WP_239248135.1	lcl|NZ_JADDWS010000084.1_cds_WP_002766579.1_3022	36.047	86	267
WP_004503040.1	lcl|NZ_JADDWS010000159.1_cds_WP_307929186.1_429	94.161	137	509
WP_004503040.1	lcl|NZ_JADDWS010000018.1_cds_WP_011670269.1_653	26.426	333	509
WP_004503040.1	lcl|NZ_JADDWS010000018.1_cds_WP_002751286.1_652	30.435	115	509
WP_004503040.1	lcl|NZ_JADDWS010000159.1_cds_WP_307929186.1_429	94.161	137	509
WP_004503040.1	lcl|NZ_JADDWS010000018.1_cds_WP_011670269.1_653	26.426	333	509
WP_004503040.1	lcl|NZ_JADDWS010000018.1_cds_WP_002751286.1_652	30.435	115	509
WP_061221763.1	lcl|NZ_JADDWS010000070.1_cds_WP_011670961.1_2776	26.740	273	330
WP_061221763.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669955.1_2353	23.636	275	330
WP_061221763.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671202.1_1023	27.758	281	330
WP_061221763.1	lcl|NZ_JADDWS010000059.1_cds_WP_011669973.1_2398	26.814	317	330
WP_061221763.1	lcl|NZ_JADDWS010000003.1_cds_WP_011671074.1_1783	26.222	225	330
WP_061221763.1	lcl|NZ_JADDWS010000021.1_cds_WP_011671143.1_947	27.469	324	330
WP_061221763.1	lcl|NZ_JADDWS010000054.1_cds_WP_011669202.1_2287	24.490	245	330
WP_061221763.1	lcl|NZ_JADDWS010000090.1_cds_WP_011670813.1_3140	25.352	142	330
WP_004503036.1	lcl|NZ_JADDWS010000086.1_cds_WP_011669455.1_3042	41.803	244	265
WP_004503060.1	lcl|NZ_JADDWS010000075.1_cds_WP_011670400.1_2849	38.614	303	310
WP_004503060.1	lcl|NZ_JADDWS010000179.1_cds_WP_308440136.1_548	91.509	106	310
WP_004503060.1	lcl|NZ_JADDWS010000043.1_cds_WP_011669757.1_1943	28.070	285	310
WP_004503060.1	lcl|NZ_JADDWS010000001.1_cds_WP_011670034.1_737	26.244	221	310
WP_004503060.1	lcl|NZ_JADDWS010000075.1_cds_WP_011670400.1_2849	38.614	303	310
WP_004503060.1	lcl|NZ_JADDWS010000179.1_cds_WP_308440136.1_548	91.509	106	310
WP_004503060.1	lcl|NZ_JADDWS010000043.1_cds_WP_011669757.1_1943	28.070	285	310
WP_004503060.1	lcl|NZ_JADDWS010000001.1_cds_WP_011670034.1_737	26.244	221	310
WP_004503042.1	lcl|NZ_JADDWS010000022.1_cds_WP_004779550.1_997	31.532	111	221
WP_004503042.1	lcl|NZ_JADDWS010000031.1_cds_WP_011669877.1_1469	29.412	102	221
WP_004503042.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671228.1_1054	23.077	78	221
WP_016758358.1	lcl|NZ_JADDWS010000031.1_cds_WP_011669876.1_1468	29.221	154	316
WP_016758358.1	lcl|NZ_JADDWS010000091.1_cds_WP_011669711.1_3143	25.874	143	316
WP_016758358.1	lcl|NZ_JADDWS010000057.1_cds_WP_011669947.1_2361	26.866	201	316
WP_016758358.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671228.1_1054	25.610	164	316
WP_004503088.1	lcl|NZ_JADDWS010000023.1_cds_IP952_RS08195_1060	32.353	102	175
WP_004503132.1	lcl|NZ_JADDWS010000091.1_cds_WP_011669711.1_3143	25.225	222	405
WP_004503032.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669932.1_1006	32.888	374	358
WP_004503032.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669923.1_988	37.918	269	358
WP_004503032.1	lcl|NZ_JADDWS010000022.1_cds_WP_011669926.1_991	39.535	215	358
WP_004503032.1	lcl|NZ_JADDWS010000069.1_cds_WP_002753028.1_2671	29.082	392	358
WP_004503032.1	lcl|NZ_JADDWS010000059.1_cds_WP_011669968.1_2392	31.148	305	358
WP_004503032.1	lcl|NZ_JADDWS010000003.1_cds_WP_002750680.1_1784	25.000	372	358
WP_004503032.1	lcl|NZ_JADDWS010000006.1_cds_WP_002753888.1_2749	29.167	240	358
WP_004503049.1	lcl|NZ_JADDWS010000031.1_cds_WP_011669876.1_1468	22.973	148	409
WP_004503049.1	lcl|NZ_JADDWS010000023.1_cds_WP_011671228.1_1054	25.984	127	409
