WP_002614501.1	lcl|NZ_RQEX01000018.1_cds_WP_040913380.1_1761	93.396	106	106
WP_004503085.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	91.935	310	314
WP_004503085.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	24.224	322	314
WP_004503085.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	25.269	186	314
WP_004503085.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	22.143	280	314
WP_004503085.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	25.490	102	314
WP_004503085.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	21.951	287	314
WP_004503080.1	lcl|NZ_RQEX01000018.1_cds_WP_135570167.1_2072	38.356	146	185
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	31.343	335	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	31.646	316	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	31.104	299	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	30.000	310	329
WP_004503081.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	27.083	336	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_118954096.1_1175	28.882	322	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_135581617.1_922	28.955	335	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_135582592.1_1802	24.706	255	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_135581259.1_406	24.784	347	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_118964479.1_567	27.160	243	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	28.112	249	329
WP_004503081.1	lcl|NZ_RQEX01000017.1_cds_WP_135582321.1_2611	26.718	262	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_118957343.1_1809	25.105	239	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_135581479.1_675	26.710	307	329
WP_004503081.1	lcl|NZ_RQEX01000010.1_cds_WP_118957095.1_2867	24.419	258	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_118957352.1_1800	28.834	163	329
WP_004503081.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	21.901	242	329
WP_004503081.1	lcl|NZ_RQEX01000005.1_cds_WP_118964890.1_1226	28.788	132	329
WP_239248135.1	lcl|NZ_RQEX01000018.1_cds_WP_118957371.1_1780	25.862	232	267
WP_239248135.1	lcl|NZ_RQEX01000018.1_cds_WP_118957353.1_1799	26.442	208	267
WP_239248135.1	lcl|NZ_RQEX01000018.1_cds_WP_135582611.1_1826	25.789	190	267
WP_239248135.1	lcl|NZ_RQEX01000005.1_cds_WP_118955022.1_218	36.364	110	267
WP_239248135.1	lcl|NZ_RQEX01000015.1_cds_WP_135582047.1_3212	27.041	196	267
WP_239248135.1	lcl|NZ_RQEX01000005.1_cds_WP_118954916.1_325	36.047	86	267
WP_004503040.1	lcl|NZ_RQEX01000021.1_cds_WP_135582819.1_3525	26.254	339	509
WP_004503040.1	lcl|NZ_RQEX01000021.1_cds_WP_135582819.1_3525	26.254	339	509
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_135581677.1_1063	26.838	272	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_135582583.1_1775	27.010	311	330
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_118954467.1_767	28.261	276	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_135582610.1_1825	26.769	325	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_118957365.1_1786	31.818	132	330
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_135581479.1_675	28.854	253	330
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_135581259.1_406	28.070	228	330
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_118964479.1_567	26.971	241	330
WP_061221763.1	lcl|NZ_RQEX01000005.1_cds_WP_135581617.1_922	26.736	288	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_135582592.1_1802	25.194	258	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_135582586.1_1788	23.967	242	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_118957352.1_1800	25.993	277	330
WP_061221763.1	lcl|NZ_RQEX01000015.1_cds_WP_118957901.1_3213	25.610	164	330
WP_061221763.1	lcl|NZ_RQEX01000018.1_cds_WP_135582571.1_1762	24.625	333	330
WP_004503036.1	lcl|NZ_RQEX01000015.1_cds_WP_118957529.1_3310	41.700	247	265
WP_004503060.1	lcl|NZ_RQEX01000017.1_cds_WP_118955920.1_2408	37.075	294	310
WP_004503060.1	lcl|NZ_RQEX01000018.1_cds_WP_118955284.1_1617	26.129	310	310
WP_004503060.1	lcl|NZ_RQEX01000018.1_cds_WP_118956736.1_2021	26.244	221	310
WP_004503060.1	lcl|NZ_RQEX01000017.1_cds_WP_118955920.1_2408	37.075	294	310
WP_004503060.1	lcl|NZ_RQEX01000018.1_cds_WP_118955284.1_1617	26.129	310	310
WP_004503060.1	lcl|NZ_RQEX01000018.1_cds_WP_118956736.1_2021	26.244	221	310
WP_016758358.1	lcl|NZ_RQEX01000017.1_cds_WP_135582234.1_2391	29.032	155	316
WP_016758358.1	lcl|NZ_RQEX01000018.1_cds_WP_118955522.1_1355	25.658	152	316
WP_016758358.1	lcl|NZ_RQEX01000018.1_cds_WP_135582589.1_1797	29.323	133	316
WP_016758358.1	lcl|NZ_RQEX01000005.1_cds_WP_135581563.1_795	27.679	112	316
WP_016758358.1	lcl|NZ_RQEX01000018.1_cds_WP_118965710.1_2042	28.926	121	316
