WP_000340715.1	lcl|NZ_WNNH01000003.1_cds_WP_000340715.1_1904	100.000	86	106
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_000410273.1_1905	94.268	314	314
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_000093099.1_1925	53.968	63	314
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	26.493	268	314
WP_004421326.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	25.926	324	314
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	26.425	193	314
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	22.917	288	314
WP_004421326.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	25.000	328	314
WP_243817859.1	lcl|NZ_WNNH01000003.1_cds_WP_000604524.1_1906	90.685	365	365
WP_004448470.1	lcl|NZ_WNNH01000003.1_cds_WP_000884059.1_1907	96.196	184	185
WP_004448470.1	lcl|NZ_WNNH01000026.1_cds_WP_000351733.1_1692	39.286	140	185
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	96.049	329	329
WP_004448459.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	32.698	315	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	31.962	316	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	30.448	335	329
WP_004448459.1	lcl|NZ_WNNH01000051.1_cds_WP_001984071.1_2915	31.270	307	329
WP_004448459.1	lcl|NZ_WNNH01000006.1_cds_WP_000649925.1_3109	30.031	323	329
WP_004448459.1	lcl|NZ_WNNH01000066.1_cds_WP_000709511.1_3273	29.305	331	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000601375.1_1961	25.333	300	329
WP_004448459.1	lcl|NZ_WNNH01000075.1_cds_WP_000688695.1_3460	29.197	274	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	29.804	255	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000475904.1_1970	27.899	276	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000410273.1_1905	25.633	316	329
WP_004448459.1	lcl|NZ_WNNH01000015.1_cds_WP_001074785.1_815	28.302	265	329
WP_004448459.1	lcl|NZ_WNNH01000022.1_cds_WP_001003555.1_1501	24.852	338	329
WP_004448459.1	lcl|NZ_WNNH01000003.1_cds_WP_000487322.1_1959	27.744	328	329
WP_004421408.1	lcl|NZ_WNNH01000003.1_cds_WP_000774262.1_1909	94.382	267	267
WP_004421408.1	lcl|NZ_WNNH01000003.1_cds_WP_000859505.1_1958	27.885	208	267
WP_004421408.1	lcl|NZ_WNNH01000003.1_cds_WP_000800438.1_1939	26.702	191	267
WP_004421408.1	lcl|NZ_WNNH01000003.1_cds_WP_000842260.1_1988	26.842	190	267
WP_004421408.1	lcl|NZ_WNNH01000028.1_cds_WP_000667727.1_1821	33.636	110	267
WP_004421408.1	lcl|NZ_WNNH01000027.1_cds_WP_000805357.1_1778	33.333	102	267
WP_004448480.1	lcl|NZ_WNNH01000003.1_cds_WP_000612797.1_1910	95.490	510	510
WP_004448480.1	lcl|NZ_WNNH01000016.1_cds_WP_000291591.1_893	27.077	325	510
WP_004448480.1	lcl|NZ_WNNH01000016.1_cds_WP_000364507.1_892	31.111	90	510
WP_004448480.1	lcl|NZ_WNNH01000003.1_cds_WP_000612797.1_1910	95.490	510	510
WP_004448480.1	lcl|NZ_WNNH01000016.1_cds_WP_000291591.1_893	27.077	325	510
WP_004448480.1	lcl|NZ_WNNH01000016.1_cds_WP_000364507.1_892	31.111	90	510
WP_036062285.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	96.667	330	330
WP_036062285.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	28.990	307	330
WP_036062285.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	26.692	266	330
WP_036062285.1	lcl|NZ_WNNH01000051.1_cds_WP_001984071.1_2915	25.368	272	330
WP_036062285.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	26.582	316	330
WP_036062285.1	lcl|NZ_WNNH01000022.1_cds_WP_001003555.1_1501	29.218	243	330
WP_036062285.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	24.324	333	330
WP_036062285.1	lcl|NZ_WNNH01000006.1_cds_WP_000649925.1_3109	29.688	256	330
WP_036062285.1	lcl|NZ_WNNH01000075.1_cds_WP_000688695.1_3460	26.244	221	330
WP_036062285.1	lcl|NZ_WNNH01000003.1_cds_WP_000601375.1_1961	27.273	275	330
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_001198107.1_1912	95.628	366	366
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_000608295.1_1913	40.274	365	366
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_000575178.1_1981	33.705	359	366
WP_004448474.1	lcl|NZ_WNNH01000028.1_cds_WP_001281953.1_1815	27.704	379	366
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_000346036.1_1942	27.809	356	366
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_000582222.1_1923	32.295	353	366
WP_004448474.1	lcl|NZ_WNNH01000018.1_cds_WP_000538752.1_1013	29.972	357	366
WP_004448474.1	lcl|NZ_WNNH01000003.1_cds_WP_000947844.1_1935	27.168	346	366
WP_004448474.1	lcl|NZ_WNNH01000024.1_cds_WP_001982414.1_1580	31.579	190	366
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_000608295.1_1913	95.095	367	367
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_001198107.1_1912	39.726	365	367
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_000575178.1_1981	36.314	369	367
WP_004448477.1	lcl|NZ_WNNH01000018.1_cds_WP_000538752.1_1013	31.915	376	367
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_000582222.1_1923	34.463	354	367
WP_004448477.1	lcl|NZ_WNNH01000028.1_cds_WP_001281953.1_1815	30.423	378	367
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_000346036.1_1942	24.725	364	367
WP_004448477.1	lcl|NZ_WNNH01000003.1_cds_WP_000947844.1_1935	25.843	356	367
WP_004448477.1	lcl|NZ_WNNH01000024.1_cds_WP_001982414.1_1580	24.931	361	367
WP_004448462.1	lcl|NZ_WNNH01000003.1_cds_WP_000689743.1_1914	89.338	544	544
WP_004448462.1	lcl|NZ_WNNH01000003.1_cds_WP_000689743.1_1914	89.338	544	544
WP_036062289.1	lcl|NZ_WNNH01000003.1_cds_WP_000342713.1_1915	92.075	265	265
WP_036062289.1	lcl|NZ_WNNH01000058.1_cds_WP_001002663.1_3021	45.679	243	265
WP_004448469.1	lcl|NZ_WNNH01000003.1_cds_WP_001246618.1_1916	91.613	310	310
WP_004448469.1	lcl|NZ_WNNH01000025.1_cds_WP_000501205.1_1631	35.526	304	310
WP_004448469.1	lcl|NZ_WNNH01000012.1_cds_WP_001183723.1_501	28.295	258	310
WP_004448469.1	lcl|NZ_WNNH01000020.1_cds_WP_000279894.1_1354	27.068	133	310
WP_004448469.1	lcl|NZ_WNNH01000003.1_cds_WP_001246618.1_1916	91.613	310	310
WP_004448469.1	lcl|NZ_WNNH01000025.1_cds_WP_000501205.1_1631	35.526	304	310
WP_004448469.1	lcl|NZ_WNNH01000012.1_cds_WP_001183723.1_501	28.295	258	310
WP_004448469.1	lcl|NZ_WNNH01000020.1_cds_WP_000279894.1_1354	27.068	133	310
WP_004448471.1	lcl|NZ_WNNH01000003.1_cds_WP_000479982.1_1917	95.076	264	264
WP_004421278.1	lcl|NZ_WNNH01000003.1_cds_WP_000715958.1_1918	93.023	129	130
WP_004448460.1	lcl|NZ_WNNH01000003.1_cds_WP_001088866.1_1919	94.203	138	140
WP_004448460.1	lcl|NZ_WNNH01000001.1_cds_WP_002069656.1_221	41.071	56	140
WP_004448464.1	lcl|NZ_WNNH01000003.1_cds_WP_000517242.1_1920	95.023	221	221
WP_004448464.1	lcl|NZ_WNNH01000002.1_cds_WP_001082180.1_1218	28.205	78	221
WP_004448464.1	lcl|NZ_WNNH01000052.1_cds_WP_001069834.1_2926	28.440	109	221
WP_004421412.1	lcl|NZ_WNNH01000003.1_cds_WP_000611594.1_1921	80.000	175	177
WP_004421412.1	lcl|NZ_WNNH01000002.1_cds_WP_001206947.1_1225	32.576	132	177
WP_004448479.1	lcl|NZ_WNNH01000003.1_cds_WP_001015422.1_1922	81.704	399	406
WP_004448479.1	lcl|NZ_WNNH01000052.1_cds_WP_000347681.1_2925	26.667	210	406
WP_004448479.1	lcl|NZ_WNNH01000003.1_cds_WP_000661932.1_1955	27.007	137	406
WP_004448479.1	lcl|NZ_WNNH01000002.1_cds_WP_001082180.1_1218	26.829	164	406
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_000582222.1_1923	92.997	357	361
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_000608295.1_1913	41.485	229	361
WP_004448466.1	lcl|NZ_WNNH01000028.1_cds_WP_001281953.1_1815	30.105	382	361
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_000947844.1_1935	30.032	313	361
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_001198107.1_1912	31.233	365	361
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_000575178.1_1981	32.157	255	361
WP_004448466.1	lcl|NZ_WNNH01000024.1_cds_WP_001982414.1_1580	26.558	369	361
WP_004448466.1	lcl|NZ_WNNH01000003.1_cds_WP_000346036.1_1942	29.344	259	361
WP_004448466.1	lcl|NZ_WNNH01000018.1_cds_WP_000538752.1_1013	29.885	261	361
