WP_000340715.1	lcl|NZ_JADDUO010000009.1_cds_WP_002725873.1_3386	91.860	86	106
WP_004421326.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733579.1_3387	91.401	314	314
WP_004421326.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733534.1_3390	25.746	268	314
WP_004421326.1	lcl|NZ_JADDUO010000020.1_cds_WP_002722638.1_1171	23.385	325	314
WP_004421326.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740024.1_3481	24.138	290	314
WP_004421326.1	lcl|NZ_JADDUO010000011.1_cds_WP_002743770.1_158	22.941	170	314
WP_004421326.1	lcl|NZ_JADDUO010000001.1_cds_WP_002728309.1_1046	24.759	311	314
WP_004421326.1	lcl|NZ_JADDUO010000009.1_cds_WP_016749081.1_3419	25.658	152	314
WP_243817859.1	lcl|NZ_JADDUO010000009.1_cds_WP_026054882.1_3388	86.849	365	365
WP_004448470.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733646.1_3389	95.628	183	185
WP_004448470.1	lcl|NZ_JADDUO010000004.1_cds_WP_002721790.1_2732	35.616	146	185
WP_004448459.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733534.1_3390	95.745	329	329
WP_004448459.1	lcl|NZ_JADDUO010000020.1_cds_WP_002722638.1_1171	30.794	315	329
WP_004448459.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740024.1_3481	31.343	335	329
WP_004448459.1	lcl|NZ_JADDUO010000001.1_cds_WP_002728309.1_1046	30.547	311	329
WP_004448459.1	lcl|NZ_JADDUO010000001.1_cds_WP_002728316.1_1043	29.003	331	329
WP_004448459.1	lcl|NZ_JADDUO010000008.1_cds_WP_002741146.1_3364	29.781	319	329
WP_004448459.1	lcl|NZ_JADDUO010000011.1_cds_WP_002743770.1_158	27.273	341	329
WP_004448459.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733638.1_3427	27.536	345	329
WP_004448459.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733546.1_3456	26.296	270	329
WP_004448459.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740721.1_3393	28.990	307	329
