WP_000340715.1	lcl|NZ_AOHH01000067.1_cds_WP_000340715.1_581	100.000	86	106
WP_004421326.1	lcl|NZ_AOHH01000067.1_cds_WP_004421326.1_582	100.000	314	314
WP_004421326.1	lcl|NZ_AOHH01000067.1_cds_WP_004448459.1_585	24.843	318	314
WP_004421326.1	lcl|NZ_AOHH01000133.1_cds_WP_004449470.1_1462	25.155	322	314
WP_004421326.1	lcl|NZ_AOHH01000245.1_cds_WP_004450637.1_2774	23.103	290	314
WP_004421326.1	lcl|NZ_AOHH01000272.1_cds_WP_198289136.1_3171	22.182	275	314
WP_243817859.1	lcl|NZ_AOHH01000067.1_cds_WP_004448461.1_583	99.452	365	365
WP_004448470.1	lcl|NZ_AOHH01000067.1_cds_WP_004448470.1_584	100.000	185	185
WP_004448470.1	lcl|NZ_AOHH01000044.1_cds_WP_004424034.1_352	40.000	140	185
WP_004448459.1	lcl|NZ_AOHH01000067.1_cds_WP_004448459.1_585	100.000	329	329
WP_004448459.1	lcl|NZ_AOHH01000133.1_cds_WP_004449470.1_1462	31.429	315	329
WP_004448459.1	lcl|NZ_AOHH01000245.1_cds_WP_004450637.1_2774	31.343	335	329
WP_004448459.1	lcl|NZ_AOHH01000272.1_cds_WP_198289136.1_3171	32.476	311	329
WP_004448459.1	lcl|NZ_AOHH01000308.1_cds_WP_004435813.1_3691	30.284	317	329
WP_004448459.1	lcl|NZ_AOHH01000001.1_cds_WP_002148036.1_3	29.721	323	329
WP_004448459.1	lcl|NZ_AOHH01000067.1_cds_WP_036062285.1_588	28.808	302	329
WP_004448459.1	lcl|NZ_AOHH01000200.1_cds_WP_004450153.1_2258	25.882	340	329
WP_004448459.1	lcl|NZ_AOHH01000067.1_cds_WP_004421326.1_582	24.843	318	329
WP_004448459.1	lcl|NZ_AOHH01000245.1_cds_WP_004421384.1_2757	27.174	276	329
WP_004448459.1	lcl|NZ_AOHH01000247.1_cds_WP_004450748.1_2868	26.667	270	329
WP_004448459.1	lcl|NZ_AOHH01000154.1_cds_WP_004449697.1_1777	25.373	268	329
WP_004448459.1	lcl|NZ_AOHH01000213.1_cds_WP_004450239.1_2365	25.620	242	329
WP_004448459.1	lcl|NZ_AOHH01000245.1_cds_WP_004450644.1_2722	24.419	172	329
WP_004448459.1	lcl|NZ_AOHH01000211.1_cds_WP_004450220.1_2344	28.906	128	329
WP_004421408.1	lcl|NZ_AOHH01000067.1_cds_WP_004448472.1_586	99.251	267	267
WP_004421408.1	lcl|NZ_AOHH01000245.1_cds_WP_004450666.1_2775	26.984	189	267
WP_004421408.1	lcl|NZ_AOHH01000117.1_cds_WP_004449169.1_1216	33.858	127	267
WP_004421408.1	lcl|NZ_AOHH01000017.1_cds_WP_004447938.1_120	36.047	86	267
WP_004448480.1	lcl|NZ_AOHH01000067.1_cds_WP_004448480.1_587	100.000	510	510
WP_004448480.1	lcl|NZ_AOHH01000136.1_cds_WP_004449556.1_1585	27.692	325	510
WP_004448480.1	lcl|NZ_AOHH01000136.1_cds_WP_002148203.1_1584	30.435	92	510
WP_004448480.1	lcl|NZ_AOHH01000067.1_cds_WP_004448480.1_587	100.000	510	510
WP_004448480.1	lcl|NZ_AOHH01000136.1_cds_WP_004449556.1_1585	27.692	325	510
WP_004448480.1	lcl|NZ_AOHH01000136.1_cds_WP_002148203.1_1584	30.435	92	510
WP_036062285.1	lcl|NZ_AOHH01000067.1_cds_WP_036062285.1_588	100.000	330	330
WP_036062285.1	lcl|NZ_AOHH01000067.1_cds_WP_004448459.1_585	28.808	302	330
WP_036062285.1	lcl|NZ_AOHH01000272.1_cds_WP_198289136.1_3171	26.199	271	330
WP_036062285.1	lcl|NZ_AOHH01000245.1_cds_WP_004450637.1_2774	25.862	348	330
WP_036062285.1	lcl|NZ_AOHH01000133.1_cds_WP_004449470.1_1462	28.261	276	330
WP_036062285.1	lcl|NZ_AOHH01000213.1_cds_WP_004450239.1_2365	28.395	243	330
WP_036062285.1	lcl|NZ_AOHH01000200.1_cds_WP_004450153.1_2258	25.676	222	330
WP_036062285.1	lcl|NZ_AOHH01000308.1_cds_WP_004435813.1_3691	28.016	257	330
WP_036062285.1	lcl|NZ_AOHH01000245.1_cds_WP_004450644.1_2722	28.846	156	330
WP_036062285.1	lcl|NZ_AOHH01000247.1_cds_WP_004450748.1_2868	29.677	155	330
WP_036062285.1	lcl|NZ_AOHH01000299.1_cds_WP_036064485.1_3592	56.250	32	330
WP_036062285.1	lcl|NZ_AOHH01000211.1_cds_WP_004450220.1_2344	25.342	292	330
WP_004448474.1	lcl|NZ_AOHH01000067.1_cds_WP_004448474.1_589	100.000	366	366
