WP_000340715.1	lcl|NZ_JQRC01000044.1_cds_WP_004454812.1_1562	98.837	86	106
WP_004421326.1	lcl|NZ_JQRC01000044.1_cds_WP_061247355.1_1563	97.452	314	314
WP_004421326.1	lcl|NZ_JQRC01000081.1_cds_WP_017214696.1_2424	23.420	269	314
WP_004421326.1	lcl|NZ_JQRC01000044.1_cds_WP_061247357.1_1566	25.000	316	314
WP_004421326.1	lcl|NZ_JQRC01000022.1_cds_WP_061246963.1_711	25.617	324	314
WP_004421326.1	lcl|NZ_JQRC01000052.1_cds_WP_002178495.1_1737	22.759	290	314
WP_004421326.1	lcl|NZ_JQRC01000032.1_cds_WP_201033193.1_1235	22.182	275	314
WP_243817859.1	lcl|NZ_JQRC01000044.1_cds_WP_061247356.1_1564	94.795	365	365
WP_004448470.1	lcl|NZ_JQRC01000044.1_cds_WP_017214672.1_1565	96.196	184	185
WP_004448470.1	lcl|NZ_JQRC01000025.1_cds_WP_002178322.1_966	39.286	140	185
WP_004448459.1	lcl|NZ_JQRC01000044.1_cds_WP_061247357.1_1566	98.784	329	329
WP_004448459.1	lcl|NZ_JQRC01000022.1_cds_WP_061246963.1_711	32.381	315	329
WP_004448459.1	lcl|NZ_JQRC01000052.1_cds_WP_002178495.1_1737	31.045	335	329
WP_004448459.1	lcl|NZ_JQRC01000032.1_cds_WP_201033193.1_1235	31.833	311	329
WP_004448459.1	lcl|NZ_JQRC01000050.1_cds_WP_017215166.1_1658	30.530	321	329
WP_004448459.1	lcl|NZ_JQRC01000032.1_cds_WP_002179271.1_1245	29.721	323	329
WP_004448459.1	lcl|NZ_JQRC01000076.1_cds_WP_061247678.1_2371	26.176	340	329
WP_004448459.1	lcl|NZ_JQRC01000044.1_cds_WP_017214676.1_1569	28.808	302	329
WP_004448459.1	lcl|NZ_JQRC01000044.1_cds_WP_061247355.1_1563	24.843	318	329
WP_004448459.1	lcl|NZ_JQRC01000039.1_cds_WP_061247288.1_1412	26.693	251	329
WP_004448459.1	lcl|NZ_JQRC01000081.1_cds_WP_017214696.1_2424	27.602	221	329
WP_004448459.1	lcl|NZ_JQRC01000011.1_cds_WP_061246823.1_337	27.407	270	329
WP_004448459.1	lcl|NZ_JQRC01000015.1_cds_WP_002179684.1_479	25.581	258	329
WP_004448459.1	lcl|NZ_JQRC01000053.1_cds_WP_061247421.1_1750	32.540	126	329
WP_004448459.1	lcl|NZ_JQRC01000067.1_cds_WP_061247606.1_2195	25.620	242	329
WP_004421408.1	lcl|NZ_JQRC01000044.1_cds_WP_061247358.1_1567	98.502	267	267
WP_004421408.1	lcl|NZ_JQRC01000052.1_cds_WP_002178630.1_1736	26.984	189	267
WP_004421408.1	lcl|NZ_JQRC01000096.1_cds_WP_002177623.1_2715	33.858	127	267
WP_004421408.1	lcl|NZ_JQRC01000081.1_cds_WP_017214685.1_2414	23.188	207	267
WP_004421408.1	lcl|NZ_JQRC01000103.1_cds_WP_002176989.1_2784	36.047	86	267
WP_004448480.1	lcl|NZ_JQRC01000044.1_cds_WP_061247359.1_1568	97.647	510	510
WP_004448480.1	lcl|NZ_JQRC01000011.1_cds_WP_004430762.1_414	28.000	325	510
WP_004448480.1	lcl|NZ_JQRC01000011.1_cds_WP_002148203.1_413	30.435	92	510
WP_004448480.1	lcl|NZ_JQRC01000044.1_cds_WP_061247359.1_1568	97.647	510	510
WP_004448480.1	lcl|NZ_JQRC01000011.1_cds_WP_004430762.1_414	28.000	325	510
WP_004448480.1	lcl|NZ_JQRC01000011.1_cds_WP_002148203.1_413	30.435	92	510
