WP_000340715.1	lcl|NZ_AOVA01000158.1_cds_WP_000340715.1_3420	100.000	86	106
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	94.268	314	314
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_000093099.1_3441	53.968	63	314
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	26.493	268	314
WP_004421326.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	25.926	324	314
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	26.425	193	314
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	22.917	288	314
WP_004421326.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	25.000	328	314
WP_243817859.1	lcl|NZ_AOVA01000158.1_cds_WP_000604524.1_3422	90.685	365	365
WP_004448470.1	lcl|NZ_AOVA01000158.1_cds_WP_000884059.1_3423	96.196	184	185
WP_004448470.1	lcl|NZ_AOVA01000025.1_cds_WP_000351733.1_289	39.286	140	185
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	96.049	329	329
WP_004448459.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	32.698	315	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	31.962	316	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	30.448	335	329
WP_004448459.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	31.270	307	329
WP_004448459.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	30.031	323	329
WP_004448459.1	lcl|NZ_AOVA01000145.1_cds_WP_000709511.1_2919	29.305	331	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	25.333	300	329
WP_004448459.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	29.197	274	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	29.804	255	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000475904.1_3486	27.899	276	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	25.633	316	329
WP_004448459.1	lcl|NZ_AOVA01000141.1_cds_WP_001074785.1_2865	28.302	265	329
WP_004448459.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	24.852	338	329
WP_004448459.1	lcl|NZ_AOVA01000158.1_cds_WP_000487322.1_3475	27.744	328	329
WP_004421408.1	lcl|NZ_AOVA01000158.1_cds_WP_000774262.1_3425	94.382	267	267
WP_004421408.1	lcl|NZ_AOVA01000158.1_cds_WP_000859505.1_3474	27.885	208	267
WP_004421408.1	lcl|NZ_AOVA01000158.1_cds_WP_000800438.1_3455	26.702	191	267
WP_004421408.1	lcl|NZ_AOVA01000158.1_cds_WP_000842260.1_3504	26.842	190	267
WP_004421408.1	lcl|NZ_AOVA01000086.1_cds_WP_000667727.1_1415	33.636	110	267
WP_004421408.1	lcl|NZ_AOVA01000067.1_cds_WP_000805357.1_888	33.333	102	267
WP_004448480.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	95.490	510	510
WP_004448480.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	27.077	325	510
WP_004448480.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	31.111	90	510
WP_004448480.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	95.490	510	510
WP_004448480.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	27.077	325	510
WP_004448480.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	31.111	90	510
WP_036062285.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	96.667	330	330
WP_036062285.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	28.990	307	330
WP_036062285.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	26.692	266	330
WP_036062285.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	25.368	272	330
WP_036062285.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	26.582	316	330
WP_036062285.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	29.218	243	330
WP_036062285.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	24.324	333	330
WP_036062285.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	29.688	256	330
WP_036062285.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	26.244	221	330
WP_036062285.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	27.273	275	330
WP_004448474.1	lcl|NZ_AOVA01000158.1_cds_WP_001198107.1_3428	95.628	366	366
WP_004448474.1	lcl|NZ_AOVA01000158.1_cds_WP_000608295.1_3429	40.274	365	366
WP_004448474.1	lcl|NZ_AOVA01000158.1_cds_WP_000575178.1_3497	33.705	359	366
WP_004448474.1	lcl|NZ_AOVA01000043.1_cds_WP_001281953.1_521	27.704	379	366
WP_004448474.1	lcl|NZ_AOVA01000158.1_cds_WP_000346036.1_3458	27.809	356	366
WP_004448474.1	lcl|NZ_AOVA01000158.1_cds_WP_000582222.1_3439	32.295	353	366
