WP_000340715.1	lcl|NZ_JADDXC010000022.1_cds_WP_002725873.1_1045	91.860	86	106
WP_004421326.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	91.613	310	314
WP_004421326.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	21.724	290	314
WP_004421326.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	23.077	325	314
WP_004421326.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	24.731	186	314
WP_004421326.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	24.138	290	314
WP_004421326.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	24.759	311	314
WP_004421326.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	22.941	170	314
WP_004448470.1	lcl|NZ_JADDXC010000001.1_cds_WP_002750963.1_860	35.616	146	185
WP_004448470.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669938.1_1077	34.463	177	185
WP_004448459.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	31.153	321	329
WP_004448459.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	31.429	315	329
WP_004448459.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	31.642	335	329
WP_004448459.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	30.868	311	329
WP_004448459.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	29.508	305	329
WP_004448459.1	lcl|NZ_JADDXC010000021.1_cds_WP_011671143.1_999	30.094	319	329
WP_004448459.1	lcl|NZ_JADDXC010000038.1_cds_WP_002754065.1_1718	29.003	331	329
WP_004448459.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	27.273	341	329
WP_004448459.1	lcl|NZ_JADDXC010000002.1_cds_WP_011671074.1_1413	25.664	339	329
WP_004448459.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	27.586	261	329
WP_004448459.1	lcl|NZ_JADDXC010000011.1_cds_WP_017859386.1_217	26.592	267	329
WP_004448459.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669959.1_2449	26.449	276	329
WP_004448459.1	lcl|NZ_JADDXC010000055.1_cds_WP_011669202.1_2405	24.107	336	329
WP_004421408.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669956.1_2452	26.957	230	267
WP_004421408.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669974.1_2496	26.984	189	267
WP_004421408.1	lcl|NZ_JADDXC010000035.1_cds_WP_011670832.1_1618	32.727	110	267
WP_004421408.1	lcl|NZ_JADDXC010000085.1_cds_WP_002766579.1_3157	37.209	86	267
