WP_000340715.1	lcl|NZ_JQRH01000041.1_cds_WP_004462903.1_1733	95.349	86	106
WP_004421326.1	lcl|NZ_JQRH01000041.1_cds_WP_004477867.1_1732	92.357	314	314
WP_004421326.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	25.697	323	314
WP_004421326.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	21.661	277	314
WP_004421326.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	23.793	290	314
WP_004421326.1	lcl|NZ_JQRH01000130.1_cds_WP_004468319.1_3376	21.649	194	314
WP_004421326.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	24.074	216	314
WP_004448470.1	lcl|NZ_JQRH01000029.1_cds_WP_004460143.1_1289	33.562	146	185
WP_004448459.1	lcl|NZ_JQRH01000041.1_cds_WP_004462894.1_1729	31.845	336	329
WP_004448459.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	30.159	315	329
WP_004448459.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	32.476	311	329
WP_004448459.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	31.104	299	329
WP_004448459.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	31.045	335	329
WP_004448459.1	lcl|NZ_JQRH01000005.1_cds_WP_004487738.1_198	30.960	323	329
WP_004448459.1	lcl|NZ_JQRH01000038.1_cds_WP_004461242.1_1606	29.412	323	329
WP_004448459.1	lcl|NZ_JQRH01000130.1_cds_WP_004468319.1_3376	26.979	341	329
WP_004448459.1	lcl|NZ_JQRH01000049.1_cds_WP_008394668.1_2042	24.907	269	329
WP_004448459.1	lcl|NZ_JQRH01000055.1_cds_WP_032917901.1_2192	25.959	339	329
WP_004448459.1	lcl|NZ_JQRH01000041.1_cds_WP_004477867.1_1732	25.397	315	329
WP_004448459.1	lcl|NZ_JQRH01000049.1_cds_WP_004472277.1_2034	27.083	240	329
WP_004448459.1	lcl|NZ_JQRH01000113.1_cds_WP_004470510.1_3230	27.652	264	329
WP_004448459.1	lcl|NZ_JQRH01000087.1_cds_WP_004472818.1_2881	28.235	170	329
WP_004448459.1	lcl|NZ_JQRH01000040.1_cds_WP_004476349.1_1703	23.636	330	329
WP_004448459.1	lcl|NZ_JQRH01000049.1_cds_WP_061236312.1_2044	33.058	121	329
WP_004421408.1	lcl|NZ_JQRH01000049.1_cds_WP_004491544.1_2071	25.773	194	267
WP_004421408.1	lcl|NZ_JQRH01000049.1_cds_WP_061236313.1_2045	26.442	208	267
WP_004421408.1	lcl|NZ_JQRH01000082.1_cds_WP_004468365.1_2793	35.455	110	267
WP_004421408.1	lcl|NZ_JQRH01000049.1_cds_WP_004476528.1_2015	26.842	190	267
WP_004421408.1	lcl|NZ_JQRH01000008.1_cds_WP_017863400.1_319	37.209	86	267
WP_004421408.1	lcl|NZ_JQRH01000130.1_cds_WP_004477855.1_3375	25.389	193	267
WP_004448480.1	lcl|NZ_JQRH01000068.1_cds_WP_004483518.1_2556	27.217	327	510
WP_004448480.1	lcl|NZ_JQRH01000068.1_cds_WP_004460640.1_2557	32.609	92	510
WP_004448480.1	lcl|NZ_JQRH01000068.1_cds_WP_004483518.1_2556	27.217	327	510
WP_004448480.1	lcl|NZ_JQRH01000068.1_cds_WP_004460640.1_2557	32.609	92	510
WP_036062285.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	26.374	273	330
WP_036062285.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	28.623	276	330
WP_036062285.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	24.164	269	330
WP_036062285.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	26.048	334	330
WP_036062285.1	lcl|NZ_JQRH01000055.1_cds_WP_032917901.1_2192	27.027	222	330
WP_036062285.1	lcl|NZ_JQRH01000040.1_cds_WP_004476349.1_1703	25.926	243	330
WP_036062285.1	lcl|NZ_JQRH01000041.1_cds_WP_004462894.1_1729	27.586	232	330
WP_036062285.1	lcl|NZ_JQRH01000005.1_cds_WP_004487738.1_198	29.482	251	330
WP_036062285.1	lcl|NZ_JQRH01000049.1_cds_WP_008394668.1_2042	24.627	268	330
WP_036062285.1	lcl|NZ_JQRH01000130.1_cds_WP_004468319.1_3376	24.460	139	330
WP_036062285.1	lcl|NZ_JQRH01000113.1_cds_WP_004470510.1_3230	28.462	130	330
WP_036062285.1	lcl|NZ_JQRH01000041.1_cds_WP_004477867.1_1732	22.630	327	330
WP_004448474.1	lcl|NZ_JQRH01000049.1_cds_WP_004494297.1_2023	32.558	344	366
WP_004448474.1	lcl|NZ_JQRH01000082.1_cds_WP_004466571.1_2800	28.457	376	366
WP_004448474.1	lcl|NZ_JQRH01000049.1_cds_WP_004483440.1_2064	31.921	354	366
WP_004448474.1	lcl|NZ_JQRH01000081.1_cds_WP_004465893.1_2752	30.641	359	366
WP_004448474.1	lcl|NZ_JQRH01000049.1_cds_WP_061236318.1_2075	25.698	358	366
WP_004448474.1	lcl|NZ_JQRH01000055.1_cds_WP_004460480.1_2193	32.447	188	366
WP_004448477.1	lcl|NZ_JQRH01000049.1_cds_WP_004494297.1_2023	35.714	350	367
WP_004448477.1	lcl|NZ_JQRH01000081.1_cds_WP_004465893.1_2752	33.245	379	367
WP_004448477.1	lcl|NZ_JQRH01000049.1_cds_WP_004483440.1_2064	34.054	370	367
WP_004448477.1	lcl|NZ_JQRH01000082.1_cds_WP_004466571.1_2800	30.079	379	367
WP_004448477.1	lcl|NZ_JQRH01000049.1_cds_WP_061236318.1_2075	27.463	335	367
WP_004448477.1	lcl|NZ_JQRH01000055.1_cds_WP_004460480.1_2193	26.039	361	367
WP_004448477.1	lcl|NZ_JQRH01000029.1_cds_WP_061236237.1_1254	34.884	86	367
