WP_000340715.1	lcl|NZ_AOUZ01000009.1_cds_WP_000340715.1_245	100.000	86	106
WP_004421326.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	94.268	314	314
WP_004421326.1	lcl|NZ_AOUZ01000009.1_cds_WP_000093099.1_224	53.968	63	314
WP_004421326.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	26.493	268	314
WP_004421326.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	25.926	324	314
WP_004421326.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	26.425	193	314
WP_004421326.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	22.917	288	314
WP_004421326.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	25.000	328	314
WP_243817859.1	lcl|NZ_AOUZ01000009.1_cds_WP_000604524.1_243	90.685	365	365
WP_004448470.1	lcl|NZ_AOUZ01000009.1_cds_WP_000884059.1_242	96.196	184	185
WP_004448470.1	lcl|NZ_AOUZ01000139.1_cds_WP_000351733.1_3341	39.286	140	185
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	96.049	329	329
WP_004448459.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	32.698	315	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	31.962	316	329
WP_004448459.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	30.448	335	329
WP_004448459.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	31.270	307	329
WP_004448459.1	lcl|NZ_AOUZ01000145.1_cds_WP_000649925.1_3685	30.031	323	329
WP_004448459.1	lcl|NZ_AOUZ01000032.1_cds_WP_000709511.1_655	29.305	331	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000601375.1_188	25.333	300	329
WP_004448459.1	lcl|NZ_AOUZ01000109.1_cds_WP_000688695.1_2615	29.197	274	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	29.804	255	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000475904.1_179	27.899	276	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	25.633	316	329
WP_004448459.1	lcl|NZ_AOUZ01000025.1_cds_WP_001074785.1_509	28.302	265	329
WP_004448459.1	lcl|NZ_AOUZ01000095.1_cds_WP_001003555.1_2193	24.852	338	329
WP_004448459.1	lcl|NZ_AOUZ01000009.1_cds_WP_000487322.1_190	27.744	328	329
WP_004421408.1	lcl|NZ_AOUZ01000009.1_cds_WP_000774262.1_240	94.382	267	267
WP_004421408.1	lcl|NZ_AOUZ01000009.1_cds_WP_000859505.1_191	27.885	208	267
WP_004421408.1	lcl|NZ_AOUZ01000009.1_cds_WP_000800438.1_210	26.702	191	267
WP_004421408.1	lcl|NZ_AOUZ01000148.1_cds_WP_000842260.1_3748	26.842	190	267
WP_004421408.1	lcl|NZ_AOUZ01000085.1_cds_WP_000667727.1_1822	33.636	110	267
WP_004421408.1	lcl|NZ_AOUZ01000006.1_cds_WP_000805357.1_49	33.333	102	267
WP_004448480.1	lcl|NZ_AOUZ01000009.1_cds_WP_000612797.1_239	95.490	510	510
WP_004448480.1	lcl|NZ_AOUZ01000093.1_cds_WP_000291591.1_2061	27.077	325	510
WP_004448480.1	lcl|NZ_AOUZ01000093.1_cds_WP_000364507.1_2062	31.111	90	510
WP_004448480.1	lcl|NZ_AOUZ01000009.1_cds_WP_000612797.1_239	95.490	510	510
WP_004448480.1	lcl|NZ_AOUZ01000093.1_cds_WP_000291591.1_2061	27.077	325	510
WP_004448480.1	lcl|NZ_AOUZ01000093.1_cds_WP_000364507.1_2062	31.111	90	510
WP_036062285.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	96.667	330	330
WP_036062285.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	28.990	307	330
WP_036062285.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	26.692	266	330
WP_036062285.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	25.368	272	330
WP_036062285.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	26.582	316	330
WP_036062285.1	lcl|NZ_AOUZ01000095.1_cds_WP_001003555.1_2193	29.218	243	330
WP_036062285.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	24.324	333	330
WP_036062285.1	lcl|NZ_AOUZ01000145.1_cds_WP_000649925.1_3685	29.688	256	330
WP_036062285.1	lcl|NZ_AOUZ01000109.1_cds_WP_000688695.1_2615	26.244	221	330
WP_036062285.1	lcl|NZ_AOUZ01000009.1_cds_WP_000601375.1_188	27.273	275	330
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_001198107.1_237	95.628	366	366
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_000608295.1_236	40.274	365	366
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_000575178.1_168	33.705	359	366
WP_004448474.1	lcl|NZ_AOUZ01000109.1_cds_WP_001281953.1_2601	27.704	379	366
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_000346036.1_207	27.809	356	366
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582222.1_226	32.295	353	366
WP_004448474.1	lcl|NZ_AOUZ01000086.1_cds_WP_000538752.1_1841	29.972	357	366
WP_004448474.1	lcl|NZ_AOUZ01000009.1_cds_WP_000947844.1_214	27.168	346	366
WP_004448474.1	lcl|NZ_AOUZ01000126.1_cds_WP_025181564.1_2902	31.579	190	366
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_000608295.1_236	95.095	367	367
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_001198107.1_237	39.726	365	367
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_000575178.1_168	36.314	369	367
WP_004448477.1	lcl|NZ_AOUZ01000086.1_cds_WP_000538752.1_1841	31.915	376	367
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582222.1_226	34.463	354	367
WP_004448477.1	lcl|NZ_AOUZ01000109.1_cds_WP_001281953.1_2601	30.423	378	367
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_000346036.1_207	24.725	364	367
WP_004448477.1	lcl|NZ_AOUZ01000009.1_cds_WP_000947844.1_214	25.843	356	367
WP_004448477.1	lcl|NZ_AOUZ01000126.1_cds_WP_025181564.1_2902	24.931	361	367
WP_004448462.1	lcl|NZ_AOUZ01000009.1_cds_WP_000689743.1_235	89.338	544	544
WP_004448462.1	lcl|NZ_AOUZ01000009.1_cds_WP_000689743.1_235	89.338	544	544
WP_036062289.1	lcl|NZ_AOUZ01000009.1_cds_WP_000342713.1_234	92.075	265	265
WP_036062289.1	lcl|NZ_AOUZ01000094.1_cds_WP_001002663.1_2145	45.679	243	265
WP_004448469.1	lcl|NZ_AOUZ01000009.1_cds_WP_001246618.1_233	91.613	310	310
WP_004448469.1	lcl|NZ_AOUZ01000039.1_cds_WP_000501205.1_740	35.526	304	310
WP_004448469.1	lcl|NZ_AOUZ01000065.1_cds_WP_001183723.1_1159	28.295	258	310
WP_004448469.1	lcl|NZ_AOUZ01000108.1_cds_LEP2GSC164_RS01000000122595_2577	30.000	90	310
WP_004448469.1	lcl|NZ_AOUZ01000009.1_cds_WP_001246618.1_233	91.613	310	310
WP_004448469.1	lcl|NZ_AOUZ01000039.1_cds_WP_000501205.1_740	35.526	304	310
WP_004448469.1	lcl|NZ_AOUZ01000065.1_cds_WP_001183723.1_1159	28.295	258	310
WP_004448469.1	lcl|NZ_AOUZ01000108.1_cds_LEP2GSC164_RS01000000122595_2577	30.000	90	310
WP_004448471.1	lcl|NZ_AOUZ01000009.1_cds_WP_000479982.1_232	95.076	264	264
WP_004421278.1	lcl|NZ_AOUZ01000009.1_cds_WP_000715958.1_231	93.023	129	130
WP_004448460.1	lcl|NZ_AOUZ01000009.1_cds_WP_001088866.1_230	94.203	138	140
WP_004448460.1	lcl|NZ_AOUZ01000128.1_cds_WP_002069656.1_2943	41.071	56	140
WP_004448464.1	lcl|NZ_AOUZ01000009.1_cds_WP_000517242.1_229	95.023	221	221
WP_004448464.1	lcl|NZ_AOUZ01000132.1_cds_WP_001082180.1_3183	28.205	78	221
WP_004448464.1	lcl|NZ_AOUZ01000103.1_cds_WP_001069834.1_2451	28.440	109	221
WP_004421412.1	lcl|NZ_AOUZ01000009.1_cds_WP_000611594.1_228	80.000	175	177
WP_004421412.1	lcl|NZ_AOUZ01000132.1_cds_WP_001206947.1_3190	32.576	132	177
WP_004448479.1	lcl|NZ_AOUZ01000009.1_cds_WP_001015422.1_227	81.704	399	406
WP_004448479.1	lcl|NZ_AOUZ01000103.1_cds_WP_000347681.1_2450	26.667	210	406
