WP_000340715.1	lcl|NZ_AHMY02000059.1_cds_WP_004753574.1_776	94.186	86	106
WP_004421326.1	lcl|NZ_AHMY02000059.1_cds_WP_004766657.1_775	94.268	314	314
WP_004421326.1	lcl|NZ_AHMY02000010.1_cds_WP_004753565.1_3578	25.926	324	314
WP_004421326.1	lcl|NZ_AHMY02000059.1_cds_WP_004766629.1_772	26.119	268	314
WP_004421326.1	lcl|NZ_AHMY02000059.1_cds_WP_004766668.1_705	23.488	281	314
WP_004421326.1	lcl|NZ_AHMY02000059.1_cds_WP_004766696.1_769	25.610	328	314
WP_243817859.1	lcl|NZ_AHMY02000059.1_cds_WP_004766736.1_774	92.877	365	365
WP_004448470.1	lcl|NZ_AHMY02000059.1_cds_WP_004766667.1_773	95.628	183	185
WP_004448470.1	lcl|NZ_AHMY02000051.1_cds_WP_004752075.1_1266	40.000	140	185
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_004766629.1_772	96.353	329	329
WP_004448459.1	lcl|NZ_AHMY02000010.1_cds_WP_004753565.1_3578	32.381	315	329
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_004766668.1_705	30.746	335	329
WP_004448459.1	lcl|NZ_AHMY02000058.1_cds_WP_004766600.1_796	33.010	309	329
WP_004448459.1	lcl|NZ_AHMY02000010.1_cds_WP_004764138.1_3732	30.841	321	329
WP_004448459.1	lcl|NZ_AHMY02000058.1_cds_WP_004766610.1_785	29.721	323	329
WP_004448459.1	lcl|NZ_AHMY02000058.1_cds_WP_004766589.1_817	27.566	341	329
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_004766696.1_769	30.196	255	329
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_004766741.1_722	27.536	276	329
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_004766657.1_775	24.843	318	329
WP_004448459.1	lcl|NZ_AHMY02000051.1_cds_WP_004766127.1_1469	28.090	267	329
WP_004448459.1	lcl|NZ_AHMY02000047.1_cds_WP_004765661.1_1834	25.820	244	329
WP_004448459.1	lcl|NZ_AHMY02000056.1_cds_WP_004766563.1_942	25.373	268	329
WP_004448459.1	lcl|NZ_AHMY02000059.1_cds_WP_000378097.1_752	25.581	172	329
WP_004448459.1	lcl|NZ_AHMY02000074.1_cds_WP_004767258.1_8	27.094	203	329
WP_004421408.1	lcl|NZ_AHMY02000059.1_cds_WP_004766673.1_771	92.884	267	267
WP_004421408.1	lcl|NZ_AHMY02000059.1_cds_WP_004766678.1_704	26.455	189	267
WP_004421408.1	lcl|NZ_AHMY02000050.1_cds_WP_004765965.1_1561	28.351	194	267
WP_004421408.1	lcl|NZ_AHMY02000022.1_cds_WP_016761591.1_2989	36.047	86	267
WP_004448480.1	lcl|NZ_AHMY02000059.1_cds_WP_000602734.1_770	95.686	510	510
WP_004448480.1	lcl|NZ_AHMY02000051.1_cds_WP_004766085.1_1540	25.444	338	510
WP_004448480.1	lcl|NZ_AHMY02000051.1_cds_WP_004766128.1_1539	31.111	90	510
WP_004448480.1	lcl|NZ_AHMY02000059.1_cds_WP_000602734.1_770	95.686	510	510
WP_004448480.1	lcl|NZ_AHMY02000051.1_cds_WP_004766085.1_1540	25.444	338	510
WP_004448480.1	lcl|NZ_AHMY02000051.1_cds_WP_004766128.1_1539	31.111	90	510
WP_036062285.1	lcl|NZ_AHMY02000059.1_cds_WP_004766696.1_769	96.364	330	330
WP_036062285.1	lcl|NZ_AHMY02000059.1_cds_WP_004766629.1_772	28.289	304	330
WP_036062285.1	lcl|NZ_AHMY02000058.1_cds_WP_004766600.1_796	25.830	271	330
WP_036062285.1	lcl|NZ_AHMY02000059.1_cds_WP_004766668.1_705	24.713	348	330
WP_036062285.1	lcl|NZ_AHMY02000010.1_cds_WP_004753565.1_3578	26.449	276	330
WP_036062285.1	lcl|NZ_AHMY02000047.1_cds_WP_004765661.1_1834	28.395	243	330
WP_036062285.1	lcl|NZ_AHMY02000010.1_cds_WP_004764138.1_3732	29.688	256	330
WP_036062285.1	lcl|NZ_AHMY02000058.1_cds_WP_004766589.1_817	25.339	221	330
WP_004448474.1	lcl|NZ_AHMY02000059.1_cds_WP_004766691.1_768	95.902	366	366
WP_004448474.1	lcl|NZ_AHMY02000059.1_cds_WP_004766642.1_767	39.617	366	366
WP_004448474.1	lcl|NZ_AHMY02000059.1_cds_WP_004766697.1_711	33.811	349	366
WP_004448474.1	lcl|NZ_AHMY02000050.1_cds_WP_004754030.1_1567	28.232	379	366
WP_004448474.1	lcl|NZ_AHMY02000059.1_cds_WP_004766731.1_751	31.414	382	366
WP_004448474.1	lcl|NZ_AHMY02000074.1_cds_WP_004767210.1_86	29.972	357	366
WP_004448474.1	lcl|NZ_AHMY02000022.1_cds_WP_016761831.1_3064	31.579	190	366
WP_004448477.1	lcl|NZ_AHMY02000059.1_cds_WP_004766642.1_767	96.730	367	367
WP_004448477.1	lcl|NZ_AHMY02000059.1_cds_WP_004766691.1_768	40.000	365	367
WP_004448477.1	lcl|NZ_AHMY02000059.1_cds_WP_004766697.1_711	35.905	337	367
WP_004448477.1	lcl|NZ_AHMY02000059.1_cds_WP_004766731.1_751	32.213	357	367
WP_004448477.1	lcl|NZ_AHMY02000074.1_cds_WP_004767210.1_86	30.623	369	367
WP_004448477.1	lcl|NZ_AHMY02000050.1_cds_WP_004754030.1_1567	30.871	379	367
WP_004448477.1	lcl|NZ_AHMY02000022.1_cds_WP_016761831.1_3064	24.654	361	367
WP_004448462.1	lcl|NZ_AHMY02000059.1_cds_WP_004766692.1_766	92.096	544	544
WP_004448462.1	lcl|NZ_AHMY02000059.1_cds_WP_004766692.1_766	92.096	544	544
WP_036062289.1	lcl|NZ_AHMY02000059.1_cds_WP_002740998.1_765	90.943	265	265
WP_036062289.1	lcl|NZ_AHMY02000004.1_cds_WP_004778714.1_3839	46.154	247	265
WP_004448469.1	lcl|NZ_AHMY02000059.1_cds_WP_016761674.1_764	95.484	310	310
WP_004448469.1	lcl|NZ_AHMY02000012.1_cds_WP_000501205.1_3376	35.526	304	310
WP_004448469.1	lcl|NZ_AHMY02000032.1_cds_WP_004765094.1_2572	25.784	287	310
WP_004448469.1	lcl|NZ_AHMY02000051.1_cds_WP_004752420.1_1198	26.316	133	310
WP_004448469.1	lcl|NZ_AHMY02000059.1_cds_WP_016761674.1_764	95.484	310	310
WP_004448469.1	lcl|NZ_AHMY02000012.1_cds_WP_000501205.1_3376	35.526	304	310
WP_004448469.1	lcl|NZ_AHMY02000032.1_cds_WP_004765094.1_2572	25.784	287	310
WP_004448469.1	lcl|NZ_AHMY02000051.1_cds_WP_004752420.1_1198	26.316	133	310
WP_004448471.1	lcl|NZ_AHMY02000059.1_cds_WP_000479982.1_763	95.076	264	264
WP_004421278.1	lcl|NZ_AHMY02000059.1_cds_WP_000715956.1_762	93.023	129	130
WP_004448460.1	lcl|NZ_AHMY02000059.1_cds_WP_001088861.1_761	95.652	138	140
WP_004448460.1	lcl|NZ_AHMY02000056.1_cds_WP_004756253.1_863	42.857	56	140
WP_004448464.1	lcl|NZ_AHMY02000059.1_cds_WP_000517243.1_760	94.570	221	221
WP_004448464.1	lcl|NZ_AHMY02000010.1_cds_WP_004764219.1_3608	26.923	78	221
WP_004448464.1	lcl|NZ_AHMY02000012.1_cds_WP_004764406.1_3359	29.703	101	221
WP_243817858.1	lcl|NZ_AHMY02000023.1_cds_WP_082281602.1_2848	65.116	43	47
WP_243817858.1	lcl|NZ_AHMY02000022.1_cds_LEP1GSC081_RS2000000232400_2954	42.222	45	47
WP_232724681.1	lcl|NZ_AHMY02000023.1_cds_WP_082281602.1_2848	93.333	15	115
WP_004421412.1	lcl|NZ_AHMY02000059.1_cds_WP_000611591.1_759	80.000	175	177
WP_004421412.1	lcl|NZ_AHMY02000010.1_cds_WP_004764093.1_3614	32.576	132	177
WP_004448479.1	lcl|NZ_AHMY02000059.1_cds_WP_004766685.1_758	80.050	401	406
WP_004448479.1	lcl|NZ_AHMY02000012.1_cds_WP_004764436.1_3358	24.038	208	406
WP_004448479.1	lcl|NZ_AHMY02000010.1_cds_WP_004764219.1_3608	26.829	164	406
WP_004448466.1	lcl|NZ_AHMY02000059.1_cds_WP_004766642.1_767	41.485	229	361
