WP_000340715.1	lcl|NZ_AOWU01000073.1_cds_WP_000340715.1_911	100.000	86	106
WP_004421326.1	lcl|NZ_AOWU01000073.1_cds_WP_000410266.1_910	94.268	314	314
WP_004421326.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	25.926	324	314
WP_004421326.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	26.119	268	314
WP_004421326.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	23.264	288	314
WP_004421326.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	25.000	328	314
WP_243817859.1	lcl|NZ_AOWU01000073.1_cds_WP_000604525.1_909	90.137	365	365
WP_004448470.1	lcl|NZ_AOWU01000073.1_cds_WP_000884059.1_908	96.196	184	185
WP_004448470.1	lcl|NZ_AOWU01000079.1_cds_WP_000351733.1_971	39.286	140	185
WP_004448459.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	96.049	329	329
WP_004448459.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	32.698	315	329
WP_004448459.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	30.746	335	329
WP_004448459.1	lcl|NZ_AOWU01000182.1_cds_WP_002072074.1_2866	30.945	307	329
WP_004448459.1	lcl|NZ_AOWU01000142.1_cds_WP_000649924.1_1965	30.031	323	329
WP_004448459.1	lcl|NZ_AOWU01000181.1_cds_WP_000709508.1_2856	28.793	323	329
WP_004448459.1	lcl|NZ_AOWU01000143.1_cds_WP_000688696.1_2010	29.197	274	329
WP_004448459.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	29.804	255	329
WP_004448459.1	lcl|NZ_AOWU01000047.1_cds_WP_000475901.1_563	27.692	260	329
WP_004448459.1	lcl|NZ_AOWU01000073.1_cds_WP_000410266.1_910	25.316	316	329
WP_004448459.1	lcl|NZ_AOWU01000195.1_cds_WP_001074779.1_3244	27.925	265	329
WP_004448459.1	lcl|NZ_AOWU01000086.1_cds_WP_001003560.1_1058	24.556	338	329
WP_004448459.1	lcl|NZ_AOWU01000074.1_cds_WP_000378097.1_923	25.581	172	329
WP_004421408.1	lcl|NZ_AOWU01000073.1_cds_WP_000774259.1_906	94.757	267	267
WP_004421408.1	lcl|NZ_AOWU01000078.1_cds_WP_000842260.1_961	26.842	190	267
WP_004421408.1	lcl|NZ_AOWU01000144.1_cds_WP_000667727.1_2029	33.636	110	267
WP_004421408.1	lcl|NZ_AOWU01000180.1_cds_WP_000805357.1_2816	33.333	102	267
WP_004448480.1	lcl|NZ_AOWU01000073.1_cds_WP_002072162.1_905	96.275	510	510
WP_004448480.1	lcl|NZ_AOWU01000008.1_cds_WP_000291581.1_87	27.077	325	510
WP_004448480.1	lcl|NZ_AOWU01000008.1_cds_WP_000364504.1_86	31.111	90	510
WP_004448480.1	lcl|NZ_AOWU01000073.1_cds_WP_002072162.1_905	96.275	510	510
WP_004448480.1	lcl|NZ_AOWU01000008.1_cds_WP_000291581.1_87	27.077	325	510
WP_004448480.1	lcl|NZ_AOWU01000008.1_cds_WP_000364504.1_86	31.111	90	510
WP_036062285.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	96.667	330	330
WP_036062285.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	29.316	307	330
WP_036062285.1	lcl|NZ_AOWU01000182.1_cds_WP_002072074.1_2866	25.735	272	330
WP_036062285.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	26.582	316	330
WP_036062285.1	lcl|NZ_AOWU01000086.1_cds_WP_001003560.1_1058	28.807	243	330
WP_036062285.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	23.494	332	330
WP_036062285.1	lcl|NZ_AOWU01000142.1_cds_WP_000649924.1_1965	29.688	256	330
WP_036062285.1	lcl|NZ_AOWU01000143.1_cds_WP_000688696.1_2010	26.244	221	330
WP_004448474.1	lcl|NZ_AOWU01000073.1_cds_WP_001198107.1_903	95.628	366	366
WP_004448474.1	lcl|NZ_AOWU01000073.1_cds_WP_000608294.1_902	40.000	365	366
WP_004448474.1	lcl|NZ_AOWU01000047.1_cds_WP_000575181.1_552	33.148	359	366
WP_004448474.1	lcl|NZ_AOWU01000074.1_cds_WP_000172659.1_922	31.414	382	366
WP_004448474.1	lcl|NZ_AOWU01000001.1_cds_WP_001281953.1_1	27.704	379	366
WP_004448474.1	lcl|NZ_AOWU01000178.1_cds_WP_000538754.1_2797	29.972	357	366
WP_004448474.1	lcl|NZ_AOWU01000105.1_cds_WP_000228801.1_1260	32.143	336	366
WP_004448474.1	lcl|NZ_AOWU01000111.1_cds_WP_001982414.1_1399	31.579	190	366
WP_004448477.1	lcl|NZ_AOWU01000073.1_cds_WP_000608294.1_902	95.368	367	367
WP_004448477.1	lcl|NZ_AOWU01000073.1_cds_WP_001198107.1_903	39.726	365	367
WP_004448477.1	lcl|NZ_AOWU01000047.1_cds_WP_000575181.1_552	36.043	369	367
WP_004448477.1	lcl|NZ_AOWU01000074.1_cds_WP_000172659.1_922	32.961	358	367
WP_004448477.1	lcl|NZ_AOWU01000178.1_cds_WP_000538754.1_2797	31.915	376	367
WP_004448477.1	lcl|NZ_AOWU01000105.1_cds_WP_000228801.1_1260	38.372	258	367
WP_004448477.1	lcl|NZ_AOWU01000001.1_cds_WP_001281953.1_1	30.423	378	367
WP_004448477.1	lcl|NZ_AOWU01000111.1_cds_WP_001982414.1_1399	24.931	361	367
WP_004448462.1	lcl|NZ_AOWU01000073.1_cds_WP_000689740.1_901	89.522	544	544
WP_004448462.1	lcl|NZ_AOWU01000073.1_cds_WP_000689740.1_901	89.522	544	544
WP_036062289.1	lcl|NZ_AOWU01000073.1_cds_WP_000342716.1_900	92.453	265	265
WP_036062289.1	lcl|NZ_AOWU01000190.1_cds_WP_001002662.1_3013	45.679	243	265
WP_004448469.1	lcl|NZ_AOWU01000073.1_cds_WP_001246619.1_899	93.871	310	310
WP_004448469.1	lcl|NZ_AOWU01000157.1_cds_WP_000501205.1_2287	35.526	304	310
WP_004448469.1	lcl|NZ_AOWU01000154.1_cds_WP_001183721.1_2232	28.295	258	310
WP_004448469.1	lcl|NZ_AOWU01000159.1_cds_WP_000279896.1_2392	26.316	133	310
