WP_000340715.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002725873.1_2686	91.860	86	106
WP_004421326.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733579.1_2687	91.401	314	314
WP_004421326.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733534.1_2690	25.746	268	314
WP_004421326.1	lcl|NZ_JADDVJ010000018.1_cds_WP_002722638.1_694	23.385	325	314
WP_004421326.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740024.1_2781	24.138	290	314
WP_004421326.1	lcl|NZ_JADDVJ010000029.1_cds_WP_002743770.1_1413	22.941	170	314
WP_004421326.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002728309.1_2938	24.759	311	314
WP_004421326.1	lcl|NZ_JADDVJ010000094.1_cds_WP_193819167.1_3324	26.490	151	314
WP_004421326.1	lcl|NZ_JADDVJ010000005.1_cds_WP_016749081.1_2719	25.658	152	314
WP_243817859.1	lcl|NZ_JADDVJ010000005.1_cds_WP_026054882.1_2688	86.849	365	365
WP_004448470.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733646.1_2689	95.628	183	185
WP_004448470.1	lcl|NZ_JADDVJ010000003.1_cds_WP_002721790.1_1947	35.616	146	185
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733534.1_2690	95.745	329	329
WP_004448459.1	lcl|NZ_JADDVJ010000018.1_cds_WP_002722638.1_694	30.794	315	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740024.1_2781	31.343	335	329
WP_004448459.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002728309.1_2938	30.547	311	329
WP_004448459.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002728316.1_2941	29.003	331	329
WP_004448459.1	lcl|NZ_JADDVJ010000076.1_cds_WP_002741146.1_3107	29.781	319	329
WP_004448459.1	lcl|NZ_JADDVJ010000029.1_cds_WP_002743770.1_1413	27.273	341	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733638.1_2727	27.536	345	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733546.1_2756	26.296	270	329
WP_004448459.1	lcl|NZ_JADDVJ010000094.1_cds_WP_193819167.1_3324	31.250	176	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740721.1_2693	28.990	307	329
WP_004448459.1	lcl|NZ_JADDVJ010000007.1_cds_WP_002732331.1_3207	26.254	339	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733579.1_2687	27.309	249	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002744551.1_2721	29.259	270	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733698.1_2764	27.174	276	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_016749081.1_2719	23.344	317	329
WP_004448459.1	lcl|NZ_JADDVJ010000060.1_cds_WP_002740236.1_2790	26.592	267	329
WP_004448459.1	lcl|NZ_JADDVJ010000004.1_cds_WP_002721725.1_2366	24.107	336	329
WP_004448459.1	lcl|NZ_JADDVJ010000004.1_cds_WP_002739935.1_2454	28.235	170	329
WP_004448459.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733757.1_2754	29.121	182	329
WP_004421408.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733627.1_2691	94.007	267	267
WP_004421408.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740926.1_2732	26.178	191	267
WP_004421408.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002738295.1_2753	25.481	208	267
WP_004421408.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002727921.1_2782	26.984	189	267
WP_004421408.1	lcl|NZ_JADDVJ010000051.1_cds_WP_002729040.1_2502	32.727	110	267
WP_004421408.1	lcl|NZ_JADDVJ010000002.1_cds_WP_002766579.1_1552	37.209	86	267
WP_004421408.1	lcl|NZ_JADDVJ010000029.1_cds_WP_002729513.1_1412	24.868	189	267
WP_004448480.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740779.1_2692	95.882	510	510
WP_004448480.1	lcl|NZ_JADDVJ010000010.1_cds_WP_002728536.1_41	27.134	328	510
WP_004448480.1	lcl|NZ_JADDVJ010000010.1_cds_WP_002728534.1_42	31.111	90	510
WP_004448480.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740779.1_2692	95.882	510	510
WP_004448480.1	lcl|NZ_JADDVJ010000010.1_cds_WP_002728536.1_41	27.134	328	510
WP_004448480.1	lcl|NZ_JADDVJ010000010.1_cds_WP_002728534.1_42	31.111	90	510
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740721.1_2693	95.455	330	330
WP_036062285.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002728309.1_2938	27.106	273	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733534.1_2690	29.316	307	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002744551.1_2721	27.491	291	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740024.1_2781	26.266	316	330
WP_036062285.1	lcl|NZ_JADDVJ010000018.1_cds_WP_002722638.1_694	28.159	277	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_016749081.1_2719	29.864	221	330
WP_036062285.1	lcl|NZ_JADDVJ010000007.1_cds_WP_002732331.1_3207	26.577	222	330
WP_036062285.1	lcl|NZ_JADDVJ010000004.1_cds_WP_002721725.1_2366	25.403	248	330
WP_036062285.1	lcl|NZ_JADDVJ010000076.1_cds_WP_002741146.1_3107	29.268	287	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733546.1_2756	25.000	268	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733638.1_2727	23.958	288	330
WP_036062285.1	lcl|NZ_JADDVJ010000029.1_cds_WP_002743770.1_1413	24.648	142	330
WP_036062285.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733579.1_2687	22.910	323	330
WP_036062285.1	lcl|NZ_JADDVJ010000004.1_cds_WP_002739935.1_2454	26.014	296	330
WP_036062285.1	lcl|NZ_JADDVJ010000060.1_cds_WP_002740236.1_2790	25.926	243	330
WP_036062285.1	lcl|NZ_JADDVJ010000037.1_cds_WP_002739707.1_1875	25.781	128	330
WP_004448474.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740826.1_2694	96.721	366	366
WP_004448474.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740861.1_2695	39.891	366	366
WP_004448474.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733737.1_2715	33.616	354	366
WP_004448474.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740294.1_2775	33.140	344	366
WP_004448474.1	lcl|NZ_JADDVJ010000051.1_cds_WP_002728994.1_2508	27.778	378	366
WP_004448474.1	lcl|NZ_JADDVJ010000006.1_cds_WP_002738884.1_2989	29.805	359	366
WP_004448474.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733599.1_2728	26.536	358	366
WP_004448474.1	lcl|NZ_JADDVJ010000007.1_cds_WP_002724641.1_3206	32.086	187	366
WP_004448477.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740861.1_2695	97.548	367	367
WP_004448477.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740826.1_2694	40.000	365	367
WP_004448477.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002733737.1_2715	40.111	359	367
WP_004448477.1	lcl|NZ_JADDVJ010000005.1_cds_WP_002740294.1_2775	36.314	369	367
