WP_000340715.1	lcl|NZ_JQOS01000060.1_cds_WP_000340715.1_1548	100.000	86	106
WP_004421326.1	lcl|NZ_JQOS01000060.1_cds_WP_000410267.1_1547	94.586	314	314
WP_004421326.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	25.926	324	314
WP_004421326.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	26.119	268	314
WP_004421326.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	22.917	288	314
WP_004421326.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	25.000	328	314
WP_243817859.1	lcl|NZ_JQOS01000060.1_cds_WP_000604524.1_1546	90.685	365	365
WP_004448470.1	lcl|NZ_JQOS01000060.1_cds_WP_000884059.1_1545	96.196	184	185
WP_004448470.1	lcl|NZ_JQOS01000155.1_cds_WP_000351733.1_2973	39.286	140	185
WP_004448459.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	96.353	329	329
WP_004448459.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	32.698	315	329
WP_004448459.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	30.746	335	329
WP_004448459.1	lcl|NZ_JQOS01000009.1_cds_WP_002072074.1_412	30.945	307	329
WP_004448459.1	lcl|NZ_JQOS01000001.1_cds_WP_000649924.1_8	30.031	323	329
WP_004448459.1	lcl|NZ_JQOS01000235.1_cds_WP_000709511.1_3618	29.305	331	329
WP_004448459.1	lcl|NZ_JQOS01000009.1_cds_WP_000688698.1_392	29.197	274	329
WP_004448459.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	29.804	255	329
WP_004448459.1	lcl|NZ_JQOS01000074.1_cds_WP_000475901.1_1751	27.692	260	329
WP_004448459.1	lcl|NZ_JQOS01000060.1_cds_WP_000410267.1_1547	25.316	316	329
WP_004448459.1	lcl|NZ_JQOS01000005.1_cds_WP_001074779.1_267	27.925	265	329
WP_004448459.1	lcl|NZ_JQOS01000057.1_cds_WP_001003560.1_1486	24.556	338	329
WP_004448459.1	lcl|NZ_JQOS01000060.1_cds_WP_061227061.1_1524	25.000	172	329
WP_004421408.1	lcl|NZ_JQOS01000060.1_cds_WP_000774259.1_1543	94.757	267	267
WP_004421408.1	lcl|NZ_JQOS01000074.1_cds_WP_000842260.1_1769	26.842	190	267
WP_004421408.1	lcl|NZ_JQOS01000015.1_cds_WP_000667727.1_529	33.636	110	267
WP_004421408.1	lcl|NZ_JQOS01000021.1_cds_WP_000805357.1_718	33.333	102	267
WP_004448480.1	lcl|NZ_JQOS01000060.1_cds_WP_000612798.1_1542	96.078	510	510
WP_004448480.1	lcl|NZ_JQOS01000039.1_cds_WP_000291581.1_1036	27.077	325	510
WP_004448480.1	lcl|NZ_JQOS01000039.1_cds_WP_000364504.1_1037	31.111	90	510
WP_004448480.1	lcl|NZ_JQOS01000060.1_cds_WP_000612798.1_1542	96.078	510	510
WP_004448480.1	lcl|NZ_JQOS01000039.1_cds_WP_000291581.1_1036	27.077	325	510
WP_004448480.1	lcl|NZ_JQOS01000039.1_cds_WP_000364504.1_1037	31.111	90	510
WP_036062285.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	96.667	330	330
WP_036062285.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	29.316	307	330
WP_036062285.1	lcl|NZ_JQOS01000009.1_cds_WP_002072074.1_412	25.735	272	330
WP_036062285.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	26.582	316	330
WP_036062285.1	lcl|NZ_JQOS01000057.1_cds_WP_001003560.1_1486	28.807	243	330
WP_036062285.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	23.795	332	330
WP_036062285.1	lcl|NZ_JQOS01000001.1_cds_WP_000649924.1_8	29.688	256	330
WP_036062285.1	lcl|NZ_JQOS01000009.1_cds_WP_000688698.1_392	25.339	221	330
WP_004448474.1	lcl|NZ_JQOS01000060.1_cds_WP_001198107.1_1540	95.628	366	366
WP_004448474.1	lcl|NZ_JQOS01000060.1_cds_WP_000608294.1_1539	40.000	365	366
WP_004448474.1	lcl|NZ_JQOS01000074.1_cds_WP_000575181.1_1762	33.148	359	366
WP_004448474.1	lcl|NZ_JQOS01000060.1_cds_WP_000172660.1_1523	31.152	382	366
WP_004448474.1	lcl|NZ_JQOS01000009.1_cds_WP_001281953.1_376	27.704	379	366
WP_004448474.1	lcl|NZ_JQOS01000060.1_cds_WP_002118554.1_1529	32.773	357	366
WP_004448474.1	lcl|NZ_JQOS01000125.1_cds_WP_000538755.1_2545	29.972	357	366
WP_004448474.1	lcl|NZ_JQOS01000032.1_cds_WP_001982414.1_863	31.579	190	366
WP_004448477.1	lcl|NZ_JQOS01000060.1_cds_WP_000608294.1_1539	95.368	367	367
WP_004448477.1	lcl|NZ_JQOS01000060.1_cds_WP_001198107.1_1540	39.726	365	367
WP_004448477.1	lcl|NZ_JQOS01000074.1_cds_WP_000575181.1_1762	36.043	369	367
WP_004448477.1	lcl|NZ_JQOS01000060.1_cds_WP_000172660.1_1523	32.682	358	367
WP_004448477.1	lcl|NZ_JQOS01000125.1_cds_WP_000538755.1_2545	31.915	376	367
WP_004448477.1	lcl|NZ_JQOS01000060.1_cds_WP_002118554.1_1529	34.463	354	367
WP_004448477.1	lcl|NZ_JQOS01000009.1_cds_WP_001281953.1_376	30.423	378	367
WP_004448477.1	lcl|NZ_JQOS01000032.1_cds_WP_001982414.1_863	24.931	361	367
WP_004448462.1	lcl|NZ_JQOS01000060.1_cds_WP_061227064.1_1538	89.522	544	544
WP_004448462.1	lcl|NZ_JQOS01000055.1_cds_WP_000584316.1_1420	31.868	91	544
WP_004448462.1	lcl|NZ_JQOS01000060.1_cds_WP_061227064.1_1538	89.522	544	544
WP_004448462.1	lcl|NZ_JQOS01000055.1_cds_WP_000584316.1_1420	31.868	91	544
WP_036062289.1	lcl|NZ_JQOS01000060.1_cds_WP_000342716.1_1537	92.453	265	265
WP_036062289.1	lcl|NZ_JQOS01000047.1_cds_WP_001002662.1_1260	45.679	243	265
WP_004448469.1	lcl|NZ_JQOS01000060.1_cds_WP_061227063.1_1536	93.548	310	310
WP_004448469.1	lcl|NZ_JQOS01000127.1_cds_WP_000501205.1_2555	35.526	304	310
WP_004448469.1	lcl|NZ_JQOS01000048.1_cds_WP_001183718.1_1308	28.295	258	310
WP_004448469.1	lcl|NZ_JQOS01000207.1_cds_WP_000279896.1_3425	26.316	133	310
WP_004448469.1	lcl|NZ_JQOS01000060.1_cds_WP_061227063.1_1536	93.548	310	310
WP_004448469.1	lcl|NZ_JQOS01000127.1_cds_WP_000501205.1_2555	35.526	304	310
WP_004448469.1	lcl|NZ_JQOS01000048.1_cds_WP_001183718.1_1308	28.295	258	310
WP_004448469.1	lcl|NZ_JQOS01000207.1_cds_WP_000279896.1_3425	26.316	133	310
WP_004448471.1	lcl|NZ_JQOS01000060.1_cds_WP_000479984.1_1535	95.833	264	264
WP_004421278.1	lcl|NZ_JQOS01000060.1_cds_WP_000715958.1_1534	93.023	129	130
WP_004448460.1	lcl|NZ_JQOS01000060.1_cds_WP_001088861.1_1533	95.652	138	140
WP_004448460.1	lcl|NZ_JQOS01000041.1_cds_WP_002069656.1_1131	41.071	56	140
WP_004448464.1	lcl|NZ_JQOS01000060.1_cds_WP_000517242.1_1532	95.023	221	221
WP_004448464.1	lcl|NZ_JQOS01000007.1_cds_WP_001082179.1_334	28.205	78	221
WP_004448464.1	lcl|NZ_JQOS01000043.1_cds_WP_001069827.1_1152	28.440	109	221
WP_004421412.1	lcl|NZ_JQOS01000060.1_cds_WP_000611594.1_1531	80.000	175	177
WP_004421412.1	lcl|NZ_JQOS01000001.1_cds_WP_001206947.1_132	32.576	132	177
WP_004448479.1	lcl|NZ_JQOS01000060.1_cds_WP_061227062.1_1530	80.201	399	406
WP_004448479.1	lcl|NZ_JQOS01000043.1_cds_WP_000347685.1_1151	26.442	208	406
WP_004448479.1	lcl|NZ_JQOS01000007.1_cds_WP_001082179.1_334	26.829	164	406
WP_004448466.1	lcl|NZ_JQOS01000060.1_cds_WP_002118554.1_1529	93.277	357	361
WP_004448466.1	lcl|NZ_JQOS01000060.1_cds_WP_000608294.1_1539	41.485	229	361
WP_004448466.1	lcl|NZ_JQOS01000009.1_cds_WP_001281953.1_376	30.105	382	361
WP_004448466.1	lcl|NZ_JQOS01000060.1_cds_WP_000172660.1_1523	29.839	372	361
WP_004448466.1	lcl|NZ_JQOS01000060.1_cds_WP_001198107.1_1540	31.233	365	361
WP_004448466.1	lcl|NZ_JQOS01000074.1_cds_WP_000575181.1_1762	31.765	255	361
WP_004448466.1	lcl|NZ_JQOS01000032.1_cds_WP_001982414.1_863	26.558	369	361
WP_004448466.1	lcl|NZ_JQOS01000125.1_cds_WP_000538755.1_2545	29.885	261	361
WP_004421447.1	lcl|NZ_JQOS01000060.1_cds_WP_002106397.1_1528	87.338	308	308
WP_004421447.1	lcl|NZ_JQOS01000060.1_cds_WP_002106397.1_1528	87.338	308	308
WP_004448475.1	lcl|NZ_JQOS01000060.1_cds_WP_002106356.1_1527	83.417	398	399
WP_004448475.1	lcl|NZ_JQOS01000060.1_cds_WP_001102879.1_1526	36.090	266	399
WP_004448468.1	lcl|NZ_JQOS01000060.1_cds_WP_001102879.1_1526	90.116	516	516
WP_004448468.1	lcl|NZ_JQOS01000060.1_cds_WP_002106356.1_1527	35.776	232	516
WP_243817856.1	lcl|NZ_JQOS01000046.1_cds_JH01_RS06165_1215	71.795	156	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS22585_1283	76.289	97	382
WP_243817856.1	lcl|NZ_JQOS01000303.1_cds_JH01_RS22940_3848	58.784	148	382
WP_243817856.1	lcl|NZ_JQOS01000277.1_cds_WP_053523389.1_3783	100.000	45	382
WP_243817856.1	lcl|NZ_JQOS01000136.1_cds_JH01_RS13720_2682	72.881	59	382
WP_243817856.1	lcl|NZ_JQOS01000241.1_cds_WP_154643263.1_3660	69.643	56	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	53.968	63	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	64.865	37	382
WP_243817856.1	lcl|NZ_JQOS01000202.1_cds_WP_154643048.1_3368	65.116	43	382
WP_243817856.1	lcl|NZ_JQOS01000082.1_cds_JH01_RS22655_1902	58.537	41	382
WP_243817856.1	lcl|NZ_JQOS01000230.1_cds_JH01_RS22095_3584	63.636	33	382
WP_243817856.1	lcl|NZ_JQOS01000001.1_cds_JH01_RS23545_103	64.000	25	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS23310_1284	58.333	36	382
WP_243817856.1	lcl|NZ_JQOS01000046.1_cds_JH01_RS06165_1215	71.795	156	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS22585_1283	76.289	97	382
WP_243817856.1	lcl|NZ_JQOS01000303.1_cds_JH01_RS22940_3848	58.784	148	382
WP_243817856.1	lcl|NZ_JQOS01000277.1_cds_WP_053523389.1_3783	100.000	45	382
WP_243817856.1	lcl|NZ_JQOS01000136.1_cds_JH01_RS13720_2682	72.881	59	382
WP_243817856.1	lcl|NZ_JQOS01000241.1_cds_WP_154643263.1_3660	69.643	56	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	53.968	63	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	64.865	37	382
WP_243817856.1	lcl|NZ_JQOS01000202.1_cds_WP_154643048.1_3368	65.116	43	382
WP_243817856.1	lcl|NZ_JQOS01000082.1_cds_JH01_RS22655_1902	58.537	41	382
WP_243817856.1	lcl|NZ_JQOS01000230.1_cds_JH01_RS22095_3584	63.636	33	382
WP_243817856.1	lcl|NZ_JQOS01000001.1_cds_JH01_RS23545_103	64.000	25	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS23310_1284	58.333	36	382
WP_243817856.1	lcl|NZ_JQOS01000046.1_cds_JH01_RS06165_1215	71.795	156	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS22585_1283	76.289	97	382
WP_243817856.1	lcl|NZ_JQOS01000303.1_cds_JH01_RS22940_3848	58.784	148	382
WP_243817856.1	lcl|NZ_JQOS01000277.1_cds_WP_053523389.1_3783	100.000	45	382
WP_243817856.1	lcl|NZ_JQOS01000136.1_cds_JH01_RS13720_2682	72.881	59	382
WP_243817856.1	lcl|NZ_JQOS01000241.1_cds_WP_154643263.1_3660	69.643	56	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	53.968	63	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	64.865	37	382
WP_243817856.1	lcl|NZ_JQOS01000202.1_cds_WP_154643048.1_3368	65.116	43	382
WP_243817856.1	lcl|NZ_JQOS01000082.1_cds_JH01_RS22655_1902	58.537	41	382
WP_243817856.1	lcl|NZ_JQOS01000230.1_cds_JH01_RS22095_3584	63.636	33	382
WP_243817856.1	lcl|NZ_JQOS01000001.1_cds_JH01_RS23545_103	64.000	25	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS23310_1284	58.333	36	382
WP_243817856.1	lcl|NZ_JQOS01000046.1_cds_JH01_RS06165_1215	71.795	156	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS22585_1283	76.289	97	382
WP_243817856.1	lcl|NZ_JQOS01000303.1_cds_JH01_RS22940_3848	58.784	148	382
WP_243817856.1	lcl|NZ_JQOS01000277.1_cds_WP_053523389.1_3783	100.000	45	382
WP_243817856.1	lcl|NZ_JQOS01000136.1_cds_JH01_RS13720_2682	72.881	59	382
WP_243817856.1	lcl|NZ_JQOS01000241.1_cds_WP_154643263.1_3660	69.643	56	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	53.968	63	382
WP_243817856.1	lcl|NZ_JQOS01000140.1_cds_JH01_RS21440_2737	64.865	37	382
WP_243817856.1	lcl|NZ_JQOS01000202.1_cds_WP_154643048.1_3368	65.116	43	382
WP_243817856.1	lcl|NZ_JQOS01000082.1_cds_JH01_RS22655_1902	58.537	41	382
WP_243817856.1	lcl|NZ_JQOS01000230.1_cds_JH01_RS22095_3584	63.636	33	382
WP_243817856.1	lcl|NZ_JQOS01000001.1_cds_JH01_RS23545_103	64.000	25	382
WP_243817856.1	lcl|NZ_JQOS01000048.1_cds_JH01_RS23310_1284	58.333	36	382
WP_036063888.1	lcl|NZ_JQOS01000060.1_cds_WP_061227065.1_1525	92.617	596	597
WP_036063888.1	lcl|NZ_JQOS01000093.1_cds_WP_000172210.1_2099	33.245	379	597
WP_036063888.1	lcl|NZ_JQOS01000085.1_cds_WP_000667646.1_1995	34.717	265	597
WP_036063888.1	lcl|NZ_JQOS01000001.1_cds_WP_000828456.1_78	33.061	245	597
WP_036063888.1	lcl|NZ_JQOS01000100.1_cds_WP_000510776.1_2201	34.091	220	597
WP_036063888.1	lcl|NZ_JQOS01000057.1_cds_WP_001052496.1_1465	23.868	243	597
WP_036063888.1	lcl|NZ_JQOS01000094.1_cds_WP_001161019.1_2115	29.204	226	597
WP_036063888.1	lcl|NZ_JQOS01000208.1_cds_WP_000666554.1_3443	29.796	245	597
WP_036063888.1	lcl|NZ_JQOS01000039.1_cds_WP_000047473.1_1042	25.751	233	597
WP_036063888.1	lcl|NZ_JQOS01000093.1_cds_WP_002071818.1_2085	27.619	210	597
WP_036063888.1	lcl|NZ_JQOS01000196.1_cds_WP_000619182.1_3326	28.926	242	597
WP_036063888.1	lcl|NZ_JQOS01000192.1_cds_WP_000184524.1_3286	28.796	191	597
WP_036063888.1	lcl|NZ_JQOS01000114.1_cds_WP_000603361.1_2423	27.111	225	597
WP_036063888.1	lcl|NZ_JQOS01000142.1_cds_WP_061227176.1_2751	26.180	233	597
