WP_000340715.1	lcl|NZ_AKWQ02000047.1_cds_WP_004753574.1_1253	94.186	86	106
WP_004421326.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779581.1_1252	94.516	310	314
WP_004421326.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	25.926	324	314
WP_004421326.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	21.724	290	314
WP_004421326.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	23.488	281	314
WP_004421326.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780151.1_347	20.447	313	314
WP_004448470.1	lcl|NZ_AKWQ02000031.1_cds_WP_004752075.1_2301	40.000	140	185
WP_004448470.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779567.1_1220	34.463	177	185
WP_004448459.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	31.153	321	329
WP_004448459.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	32.381	315	329
WP_004448459.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	30.746	335	329
WP_004448459.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766600.1_1505	33.010	309	329
WP_004448459.1	lcl|NZ_AKWQ02000019.1_cds_WP_000649925.1_3024	30.031	323	329
WP_004448459.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780151.1_347	29.032	310	329
WP_004448459.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766610.1_1494	29.721	323	329
WP_004448459.1	lcl|NZ_AKWQ02000044.1_cds_LEP1GSC082_RS02000000228150_1527	30.476	210	329
WP_004448459.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779581.1_1252	24.843	318	329
WP_004448459.1	lcl|NZ_AKWQ02000071.1_cds_WP_002759862.1_344	26.812	276	329
WP_004448459.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766127.1_173	28.090	267	329
WP_004448459.1	lcl|NZ_AKWQ02000035.1_cds_WP_004765661.1_1942	25.820	244	329
WP_004448459.1	lcl|NZ_AKWQ02000069.1_cds_WP_004766563.1_423	25.373	268	329
WP_004421408.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780153.1_348	27.273	231	267
WP_004421408.1	lcl|NZ_AKWQ02000006.1_cds_WP_004766678.1_3725	26.455	189	267
WP_004421408.1	lcl|NZ_AKWQ02000037.1_cds_WP_004779324.1_1842	26.360	239	267
WP_004421408.1	lcl|NZ_AKWQ02000062.1_cds_WP_004758210.1_694	36.047	86	267
WP_004448480.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766085.1_244	25.444	338	510
WP_004448480.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766128.1_243	31.111	90	510
WP_004448480.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766085.1_244	25.444	338	510
WP_004448480.1	lcl|NZ_AKWQ02000076.1_cds_WP_004766128.1_243	31.111	90	510
WP_036062285.1	lcl|NZ_AKWQ02000044.1_cds_WP_004766600.1_1505	25.830	271	330
WP_036062285.1	lcl|NZ_AKWQ02000071.1_cds_WP_004780164.1_349	24.088	274	330
WP_036062285.1	lcl|NZ_AKWQ02000006.1_cds_WP_004778489.1_3726	24.713	348	330
WP_036062285.1	lcl|NZ_AKWQ02000019.1_cds_WP_004753565.1_2864	26.449	276	330
WP_036062285.1	lcl|NZ_AKWQ02000035.1_cds_WP_004765661.1_1942	28.395	243	330
WP_036062285.1	lcl|NZ_AKWQ02000019.1_cds_WP_000649925.1_3024	29.688	256	330
WP_036062285.1	lcl|NZ_AKWQ02000044.1_cds_LEP1GSC082_RS02000000228150_1527	27.273	132	330
WP_004448474.1	lcl|NZ_AKWQ02000074.1_cds_WP_004766697.1_269	33.811	349	366
WP_004448474.1	lcl|NZ_AKWQ02000037.1_cds_WP_004754030.1_1836	28.232	379	366
WP_004448474.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779526.1_1242	39.910	223	366
WP_004448474.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779545.1_1226	30.220	364	366
WP_004448474.1	lcl|NZ_AKWQ02000002.1_cds_WP_004778370.1_3917	30.252	357	366
WP_004448474.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779554.1_1245	38.350	206	366
WP_004448474.1	lcl|NZ_AKWQ02000004.1_cds_WP_016761831.1_3816	31.579	190	366
WP_004448477.1	lcl|NZ_AKWQ02000074.1_cds_WP_004766697.1_269	35.905	337	367
WP_004448477.1	lcl|NZ_AKWQ02000002.1_cds_WP_004778370.1_3917	30.623	369	367
WP_004448477.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779545.1_1226	31.183	372	367
WP_004448477.1	lcl|NZ_AKWQ02000037.1_cds_WP_004754030.1_1836	30.871	379	367
WP_004448477.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779526.1_1242	32.759	290	367
WP_004448477.1	lcl|NZ_AKWQ02000047.1_cds_WP_004779554.1_1245	33.898	236	367
