WP_000340715.1	lcl|NZ_JQPH01000046.1_cds_WP_000340715.1_1243	100.000	86	106
WP_004421326.1	lcl|NZ_JQPH01000046.1_cds_WP_000410273.1_1242	94.268	314	314
WP_004421326.1	lcl|NZ_JQPH01000092.1_cds_WP_000744704.1_2234	25.000	324	314
WP_004421326.1	lcl|NZ_JQPH01000046.1_cds_WP_042752260.1_1239	26.119	268	314
WP_004421326.1	lcl|NZ_JQPH01000046.1_cds_WP_000600889.1_1214	26.425	193	314
WP_004421326.1	lcl|NZ_JQPH01000046.1_cds_WP_000723082.1_1152	22.917	288	314
WP_004421326.1	lcl|NZ_JQPH01000046.1_cds_WP_001067556.1_1236	25.000	328	314
WP_243817859.1	lcl|NZ_JQPH01000046.1_cds_WP_000604524.1_1241	90.685	365	365
WP_004448470.1	lcl|NZ_JQPH01000046.1_cds_WP_000884059.1_1240	96.196	184	185
WP_004448470.1	lcl|NZ_JQPH01000175.1_cds_WP_000351733.1_3444	39.286	140	185
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_042752260.1_1239	96.353	329	329
WP_004448459.1	lcl|NZ_JQPH01000092.1_cds_WP_000744704.1_2234	32.698	315	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000600889.1_1214	31.962	316	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000723082.1_1152	30.746	335	329
WP_004448459.1	lcl|NZ_JQPH01000028.1_cds_WP_173647217.1_609	31.270	307	329
WP_004448459.1	lcl|NZ_JQPH01000083.1_cds_WP_061233971.1_2052	30.031	323	329
WP_004448459.1	lcl|NZ_JQPH01000136.1_cds_WP_000709511.1_2923	29.305	331	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000601375.1_1178	25.333	300	329
WP_004448459.1	lcl|NZ_JQPH01000028.1_cds_WP_002108121.1_629	28.832	274	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_001067556.1_1236	29.804	255	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000475904.1_1169	27.899	276	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000410273.1_1242	25.633	316	329
WP_004448459.1	lcl|NZ_JQPH01000079.1_cds_WP_061233954.1_1968	28.571	266	329
WP_004448459.1	lcl|NZ_JQPH01000139.1_cds_WP_001003561.1_2944	24.398	332	329
WP_004448459.1	lcl|NZ_JQPH01000046.1_cds_WP_000487319.1_1180	28.049	328	329
WP_004421408.1	lcl|NZ_JQPH01000046.1_cds_WP_061233877.1_1238	94.007	267	267
WP_004421408.1	lcl|NZ_JQPH01000046.1_cds_WP_000859505.1_1181	27.885	208	267
WP_004421408.1	lcl|NZ_JQPH01000046.1_cds_WP_000800438.1_1209	26.702	191	267
WP_004421408.1	lcl|NZ_JQPH01000046.1_cds_WP_000842260.1_1151	26.842	190	267
WP_004421408.1	lcl|NZ_JQPH01000013.1_cds_WP_000667727.1_184	33.636	110	267
WP_004421408.1	lcl|NZ_JQPH01000052.1_cds_WP_000805357.1_1292	33.333	102	267
WP_004448480.1	lcl|NZ_JQPH01000046.1_cds_WP_061233876.1_1237	95.098	510	510
WP_004448480.1	lcl|NZ_JQPH01000075.1_cds_WP_000291585.1_1869	27.077	325	510
WP_004448480.1	lcl|NZ_JQPH01000075.1_cds_WP_000364507.1_1868	31.111	90	510
WP_004448480.1	lcl|NZ_JQPH01000046.1_cds_WP_061233876.1_1237	95.098	510	510
WP_004448480.1	lcl|NZ_JQPH01000075.1_cds_WP_000291585.1_1869	27.077	325	510
WP_004448480.1	lcl|NZ_JQPH01000075.1_cds_WP_000364507.1_1868	31.111	90	510
WP_036062285.1	lcl|NZ_JQPH01000046.1_cds_WP_001067556.1_1236	96.364	330	330
WP_036062285.1	lcl|NZ_JQPH01000046.1_cds_WP_042752260.1_1239	29.316	307	330
WP_036062285.1	lcl|NZ_JQPH01000046.1_cds_WP_000600889.1_1214	26.692	266	330
WP_036062285.1	lcl|NZ_JQPH01000028.1_cds_WP_173647217.1_609	24.632	272	330
WP_036062285.1	lcl|NZ_JQPH01000092.1_cds_WP_000744704.1_2234	26.582	316	330
WP_036062285.1	lcl|NZ_JQPH01000139.1_cds_WP_001003561.1_2944	28.807	243	330
WP_036062285.1	lcl|NZ_JQPH01000046.1_cds_WP_000723082.1_1152	23.795	332	330
WP_036062285.1	lcl|NZ_JQPH01000083.1_cds_WP_061233971.1_2052	29.688	256	330
WP_036062285.1	lcl|NZ_JQPH01000028.1_cds_WP_002108121.1_629	26.244	221	330
WP_036062285.1	lcl|NZ_JQPH01000046.1_cds_WP_000601375.1_1178	27.273	275	330
WP_004448474.1	lcl|NZ_JQPH01000046.1_cds_WP_000575178.1_1158	33.705	359	366
