WP_000340715.1	lcl|NZ_JADDWA010000005.1_cds_WP_002725873.1_2675	91.860	86	106
WP_004421326.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733579.1_2676	91.401	314	314
WP_004421326.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733534.1_2679	25.746	268	314
WP_004421326.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	23.385	325	314
WP_004421326.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWA010000013.1_cds_WP_002743770.1_357	22.941	170	314
WP_004421326.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728309.1_2921	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWA010000005.1_cds_WP_016749081.1_2708	25.658	152	314
WP_243817859.1	lcl|NZ_JADDWA010000005.1_cds_WP_026054882.1_2677	86.849	365	365
WP_004448470.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733646.1_2678	95.628	183	185
WP_004448470.1	lcl|NZ_JADDWA010000003.1_cds_WP_002721790.1_1924	35.616	146	185
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733534.1_2679	95.745	329	329
WP_004448459.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	30.794	315	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	31.343	335	329
WP_004448459.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728309.1_2921	30.547	311	329
WP_004448459.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728316.1_2924	29.003	331	329
WP_004448459.1	lcl|NZ_JADDWA010000076.1_cds_WP_002741146.1_3086	29.781	319	329
WP_004448459.1	lcl|NZ_JADDWA010000013.1_cds_WP_002743770.1_357	27.273	341	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733638.1_2716	27.536	345	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733546.1_2745	26.296	270	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740721.1_2682	28.990	307	329
WP_004448459.1	lcl|NZ_JADDWA010000007.1_cds_WP_002732331.1_3190	26.254	339	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733579.1_2676	27.309	249	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002744551.1_2710	29.259	270	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733698.1_2753	27.174	276	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_016749081.1_2708	23.344	317	329
WP_004448459.1	lcl|NZ_JADDWA010000060.1_cds_WP_002740236.1_2792	26.592	267	329
WP_004448459.1	lcl|NZ_JADDWA010000004.1_cds_WP_002721725.1_2437	24.107	336	329
WP_004448459.1	lcl|NZ_JADDWA010000004.1_cds_WP_002739935.1_2349	28.235	170	329
WP_004448459.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733757.1_2743	29.121	182	329
WP_004421408.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733627.1_2680	94.007	267	267
WP_004421408.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740926.1_2721	26.178	191	267
WP_004421408.1	lcl|NZ_JADDWA010000005.1_cds_WP_002738295.1_2742	25.481	208	267
WP_004421408.1	lcl|NZ_JADDWA010000005.1_cds_WP_002727921.1_2771	26.984	189	267
WP_004421408.1	lcl|NZ_JADDWA010000025.1_cds_WP_002729040.1_1200	32.727	110	267
WP_004421408.1	lcl|NZ_JADDWA010000002.1_cds_WP_002766579.1_1446	37.209	86	267
WP_004421408.1	lcl|NZ_JADDWA010000013.1_cds_WP_002729513.1_358	24.868	189	267
WP_004448480.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740779.1_2681	95.882	510	510
WP_004448480.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728536.1_72	27.134	328	510
WP_004448480.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728534.1_71	31.111	90	510
WP_004448480.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740779.1_2681	95.882	510	510
WP_004448480.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728536.1_72	27.134	328	510
WP_004448480.1	lcl|NZ_JADDWA010000010.1_cds_WP_002728534.1_71	31.111	90	510
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740721.1_2682	95.455	330	330
WP_036062285.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728309.1_2921	27.106	273	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733534.1_2679	29.316	307	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002744551.1_2710	27.491	291	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	26.266	316	330
WP_036062285.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	28.159	277	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_016749081.1_2708	29.864	221	330
WP_036062285.1	lcl|NZ_JADDWA010000007.1_cds_WP_002732331.1_3190	26.577	222	330
WP_036062285.1	lcl|NZ_JADDWA010000004.1_cds_WP_002721725.1_2437	25.403	248	330
WP_036062285.1	lcl|NZ_JADDWA010000076.1_cds_WP_002741146.1_3086	29.268	287	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733546.1_2745	25.000	268	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733638.1_2716	23.958	288	330
WP_036062285.1	lcl|NZ_JADDWA010000013.1_cds_WP_002743770.1_357	24.648	142	330
WP_036062285.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733579.1_2676	22.910	323	330
WP_036062285.1	lcl|NZ_JADDWA010000004.1_cds_WP_002739935.1_2349	26.014	296	330
WP_036062285.1	lcl|NZ_JADDWA010000060.1_cds_WP_002740236.1_2792	25.926	243	330
WP_036062285.1	lcl|NZ_JADDWA010000037.1_cds_WP_002739707.1_1832	25.781	128	330
WP_004448474.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740826.1_2683	96.721	366	366
WP_004448474.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740861.1_2684	39.891	366	366
WP_004448474.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733737.1_2704	33.616	354	366
WP_004448474.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740294.1_2764	33.140	344	366
