WP_000340715.1	lcl|NZ_AFKK01000163.1_cds_WP_000340715.1_1563	100.000	86	106
WP_004421326.1	lcl|NZ_AFKK01000163.1_cds_WP_000410273.1_1564	94.268	314	314
WP_004421326.1	lcl|NZ_AFKK01000060.1_cds_WP_000093099.1_2977	53.968	63	314
WP_004421326.1	lcl|NZ_AFKK01000163.1_cds_WP_000646250.1_1567	26.493	268	314
WP_004421326.1	lcl|NZ_AFKK01000092.1_cds_WP_000744700.1_2204	25.926	324	314
WP_004421326.1	lcl|NZ_AFKK01000060.1_cds_WP_000600889.1_2968	26.425	193	314
WP_004421326.1	lcl|NZ_AFKK01000037.1_cds_WP_000585176.1_3514	22.917	288	314
WP_004421326.1	lcl|NZ_AFKK01000163.1_cds_WP_001067557.1_1570	25.000	328	314
WP_243817859.1	lcl|NZ_AFKK01000163.1_cds_WP_000604524.1_1565	90.685	365	365
WP_004448470.1	lcl|NZ_AFKK01000163.1_cds_WP_000884059.1_1566	96.196	184	185
WP_004448470.1	lcl|NZ_AFKK01000046.1_cds_WP_000351733.1_3381	39.286	140	185
WP_004448459.1	lcl|NZ_AFKK01000163.1_cds_WP_000646250.1_1567	96.049	329	329
WP_004448459.1	lcl|NZ_AFKK01000092.1_cds_WP_000744700.1_2204	32.698	315	329
WP_004448459.1	lcl|NZ_AFKK01000060.1_cds_WP_000600889.1_2968	31.962	316	329
WP_004448459.1	lcl|NZ_AFKK01000252.1_cds_WP_001984071.1_730	31.270	307	329
WP_004448459.1	lcl|NZ_AFKK01000037.1_cds_WP_000585176.1_3514	27.974	311	329
WP_004448459.1	lcl|NZ_AFKK01000086.1_cds_WP_000649925.1_2331	30.031	323	329
WP_004448459.1	lcl|NZ_AFKK01000271.1_cds_WP_000709511.1_564	29.305	331	329
WP_004448459.1	lcl|NZ_AFKK01000060.1_cds_WP_000601375.1_2941	25.333	300	329
WP_004448459.1	lcl|NZ_AFKK01000251.1_cds_WP_000688695.1_750	29.197	274	329
WP_004448459.1	lcl|NZ_AFKK01000163.1_cds_WP_001067557.1_1570	29.804	255	329
WP_004448459.1	lcl|NZ_AFKK01000027.1_cds_WP_000475904.1_3542	27.899	276	329
WP_004448459.1	lcl|NZ_AFKK01000163.1_cds_WP_000410273.1_1564	25.633	316	329
WP_004448459.1	lcl|NZ_AFKK01000120.1_cds_WP_001074785.1_1912	28.302	265	329
WP_004448459.1	lcl|NZ_AFKK01000076.1_cds_WP_001003555.1_2514	24.852	338	329
WP_004448459.1	lcl|NZ_AFKK01000060.1_cds_WP_000487322.1_2943	27.744	328	329
WP_004448459.1	lcl|NZ_AFKK01000098.1_cds_WP_141567153.1_2136	56.667	30	329
WP_004421408.1	lcl|NZ_AFKK01000163.1_cds_WP_000774262.1_1568	94.382	267	267
WP_004421408.1	lcl|NZ_AFKK01000060.1_cds_WP_000859505.1_2944	27.885	208	267
WP_004421408.1	lcl|NZ_AFKK01000060.1_cds_WP_000800438.1_2963	26.702	191	267
WP_004421408.1	lcl|NZ_AFKK01000002.1_cds_WP_000842259.1_3789	26.842	190	267
WP_004421408.1	lcl|NZ_AFKK01000181.1_cds_WP_000667727.1_1503	33.636	110	267
WP_004421408.1	lcl|NZ_AFKK01000050.1_cds_WP_000805357.1_3252	33.333	102	267
WP_004448480.1	lcl|NZ_AFKK01000163.1_cds_WP_000612797.1_1569	95.490	510	510
WP_004448480.1	lcl|NZ_AFKK01000196.1_cds_WP_000291591.1_1484	27.077	325	510
WP_004448480.1	lcl|NZ_AFKK01000196.1_cds_WP_000364507.1_1483	31.111	90	510
WP_004448480.1	lcl|NZ_AFKK01000163.1_cds_WP_000612797.1_1569	95.490	510	510
WP_004448480.1	lcl|NZ_AFKK01000196.1_cds_WP_000291591.1_1484	27.077	325	510
WP_004448480.1	lcl|NZ_AFKK01000196.1_cds_WP_000364507.1_1483	31.111	90	510
WP_036062285.1	lcl|NZ_AFKK01000163.1_cds_WP_001067557.1_1570	96.667	330	330
WP_036062285.1	lcl|NZ_AFKK01000163.1_cds_WP_000646250.1_1567	28.990	307	330
WP_036062285.1	lcl|NZ_AFKK01000060.1_cds_WP_000600889.1_2968	26.692	266	330
WP_036062285.1	lcl|NZ_AFKK01000252.1_cds_WP_001984071.1_730	25.368	272	330
WP_036062285.1	lcl|NZ_AFKK01000092.1_cds_WP_000744700.1_2204	26.582	316	330
WP_036062285.1	lcl|NZ_AFKK01000076.1_cds_WP_001003555.1_2514	29.218	243	330
WP_036062285.1	lcl|NZ_AFKK01000086.1_cds_WP_000649925.1_2331	29.688	256	330
WP_036062285.1	lcl|NZ_AFKK01000251.1_cds_WP_000688695.1_750	26.244	221	330
WP_036062285.1	lcl|NZ_AFKK01000060.1_cds_WP_000601375.1_2941	27.273	275	330
WP_004448474.1	lcl|NZ_AFKK01000163.1_cds_WP_001198107.1_1571	95.628	366	366
WP_004448474.1	lcl|NZ_AFKK01000163.1_cds_WP_000608295.1_1572	40.274	365	366
WP_004448474.1	lcl|NZ_AFKK01000098.1_cds_WP_000575178.1_2130	33.705	359	366
WP_004448474.1	lcl|NZ_AFKK01000239.1_cds_WP_001281953.1_867	27.704	379	366
WP_004448474.1	lcl|NZ_AFKK01000060.1_cds_WP_000346036.1_2960	27.809	356	366
WP_004448474.1	lcl|NZ_AFKK01000060.1_cds_WP_000582222.1_2979	32.295	353	366
