WP_000340715.1	lcl|NZ_AKXD02000024.1_cds_WP_004753574.1_1513	94.186	86	106
WP_004421326.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	98.392	311	314
WP_004421326.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	23.871	310	314
WP_004421326.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	25.926	324	314
WP_004421326.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	20.939	277	314
WP_004421326.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	22.776	281	314
WP_004448470.1	lcl|NZ_AKXD02000046.1_cds_WP_004752075.1_223	40.000	140	185
WP_004448459.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	32.381	315	329
WP_004448459.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	30.086	349	329
WP_004448459.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	31.104	299	329
WP_004448459.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	32.686	309	329
WP_004448459.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	30.448	335	329
WP_004448459.1	lcl|NZ_AKXD02000014.1_cds_WP_004755135.1_2544	30.675	326	329
WP_004448459.1	lcl|NZ_AKXD02000047.1_cds_WP_004751412.1_168	29.721	323	329
WP_004448459.1	lcl|NZ_AKXD02000014.1_cds_WP_004781102.1_2394	27.729	339	329
WP_004448459.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	24.367	316	329
WP_004448459.1	lcl|NZ_AKXD02000024.1_cds_WP_004782127.1_1468	25.070	355	329
WP_004448459.1	lcl|NZ_AKXD02000001.1_cds_WP_004751780.1_3533	28.090	267	329
WP_004448459.1	lcl|NZ_AKXD02000014.1_cds_WP_004768084.1_2823	25.820	244	329
WP_004448459.1	lcl|NZ_AKXD02000003.1_cds_WP_004750263.1_3219	25.373	268	329
WP_004448459.1	lcl|NZ_AKXD02000024.1_cds_WP_000048849.1_1489	23.770	244	329
WP_004448459.1	lcl|NZ_AKXD02000018.1_cds_WP_004781356.1_2155	30.469	128	329
WP_004421408.1	lcl|NZ_AKXD02000024.1_cds_WP_000432841.1_1494	30.472	233	267
WP_004421408.1	lcl|NZ_AKXD02000021.1_cds_WP_004781743.1_1801	26.455	189	267
WP_004421408.1	lcl|NZ_AKXD02000014.1_cds_WP_004781013.1_2373	27.320	194	267
WP_004421408.1	lcl|NZ_AKXD02000024.1_cds_WP_000869621.1_1469	21.912	251	267
WP_004421408.1	lcl|NZ_AKXD02000019.1_cds_WP_004758210.1_2037	36.047	86	267
WP_004448480.1	lcl|NZ_AKXD02000001.1_cds_WP_004780398.1_3461	25.982	331	510
WP_004448480.1	lcl|NZ_AKXD02000001.1_cds_WP_004752264.1_3462	31.111	90	510
WP_004448480.1	lcl|NZ_AKXD02000001.1_cds_WP_004780398.1_3461	25.982	331	510
WP_004448480.1	lcl|NZ_AKXD02000001.1_cds_WP_004752264.1_3462	31.111	90	510
WP_036062285.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	26.199	271	330
WP_036062285.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	24.164	269	330
WP_036062285.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	24.425	348	330
WP_036062285.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	26.449	276	330
WP_036062285.1	lcl|NZ_AKXD02000014.1_cds_WP_004768084.1_2823	28.395	243	330
WP_036062285.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	25.000	256	330
WP_036062285.1	lcl|NZ_AKXD02000024.1_cds_WP_000048849.1_1489	30.469	128	330
WP_036062285.1	lcl|NZ_AKXD02000014.1_cds_WP_004755135.1_2544	29.249	253	330
WP_036062285.1	lcl|NZ_AKXD02000014.1_cds_WP_004781102.1_2394	24.887	221	330
WP_036062285.1	lcl|NZ_AKXD02000024.1_cds_WP_004782124.1_1466	24.409	254	330
WP_004448474.1	lcl|NZ_AKXD02000021.1_cds_WP_004781782.1_1808	33.238	349	366
WP_004448474.1	lcl|NZ_AKXD02000014.1_cds_WP_004754030.1_2379	28.232	379	366
WP_004448474.1	lcl|NZ_AKXD02000024.1_cds_WP_025177922.1_1487	31.854	383	366
