WP_000340715.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725873.1_2956	91.860	86	106
WP_004421326.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	91.935	310	314
WP_004421326.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	21.724	290	314
WP_004421326.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	23.077	325	314
WP_004421326.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	24.138	290	314
WP_004421326.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	24.731	186	314
WP_004421326.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	22.941	170	314
WP_004421326.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	25.311	241	314
WP_004448470.1	lcl|NZ_JADHZX010000001.1_cds_WP_002750963.1_1207	35.616	146	185
WP_004448470.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669938.1_1691	34.463	177	185
WP_004448459.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	31.153	321	329
WP_004448459.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	31.429	315	329
WP_004448459.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	31.642	335	329
WP_004448459.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	30.868	311	329
WP_004448459.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	29.508	305	329
WP_004448459.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	29.781	319	329
WP_004448459.1	lcl|NZ_JADHZX010000008.1_cds_WP_002754065.1_3550	29.003	331	329
WP_004448459.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	27.273	341	329
WP_004448459.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	25.664	339	329
WP_004448459.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	27.203	261	329
WP_004448459.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	26.592	267	329
WP_004448459.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669959.1_3045	26.449	276	329
WP_004448459.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	24.107	336	329
WP_004448459.1	lcl|NZ_JADHZX010000169.1_cds_WP_194492166.1_856	27.647	170	329
WP_004421408.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816901.1_3042	26.957	230	267
WP_004421408.1	lcl|NZ_JADHZX010000079.1_cds_WP_011669974.1_3310	26.984	189	267
WP_004421408.1	lcl|NZ_JADHZX010000024.1_cds_WP_061208961.1_1569	32.727	110	267
WP_004421408.1	lcl|NZ_JADHZX010000047.1_cds_WP_002766579.1_2503	37.209	86	267
WP_004421408.1	lcl|NZ_JADHZX010000015.1_cds_WP_061221462.1_792	24.868	189	267
WP_004448480.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	27.134	328	510
WP_004448480.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	31.111	90	510
WP_004448480.1	lcl|NZ_JADHZX010000002.1_cds_WP_061220661.1_1855	27.134	328	510
WP_004448480.1	lcl|NZ_JADHZX010000002.1_cds_WP_002751286.1_1856	31.111	90	510
WP_036062285.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	27.473	273	330
WP_036062285.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	24.088	274	330
WP_036062285.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	26.266	316	330
WP_036062285.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	28.159	277	330
WP_036062285.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	26.457	223	330
WP_036062285.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	27.950	322	330
WP_036062285.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	25.403	248	330
WP_036062285.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	25.352	142	330
WP_036062285.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	25.417	240	330
WP_036062285.1	lcl|NZ_JADHZX010000169.1_cds_WP_194492166.1_856	25.676	296	330
