WP_000340715.1	lcl|NZ_AHNH02000043.1_cds_WP_000340715.1_1821	100.000	86	106
WP_004421326.1	lcl|NZ_AHNH02000043.1_cds_WP_000410273.1_1820	94.268	314	314
WP_004421326.1	lcl|NZ_AHNH02000043.1_cds_WP_000646249.1_1817	26.493	268	314
WP_004421326.1	lcl|NZ_AHNH02000040.1_cds_WP_000744700.1_2065	25.926	324	314
WP_004421326.1	lcl|NZ_AHNH02000043.1_cds_WP_000600886.1_1787	26.425	193	314
WP_004421326.1	lcl|NZ_AHNH02000028.1_cds_WP_000723090.1_2735	22.917	288	314
WP_004421326.1	lcl|NZ_AHNH02000043.1_cds_WP_000025487.1_1793	22.601	323	314
WP_004421326.1	lcl|NZ_AHNH02000043.1_cds_WP_001067557.1_1814	25.000	328	314
WP_243817859.1	lcl|NZ_AHNH02000043.1_cds_WP_000604524.1_1819	90.685	365	365
WP_004448470.1	lcl|NZ_AHNH02000043.1_cds_WP_000884059.1_1818	96.196	184	185
WP_004448470.1	lcl|NZ_AHNH02000009.1_cds_WP_000351733.1_3723	39.286	140	185
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000646249.1_1817	96.049	329	329
WP_004448459.1	lcl|NZ_AHNH02000040.1_cds_WP_000744700.1_2065	32.698	315	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000600886.1_1787	31.962	316	329
WP_004448459.1	lcl|NZ_AHNH02000028.1_cds_WP_000723090.1_2735	30.448	335	329
WP_004448459.1	lcl|NZ_AHNH02000029.1_cds_WP_001984071.1_2657	31.270	307	329
WP_004448459.1	lcl|NZ_AHNH02000040.1_cds_WP_000649924.1_2225	30.031	323	329
WP_004448459.1	lcl|NZ_AHNH02000023.1_cds_WP_000709511.1_3100	29.305	331	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000601375.1_1761	25.333	300	329
WP_004448459.1	lcl|NZ_AHNH02000029.1_cds_WP_000688696.1_2637	29.197	274	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_001067557.1_1814	29.804	255	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_002079020.1_1791	28.889	270	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000025487.1_1793	24.138	319	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000475901.1_1753	27.692	260	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000410273.1_1820	25.633	316	329
WP_004448459.1	lcl|NZ_AHNH02000097.1_cds_WP_001074785.1_168	28.302	265	329
WP_004448459.1	lcl|NZ_AHNH02000019.1_cds_WP_001003557.1_3249	24.699	332	329
WP_004448459.1	lcl|NZ_AHNH02000043.1_cds_WP_000487322.1_1763	27.744	328	329
WP_004421408.1	lcl|NZ_AHNH02000043.1_cds_WP_000774260.1_1816	94.757	267	267
WP_004421408.1	lcl|NZ_AHNH02000043.1_cds_WP_000859505.1_1764	27.885	208	267
WP_004421408.1	lcl|NZ_AHNH02000043.1_cds_WP_000800438.1_1782	26.702	191	267
WP_004421408.1	lcl|NZ_AHNH02000028.1_cds_WP_000842260.1_2734	26.842	190	267
WP_004421408.1	lcl|NZ_AHNH02000029.1_cds_WP_000667727.1_2614	33.636	110	267
WP_004421408.1	lcl|NZ_AHNH02000026.1_cds_WP_000805360.1_2982	37.209	86	267
WP_004448480.1	lcl|NZ_AHNH02000043.1_cds_WP_000612793.1_1815	95.490	510	510
WP_004448480.1	lcl|NZ_AHNH02000087.1_cds_WP_000291585.1_584	27.077	325	510
WP_004448480.1	lcl|NZ_AHNH02000087.1_cds_WP_000364504.1_585	31.111	90	510
WP_004448480.1	lcl|NZ_AHNH02000043.1_cds_WP_000612793.1_1815	95.490	510	510
WP_004448480.1	lcl|NZ_AHNH02000087.1_cds_WP_000291585.1_584	27.077	325	510
WP_004448480.1	lcl|NZ_AHNH02000087.1_cds_WP_000364504.1_585	31.111	90	510
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_001067557.1_1814	96.667	330	330
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_002079020.1_1791	28.866	291	330
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_000646249.1_1817	28.990	307	330
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_000600886.1_1787	26.692	266	330
WP_036062285.1	lcl|NZ_AHNH02000029.1_cds_WP_001984071.1_2657	25.368	272	330
WP_036062285.1	lcl|NZ_AHNH02000040.1_cds_WP_000744700.1_2065	26.582	316	330
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_000025487.1_1793	30.317	221	330
WP_036062285.1	lcl|NZ_AHNH02000019.1_cds_WP_001003557.1_3249	29.218	243	330
WP_036062285.1	lcl|NZ_AHNH02000028.1_cds_WP_000723090.1_2735	24.324	333	330
WP_036062285.1	lcl|NZ_AHNH02000040.1_cds_WP_000649924.1_2225	29.688	256	330
WP_036062285.1	lcl|NZ_AHNH02000029.1_cds_WP_000688696.1_2637	26.244	221	330
WP_036062285.1	lcl|NZ_AHNH02000043.1_cds_WP_000601375.1_1761	27.273	275	330
WP_004448474.1	lcl|NZ_AHNH02000043.1_cds_WP_001198107.1_1813	95.628	366	366
WP_004448474.1	lcl|NZ_AHNH02000043.1_cds_WP_000608292.1_1812	40.437	366	366
WP_004448474.1	lcl|NZ_AHNH02000043.1_cds_WP_000575398.1_1797	33.898	354	366
WP_004448474.1	lcl|NZ_AHNH02000028.1_cds_WP_000575179.1_2741	33.705	359	366
WP_004448474.1	lcl|NZ_AHNH02000029.1_cds_WP_001281953.1_2620	27.704	379	366
WP_004448474.1	lcl|NZ_AHNH02000043.1_cds_WP_000346038.1_1779	27.809	356	366
WP_004448474.1	lcl|NZ_AHNH02000017.1_cds_WP_000538750.1_3463	29.972	357	366
WP_004448474.1	lcl|NZ_AHNH02000043.1_cds_WP_000947840.1_1786	27.168	346	366
WP_004448474.1	lcl|NZ_AHNH02000059.1_cds_WP_001982414.1_1424	31.579	190	366
WP_004448477.1	lcl|NZ_AHNH02000043.1_cds_WP_000608292.1_1812	95.095	367	367
WP_004448477.1	lcl|NZ_AHNH02000043.1_cds_WP_001198107.1_1813	39.726	365	367
WP_004448477.1	lcl|NZ_AHNH02000043.1_cds_WP_000575398.1_1797	40.625	352	367
WP_004448477.1	lcl|NZ_AHNH02000028.1_cds_WP_000575179.1_2741	36.314	369	367
WP_004448477.1	lcl|NZ_AHNH02000017.1_cds_WP_000538750.1_3463	31.915	376	367
WP_004448477.1	lcl|NZ_AHNH02000029.1_cds_WP_001281953.1_2620	30.423	378	367
WP_004448477.1	lcl|NZ_AHNH02000043.1_cds_WP_000346038.1_1779	24.725	364	367
WP_004448477.1	lcl|NZ_AHNH02000043.1_cds_WP_000947840.1_1786	25.970	335	367
WP_004448477.1	lcl|NZ_AHNH02000059.1_cds_WP_001982414.1_1424	24.931	361	367
WP_004448462.1	lcl|NZ_AHNH02000043.1_cds_WP_000689746.1_1811	89.154	544	544
WP_004448462.1	lcl|NZ_AHNH02000043.1_cds_WP_000689746.1_1811	89.154	544	544
WP_036062289.1	lcl|NZ_AHNH02000043.1_cds_WP_000342716.1_1810	92.453	265	265
WP_036062289.1	lcl|NZ_AHNH02000068.1_cds_WP_001002663.1_1270	45.679	243	265
WP_004448469.1	lcl|NZ_AHNH02000043.1_cds_WP_001246620.1_1809	92.903	310	310
WP_004448469.1	lcl|NZ_AHNH02000037.1_cds_WP_000501205.1_2335	35.526	304	310
WP_004448469.1	lcl|NZ_AHNH02000052.1_cds_WP_001183723.1_1503	28.295	258	310
WP_004448469.1	lcl|NZ_AHNH02000018.1_cds_WP_000279894.1_3350	27.068	133	310
WP_004448469.1	lcl|NZ_AHNH02000043.1_cds_WP_001246620.1_1809	92.903	310	310
WP_004448469.1	lcl|NZ_AHNH02000037.1_cds_WP_000501205.1_2335	35.526	304	310
WP_004448469.1	lcl|NZ_AHNH02000052.1_cds_WP_001183723.1_1503	28.295	258	310
WP_004448469.1	lcl|NZ_AHNH02000018.1_cds_WP_000279894.1_3350	27.068	133	310
WP_004448471.1	lcl|NZ_AHNH02000043.1_cds_WP_000479978.1_1808	94.318	264	264
WP_004421278.1	lcl|NZ_AHNH02000043.1_cds_WP_000715958.1_1807	93.023	129	130
WP_004448460.1	lcl|NZ_AHNH02000043.1_cds_WP_001088863.1_1806	94.203	138	140
WP_004448460.1	lcl|NZ_AHNH02000042.1_cds_WP_002069656.1_1847	41.071	56	140
WP_004448464.1	lcl|NZ_AHNH02000043.1_cds_WP_000517243.1_1805	94.570	221	221
WP_004448464.1	lcl|NZ_AHNH02000040.1_cds_WP_001082180.1_2094	28.205	78	221
WP_004448464.1	lcl|NZ_AHNH02000037.1_cds_WP_001069832.1_2354	28.440	109	221
WP_232724681.1	lcl|NZ_AHNH02000043.1_cds_LEP1GSC092_RS216630_1804	90.476	63	115
WP_232724681.1	lcl|NZ_AHNH02000043.1_cds_LEP1GSC092_RS216630_1804	81.481	27	115
WP_232724681.1	lcl|NZ_AHNH02000043.1_cds_LEP1GSC092_RS216630_1804	37.736	106	115
WP_243817857.1	lcl|NZ_AHNH02000043.1_cds_LEP1GSC092_RS216630_1804	75.926	54	59
WP_004421412.1	lcl|NZ_AHNH02000040.1_cds_WP_001206947.1_2102	32.576	132	177
WP_004448479.1	lcl|NZ_AHNH02000043.1_cds_WP_000815073.1_1798	32.308	390	406
WP_004448479.1	lcl|NZ_AHNH02000037.1_cds_WP_002106720.1_2355	26.009	223	406
WP_004448479.1	lcl|NZ_AHNH02000043.1_cds_WP_000661930.1_1767	27.007	137	406
WP_004448479.1	lcl|NZ_AHNH02000040.1_cds_WP_001082180.1_2094	26.829	164	406
WP_004448466.1	lcl|NZ_AHNH02000043.1_cds_WP_000608292.1_1812	41.485	229	361
WP_004448466.1	lcl|NZ_AHNH02000029.1_cds_WP_001281953.1_2620	30.105	382	361
WP_004448466.1	lcl|NZ_AHNH02000043.1_cds_WP_000947840.1_1786	29.518	332	361
WP_004448466.1	lcl|NZ_AHNH02000043.1_cds_WP_000575398.1_1797	33.444	302	361
WP_004448466.1	lcl|NZ_AHNH02000043.1_cds_WP_001198107.1_1813	31.233	365	361
WP_004448466.1	lcl|NZ_AHNH02000028.1_cds_WP_000575179.1_2741	32.157	255	361
WP_004448466.1	lcl|NZ_AHNH02000059.1_cds_WP_001982414.1_1424	26.558	369	361
WP_004448466.1	lcl|NZ_AHNH02000043.1_cds_WP_000346038.1_1779	29.344	259	361
WP_004448466.1	lcl|NZ_AHNH02000017.1_cds_WP_000538750.1_3463	29.885	261	361
WP_004448475.1	lcl|NZ_AHNH02000043.1_cds_WP_000667982.1_1799	32.432	333	399
WP_243817856.1	lcl|NZ_AHNH02000056.1_cds_WP_151301804.1_1471	98.168	382	382
WP_243817856.1	lcl|NZ_AHNH02000089.1_cds_WP_157438827.1_448	96.859	382	382
WP_243817856.1	lcl|NZ_AHNH02000047.1_cds_LEP1GSC092_RS02000000227650_1593	96.602	206	382
WP_243817856.1	lcl|NZ_AHNH02000047.1_cds_LEP1GSC092_RS02000000227650_1593	94.898	98	382
WP_243817856.1	lcl|NZ_AHNH02000047.1_cds_LEP1GSC092_RS02000000227650_1593	90.164	61	382
WP_243817856.1	lcl|NZ_AHNH02000096.1_cds_LEP1GSC092_RS2000000230710_238	98.658	149	382
WP_243817856.1	lcl|NZ_AHNH02000096.1_cds_LEP1GSC092_RS2000000230710_238	96.947	131	382
WP_243817856.1	lcl|NZ_AHNH02000096.1_cds_LEP1GSC092_RS2000000230710_238	98.361	61	382
WP_243817856.1	lcl|NZ_AHNH02000096.1_cds_LEP1GSC092_RS2000000230710_238	68.750	32	382
WP_243817856.1	lcl|NZ_AHNH02000028.1_cds_WP_151301829.1_2664	68.586	382	382
WP_243817856.1	lcl|NZ_AHNH02000008.1_cds_WP_157438816.1_3781	68.325	382	382
WP_243817856.1	lcl|NZ_AHNH02000013.1_cds_LEP1GSC092_RS2000000232035_3579	81.818	308	382
WP_243817856.1	lcl|NZ_AHNH02000013.1_cds_LEP1GSC092_RS2000000232035_3579	98.361	61	382
WP_243817856.1	lcl|NZ_AHNH02000013.1_cds_LEP1GSC092_RS2000000232035_3579	91.228	57	382
WP_243817856.1	lcl|NZ_AHNH02000075.1_cds_WP_157438824.1_1052	68.700	377	382
WP_243817856.1	lcl|NZ_AHNH02000011.1_cds_WP_157438817.1_3582	68.665	367	382
WP_243817856.1	lcl|NZ_AHNH02000098.1_cds_LEP1GSC092_RS02000000227935_112	79.545	308	382
WP_243817856.1	lcl|NZ_AHNH02000098.1_cds_LEP1GSC092_RS02000000227935_112	88.525	61	382
WP_243817856.1	lcl|NZ_AHNH02000098.1_cds_LEP1GSC092_RS02000000227935_112	96.296	27	382
WP_243817856.1	lcl|NZ_AHNH02000097.1_cds_LEP1GSC092_RS2000000230750_237	78.618	304	382
WP_243817856.1	lcl|NZ_AHNH02000097.1_cds_LEP1GSC092_RS2000000230750_237	98.361	61	382
WP_243817856.1	lcl|NZ_AHNH02000036.1_cds_LEP1GSC092_RS219480_2387	67.003	297	382
