WP_000340715.1	lcl|NZ_JQOU01000004.1_cds_WP_000340715.1_24	100.000	86	106
WP_004421326.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	94.839	310	314
WP_004421326.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	25.926	324	314
WP_004421326.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	22.662	278	314
WP_004421326.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	22.917	288	314
WP_004421326.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	23.478	230	314
WP_004448470.1	lcl|NZ_JQOU01000030.1_cds_WP_000351733.1_733	39.286	140	185
WP_004448470.1	lcl|NZ_JQOU01000004.1_cds_WP_001047906.1_58	34.463	177	185
WP_004448459.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	32.698	315	329
WP_004448459.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	31.153	321	329
WP_004448459.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	30.746	335	329
WP_004448459.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	30.945	307	329
WP_004448459.1	lcl|NZ_JQOU01000112.1_cds_WP_000649924.1_2387	30.031	323	329
WP_004448459.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	29.836	305	329
WP_004448459.1	lcl|NZ_JQOU01000148.1_cds_WP_000709508.1_2901	28.793	323	329
WP_004448459.1	lcl|NZ_JQOU01000057.1_cds_WP_061246301.1_1366	29.197	274	329
WP_004448459.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	25.316	316	329
WP_004448459.1	lcl|NZ_JQOU01000004.1_cds_WP_002183330.1_84	27.083	240	329
WP_004448459.1	lcl|NZ_JQOU01000031.1_cds_WP_001074779.1_764	27.925	265	329
WP_004448459.1	lcl|NZ_JQOU01000078.1_cds_WP_002105505.1_1684	24.398	332	329
WP_004421408.1	lcl|NZ_JQOU01000004.1_cds_WP_000043899.1_80	26.016	246	267
WP_004421408.1	lcl|NZ_JQOU01000004.1_cds_WP_000842260.1_103	26.842	190	267
WP_004421408.1	lcl|NZ_JQOU01000027.1_cds_WP_000667727.1_635	33.636	110	267
WP_004421408.1	lcl|NZ_JQOU01000055.1_cds_WP_000805357.1_1312	33.333	102	267
WP_004448480.1	lcl|NZ_JQOU01000129.1_cds_WP_000291581.1_2615	27.077	325	510
