WP_000340715.1	lcl|NZ_AOUU01000018.1_cds_WP_000340715.1_499	100.000	86	106
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	93.949	314	314
WP_004421326.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	25.926	324	314
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	26.119	268	314
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	26.425	193	314
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	23.264	288	314
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	22.601	323	314
WP_004421326.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	25.000	328	314
WP_243817859.1	lcl|NZ_AOUU01000018.1_cds_WP_000604524.1_497	90.685	365	365
WP_004448470.1	lcl|NZ_AOUU01000018.1_cds_WP_000884057.1_496	95.652	184	185
WP_004448470.1	lcl|NZ_AOUU01000028.1_cds_WP_000351733.1_851	39.286	140	185
WP_004448459.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	96.657	329	329
WP_004448459.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	32.698	315	329
WP_004448459.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	31.962	316	329
WP_004448459.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	31.045	335	329
WP_004448459.1	lcl|NZ_AOUU01000016.1_cds_WP_001984071.1_337	31.270	307	329
WP_004448459.1	lcl|NZ_AOUU01000031.1_cds_WP_000649927.1_964	30.031	323	329
WP_004448459.1	lcl|NZ_AOUU01000089.1_cds_WP_000709512.1_2218	29.305	331	329
WP_004448459.1	lcl|NZ_AOUU01000018.1_cds_WP_000601375.1_438	25.333	300	329
WP_004448459.1	lcl|NZ_AOUU01000114.1_cds_WP_000688700.1_2935	28.832	274	329
