WP_000340715.1	lcl|NZ_RQFR01000017.1_cds_WP_135594790.1_532	63.514	74	106
WP_004421326.1	lcl|NZ_RQFR01000017.1_cds_WP_135681885.1_533	82.903	310	314
WP_004421326.1	lcl|NZ_RQFR01000009.1_cds_WP_100725791.1_1082	23.148	324	314
WP_004421326.1	lcl|NZ_RQFR01000017.1_cds_WP_135638522.1_585	22.022	277	314
WP_004421326.1	lcl|NZ_RQFR01000017.1_cds_WP_135681901.1_587	21.824	307	314
WP_004421326.1	lcl|NZ_RQFR01000017.1_cds_WP_135638554.1_605	26.280	293	314
WP_004421326.1	lcl|NZ_RQFR01000022.1_cds_WP_100715920.1_1898	23.529	170	314
WP_004421326.1	lcl|NZ_RQFR01000037.1_cds_WP_135682364.1_288	23.885	314	314
WP_004448470.1	lcl|NZ_RQFR01000017.1_cds_WP_135594725.1_565	32.124	193	185
WP_004448470.1	lcl|NZ_RQFR01000051.1_cds_WP_135682709.1_2663	34.109	129	185
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135638522.1_585	31.776	321	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135681901.1_587	30.820	305	329
WP_004448459.1	lcl|NZ_RQFR01000009.1_cds_WP_100725791.1_1082	30.573	314	329
WP_004448459.1	lcl|NZ_RQFR01000037.1_cds_WP_135682364.1_288	31.392	309	329
WP_004448459.1	lcl|NZ_RQFR01000022.1_cds_WP_100715920.1_1898	28.739	341	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135638554.1_605	27.190	331	329
WP_004448459.1	lcl|NZ_RQFR01000014.1_cds_WP_100725525.1_1434	27.329	322	329
WP_004448459.1	lcl|NZ_RQFR01000009.1_cds_WP_135681566.1_1109	30.794	315	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135681885.1_533	27.987	318	329
WP_004448459.1	lcl|NZ_RQFR01000014.1_cds_WP_100725564.1_1487	28.000	250	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135681897.1_578	22.097	267	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135594706.1_575	34.194	155	329
WP_004448459.1	lcl|NZ_RQFR01000014.1_cds_WP_135681750.1_1479	24.354	271	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135594683.1_589	26.515	264	329
WP_004448459.1	lcl|NZ_RQFR01000022.1_cds_WP_207762726.1_1909	24.351	308	329
WP_004448459.1	lcl|NZ_RQFR01000009.1_cds_WP_135681508.1_1030	27.219	169	329
WP_004448459.1	lcl|NZ_RQFR01000017.1_cds_WP_135681920.1_622	24.908	273	329
WP_004448459.1	lcl|NZ_RQFR01000048.1_cds_WP_135682593.1_742	25.698	179	329
WP_004421408.1	lcl|NZ_RQFR01000017.1_cds_WP_135594689.1_586	26.939	245	267
WP_004421408.1	lcl|NZ_RQFR01000017.1_cds_WP_135681896.1_577	28.155	206	267
WP_004421408.1	lcl|NZ_RQFR01000017.1_cds_WP_135681926.1_683	24.812	266	267
WP_004421408.1	lcl|NZ_RQFR01000037.1_cds_WP_135594434.1_398	28.161	174	267
WP_004421408.1	lcl|NZ_RQFR01000017.1_cds_WP_135604079.1_606	25.381	197	267
WP_004421408.1	lcl|NZ_RQFR01000022.1_cds_WP_135637818.1_1897	28.866	194	267
WP_004448480.1	lcl|NZ_RQFR01000051.1_cds_WP_100726724.1_2641	26.364	330	510
WP_004448480.1	lcl|NZ_RQFR01000051.1_cds_WP_135604374.1_2640	34.483	58	510
WP_004448480.1	lcl|NZ_RQFR01000051.1_cds_WP_100726724.1_2641	26.364	330	510
WP_004448480.1	lcl|NZ_RQFR01000051.1_cds_WP_135604374.1_2640	34.483	58	510
WP_036062285.1	lcl|NZ_RQFR01000037.1_cds_WP_135682364.1_288	23.741	278	330
WP_036062285.1	lcl|NZ_RQFR01000014.1_cds_WP_100725564.1_1487	27.547	265	330
WP_036062285.1	lcl|NZ_RQFR01000017.1_cds_WP_135638522.1_585	23.333	270	330
WP_036062285.1	lcl|NZ_RQFR01000009.1_cds_WP_100725791.1_1082	28.261	276	330
WP_036062285.1	lcl|NZ_RQFR01000009.1_cds_WP_135681566.1_1109	26.730	318	330
WP_036062285.1	lcl|NZ_RQFR01000017.1_cds_WP_135638554.1_605	24.224	322	330
WP_036062285.1	lcl|NZ_RQFR01000014.1_cds_WP_135681750.1_1479	23.864	264	330
WP_036062285.1	lcl|NZ_RQFR01000017.1_cds_WP_135681901.1_587	23.864	264	330
