WP_000340715.1	lcl|NZ_RQFC01000028.1_cds_WP_135590643.1_496	88.372	86	106
WP_004421326.1	lcl|NZ_RQFC01000028.1_cds_WP_135590644.1_497	78.065	310	314
WP_004421326.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	24.231	260	314
WP_004421326.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	24.691	324	314
WP_004421326.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	24.294	177	314
WP_004448470.1	lcl|NZ_RQFC01000038.1_cds_WP_135590804.1_3838	37.415	147	185
WP_004448459.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	30.476	315	329
WP_004448459.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	30.721	319	329
WP_004448459.1	lcl|NZ_RQFC01000095.1_cds_WP_135593996.1_2665	31.833	311	329
WP_004448459.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	29.073	313	329
WP_004448459.1	lcl|NZ_RQFC01000092.1_cds_WP_135593453.1_64	31.646	316	329
WP_004448459.1	lcl|NZ_RQFC01000123.1_cds_WP_135595207.1_3744	27.859	341	329
WP_004448459.1	lcl|NZ_RQFC01000064.1_cds_WP_135591407.1_2037	29.730	333	329
WP_004448459.1	lcl|NZ_RQFC01000028.1_cds_WP_246057568.1_520	23.333	300	329
WP_004448459.1	lcl|NZ_RQFC01000020.1_cds_WP_135590287.1_2976	23.754	341	329
WP_004448459.1	lcl|NZ_RQFC01000028.1_cds_WP_135590644.1_497	25.079	315	329
WP_004448459.1	lcl|NZ_RQFC01000081.1_cds_WP_135592711.1_1931	27.273	264	329
WP_004448459.1	lcl|NZ_RQFC01000092.1_cds_WP_135593870.1_280	25.602	332	329
WP_004448459.1	lcl|NZ_RQFC01000009.1_cds_WP_135590112.1_997	22.650	234	329
WP_004448459.1	lcl|NZ_RQFC01000064.1_cds_WP_135591491.1_2087	27.778	252	329
WP_004421408.1	lcl|NZ_RQFC01000028.1_cds_WP_135590652.1_505	27.984	243	267
WP_004421408.1	lcl|NZ_RQFC01000086.1_cds_WP_135593078.1_3288	24.155	207	267
WP_004421408.1	lcl|NZ_RQFC01000107.1_cds_WP_135594705.1_670	28.415	183	267
WP_004421408.1	lcl|NZ_RQFC01000123.1_cds_WP_210412877.1_3743	28.571	189	267
WP_004421408.1	lcl|NZ_RQFC01000107.1_cds_WP_135594508.1_562	24.771	218	267
WP_004448480.1	lcl|NZ_RQFC01000097.1_cds_WP_135594136.1_2804	27.300	337	510
WP_004448480.1	lcl|NZ_RQFC01000097.1_cds_WP_135594138.1_2805	28.889	90	510
WP_004448480.1	lcl|NZ_RQFC01000097.1_cds_WP_135594136.1_2804	27.300	337	510
WP_004448480.1	lcl|NZ_RQFC01000097.1_cds_WP_135594138.1_2805	28.889	90	510
WP_036062285.1	lcl|NZ_RQFC01000092.1_cds_WP_135593870.1_280	27.273	253	330
WP_036062285.1	lcl|NZ_RQFC01000028.1_cds_WP_246057568.1_520	24.382	283	330
WP_036062285.1	lcl|NZ_RQFC01000095.1_cds_WP_135593996.1_2665	29.391	279	330
WP_036062285.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	27.536	276	330
WP_036062285.1	lcl|NZ_RQFC01000092.1_cds_WP_135593453.1_64	30.282	284	330
WP_036062285.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	25.095	263	330
WP_036062285.1	lcl|NZ_RQFC01000020.1_cds_WP_135590287.1_2976	24.775	222	330
WP_036062285.1	lcl|NZ_RQFC01000123.1_cds_WP_135595207.1_3744	27.820	133	330
WP_036062285.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	21.799	289	330
WP_036062285.1	lcl|NZ_RQFC01000081.1_cds_WP_135592711.1_1931	24.483	290	330
WP_004448474.1	lcl|NZ_RQFC01000086.1_cds_WP_135593070.1_3284	32.267	344	366
WP_004448474.1	lcl|NZ_RQFC01000107.1_cds_WP_210412911.1_675	28.723	376	366
WP_004448474.1	lcl|NZ_RQFC01000028.1_cds_WP_135590659.1_512	32.249	338	366
WP_004448474.1	lcl|NZ_RQFC01000066.1_cds_WP_135591657.1_1253	30.919	359	366
WP_004448474.1	lcl|NZ_RQFC01000028.1_cds_WP_135590647.1_500	27.083	336	366
WP_004448474.1	lcl|NZ_RQFC01000107.1_cds_WP_167881183.1_550	31.351	185	366
WP_004448477.1	lcl|NZ_RQFC01000086.1_cds_WP_135593070.1_3284	34.667	375	367
WP_004448477.1	lcl|NZ_RQFC01000066.1_cds_WP_135591657.1_1253	33.422	377	367
WP_004448477.1	lcl|NZ_RQFC01000028.1_cds_WP_135590659.1_512	32.033	359	367
WP_004448477.1	lcl|NZ_RQFC01000107.1_cds_WP_210412911.1_675	31.316	380	367
WP_004448477.1	lcl|NZ_RQFC01000028.1_cds_WP_135590647.1_500	29.605	304	367
WP_004448477.1	lcl|NZ_RQFC01000107.1_cds_WP_167881183.1_550	23.743	358	367
WP_004448477.1	lcl|NZ_RQFC01000074.1_cds_WP_135592359.1_1833	34.831	89	367
WP_036062289.1	lcl|NZ_RQFC01000133.1_cds_WP_135595691.1_2606	45.679	243	265
WP_004448469.1	lcl|NZ_RQFC01000130.1_cds_WP_135595399.1_1078	37.171	304	310
WP_004448469.1	lcl|NZ_RQFC01000028.1_cds_WP_135590515.1_353	25.000	288	310
WP_004448469.1	lcl|NZ_RQFC01000025.1_cds_WP_135590414.1_2745	28.571	133	310
WP_004448469.1	lcl|NZ_RQFC01000130.1_cds_WP_135595399.1_1078	37.171	304	310
WP_004448469.1	lcl|NZ_RQFC01000028.1_cds_WP_135590515.1_353	25.000	288	310
WP_004448469.1	lcl|NZ_RQFC01000025.1_cds_WP_135590414.1_2745	28.571	133	310
WP_004448460.1	lcl|NZ_RQFC01000068.1_cds_WP_135592066.1_810	40.000	60	140
WP_004448464.1	lcl|NZ_RQFC01000130.1_cds_WP_167881159.1_1063	27.350	117	221
WP_004421412.1	lcl|NZ_RQFC01000092.1_cds_WP_210412899.1_155	29.323	133	177
WP_004448479.1	lcl|NZ_RQFC01000085.1_cds_WP_135592973.1_3696	22.358	246	406
WP_004448479.1	lcl|NZ_RQFC01000130.1_cds_WP_135595385.1_1062	23.214	168	406
WP_004448466.1	lcl|NZ_RQFC01000086.1_cds_WP_135593070.1_3284	33.623	345	361
WP_004448466.1	lcl|NZ_RQFC01000028.1_cds_WP_135590659.1_512	32.295	353	361
WP_004448466.1	lcl|NZ_RQFC01000107.1_cds_WP_210412911.1_675	28.721	383	361
WP_004448466.1	lcl|NZ_RQFC01000028.1_cds_WP_135590647.1_500	30.279	251	361
WP_004448466.1	lcl|NZ_RQFC01000107.1_cds_WP_167881183.1_550	24.932	369	361
WP_004448466.1	lcl|NZ_RQFC01000066.1_cds_WP_135591657.1_1253	30.400	250	361
WP_036063888.1	lcl|NZ_RQFC01000064.1_cds_WP_167883282.1_2076	33.598	378	597
WP_036063888.1	lcl|NZ_RQFC01000020.1_cds_WP_135590257.1_2945	33.846	260	597
WP_036063888.1	lcl|NZ_RQFC01000092.1_cds_WP_135593517.1_102	32.787	244	597
WP_036063888.1	lcl|NZ_RQFC01000028.1_cds_WP_135590550.1_393	31.760	233	597
WP_036063888.1	lcl|NZ_RQFC01000052.1_cds_WP_135590851.1_3793	30.622	209	597
WP_036063888.1	lcl|NZ_RQFC01000132.1_cds_WP_135595570.1_2213	29.870	231	597
WP_036063888.1	lcl|NZ_RQFC01000097.1_cds_WP_167881217.1_2810	25.322	233	597
WP_036063888.1	lcl|NZ_RQFC01000055.1_cds_WP_135590943.1_3151	28.926	242	597
WP_036063888.1	lcl|NZ_RQFC01000123.1_cds_WP_135595199.1_3738	27.619	210	597
WP_036063888.1	lcl|NZ_RQFC01000066.1_cds_WP_135591736.1_1299	28.378	222	597
WP_036063888.1	lcl|NZ_RQFC01000132.1_cds_WP_135595604.1_2250	29.577	213	597
WP_036063888.1	lcl|NZ_RQFC01000074.1_cds_WP_135592331.1_1819	27.854	219	597
WP_036063888.1	lcl|NZ_RQFC01000055.1_cds_WP_135590986.1_3188	25.926	216	597
WP_036063888.1	lcl|NZ_RQFC01000066.1_cds_WP_135591538.1_1188	26.991	226	597
WP_036063888.1	lcl|NZ_RQFC01000081.1_cds_WP_135592679.1_1913	23.502	217	597
WP_036063888.1	lcl|NZ_RQFC01000028.1_cds_WP_135590653.1_506	26.786	224	597
WP_036063888.1	lcl|NZ_RQFC01000009.1_cds_WP_135590059.1_933	27.434	226	597
WP_036063888.1	lcl|NZ_RQFC01000132.1_cds_WP_135595610.1_2258	27.053	207	597
WP_036063888.1	lcl|NZ_RQFC01000038.1_cds_WP_135590806.1_3839	26.068	234	597
WP_036063888.1	lcl|NZ_RQFC01000064.1_cds_WP_135591479.1_2080	23.423	222	597
WP_036063888.1	lcl|NZ_RQFC01000130.1_cds_WP_135595469.1_1156	27.368	190	597
WP_036063888.1	lcl|NZ_RQFC01000055.1_cds_WP_135590942.1_3150	25.758	198	597
WP_036063888.1	lcl|NZ_RQFC01000002.1_cds_WP_135589953.1_2471	22.430	214	597
WP_036063888.1	lcl|NZ_RQFC01000020.1_cds_WP_135590265.1_2954	24.664	223	597
WP_036063888.1	lcl|NZ_RQFC01000020.1_cds_WP_135590265.1_2954	25.738	237	597
WP_036063888.1	lcl|NZ_RQFC01000129.1_cds_WP_135595224.1_1438	21.399	243	597
WP_036063888.1	lcl|NZ_RQFC01000025.1_cds_WP_135590431.1_2763	26.994	163	597
WP_036063888.1	lcl|NZ_RQFC01000064.1_cds_WP_167883282.1_2076	33.598	378	597
WP_036063888.1	lcl|NZ_RQFC01000020.1_cds_WP_135590257.1_2945	33.846	260	597
WP_036063888.1	lcl|NZ_RQFC01000092.1_cds_WP_135593517.1_102	32.787	244	597
WP_036063888.1	lcl|NZ_RQFC01000028.1_cds_WP_135590550.1_393	31.760	233	597
WP_036063888.1	lcl|NZ_RQFC01000052.1_cds_WP_135590851.1_3793	30.622	209	597
