WP_000340715.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352101.1_2808	61.538	78	106
WP_004421326.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	81.935	310	314
WP_004421326.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	27.244	312	314
WP_004421326.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	23.148	324	314
WP_004421326.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	22.340	188	314
WP_004448470.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351247.1_1802	37.069	116	185
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	31.847	314	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	29.450	309	329
WP_004448459.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	28.446	341	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350726.1_695	27.795	331	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	29.299	314	329
WP_004448459.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352082.1_2830	27.675	271	329
WP_004448459.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	26.266	316	329
WP_004448459.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352071.1_2842	27.490	251	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350671.1_630	27.165	254	329
WP_004448459.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352040.1_2873	25.564	266	329
WP_004448459.1	lcl|NZ_JAMQPP010000013.1_cds_WP_265353373.1_1377	25.556	180	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350327.1_237	28.655	171	329
WP_004448459.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351852.1_2066	24.351	308	329
WP_004448459.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350679.1_638	23.105	277	329
WP_004448459.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352209.1_2837	32.432	111	329
WP_004421408.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352008.1_2934	24.436	266	267
WP_004421408.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352074.1_2839	24.519	208	267
