WP_000340715.1	lcl|NZ_JADDXM010000099.1_cds_WP_002725873.1_25	91.860	86	106
WP_004421326.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	91.961	311	314
WP_004421326.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	23.077	325	314
WP_004421326.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	22.995	187	314
WP_004421326.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	24.138	290	314
WP_004421326.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	24.759	311	314
WP_004421326.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	22.941	170	314
WP_004448470.1	lcl|NZ_JADDXM010000040.1_cds_WP_002750963.1_2626	35.616	146	185
WP_004448459.1	lcl|NZ_JADDXM010000035.1_cds_WP_061208754.1_2522	31.143	350	329
WP_004448459.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	31.429	315	329
WP_004448459.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	31.642	335	329
WP_004448459.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	31.104	299	329
WP_004448459.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	30.868	311	329
WP_004448459.1	lcl|NZ_JADDXM010000155.1_cds_WP_061207995.1_733	29.781	319	329
WP_004448459.1	lcl|NZ_JADDXM010000045.1_cds_WP_002754065.1_2738	29.003	331	329
WP_004448459.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	27.273	341	329
WP_004448459.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208029.1_600	25.926	270	329
WP_004448459.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	27.309	249	329
WP_004448459.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208022.1_2449	27.174	276	329
WP_004448459.1	lcl|NZ_JADDXM010000061.1_cds_WP_002751102.1_2886	26.592	267	329
WP_004448459.1	lcl|NZ_JADDXM010000058.1_cds_IP944_RS03415_2842	30.872	149	329
WP_004448459.1	lcl|NZ_JADDXM010000204.1_cds_WP_011669202.1_1249	24.107	336	329
WP_004448459.1	lcl|NZ_JADDXM010000151.1_cds_WP_061208495.1_697	27.647	170	329
WP_004448459.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208031.1_598	28.571	182	329
WP_004421408.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209102.1_1323	24.255	235	267
WP_004421408.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208032.1_597	25.962	208	267
WP_004421408.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208084.1_2467	26.984	189	267
WP_004421408.1	lcl|NZ_JADDXM010000052.1_cds_WP_061208961.1_2813	32.727	110	267
WP_004421408.1	lcl|NZ_JADDXM010000060.1_cds_WP_002766579.1_2878	37.209	86	267
WP_004421408.1	lcl|NZ_JADDXM010000029.1_cds_WP_061209013.1_2477	24.868	189	267
WP_004448480.1	lcl|NZ_JADDXM010000267.1_cds_WP_061207534.1_2039	26.647	334	510
WP_004448480.1	lcl|NZ_JADDXM010000267.1_cds_WP_002751286.1_2040	31.111	90	510
WP_004448480.1	lcl|NZ_JADDXM010000267.1_cds_WP_061207534.1_2039	26.647	334	510
WP_004448480.1	lcl|NZ_JADDXM010000267.1_cds_WP_002751286.1_2040	31.111	90	510
WP_036062285.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	27.473	273	330
WP_036062285.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	25.735	272	330
WP_036062285.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	26.266	316	330
WP_036062285.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	28.159	277	330
WP_036062285.1	lcl|NZ_JADDXM010000035.1_cds_WP_061208754.1_2522	28.017	232	330
WP_036062285.1	lcl|NZ_JADDXM010000155.1_cds_WP_061207995.1_733	26.791	321	330
WP_036062285.1	lcl|NZ_JADDXM010000204.1_cds_WP_011669202.1_1249	25.403	248	330
WP_036062285.1	lcl|NZ_JADDXM010000058.1_cds_IP944_RS03415_2842	29.213	89	330
WP_036062285.1	lcl|NZ_JADDXM010000058.1_cds_IP944_RS03415_2842	27.434	113	330
WP_036062285.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208029.1_600	25.000	268	330
WP_036062285.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	25.352	142	330
WP_036062285.1	lcl|NZ_JADDXM010000061.1_cds_WP_002751102.1_2886	25.417	240	330
WP_036062285.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	22.910	323	330
WP_036062285.1	lcl|NZ_JADDXM010000208.1_cds_WP_081101368.1_1282	25.781	128	330
WP_004448474.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208080.1_2460	33.430	344	366
WP_004448474.1	lcl|NZ_JADDXM010000261.1_cds_WP_061208571.1_1901	27.513	378	366
WP_004448474.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209108.1_1316	32.203	354	366
WP_004448474.1	lcl|NZ_JADDXM010000192.1_cds_WP_061208059.1_1143	29.805	359	366
WP_004448474.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209098.1_1327	25.140	358	366
WP_004448474.1	lcl|NZ_JADDXM010000058.1_cds_WP_061208874.1_2843	32.086	187	366
WP_004448477.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208080.1_2460	36.585	369	367
WP_004448477.1	lcl|NZ_JADDXM010000192.1_cds_WP_061208059.1_1143	34.037	379	367
WP_004448477.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209108.1_1316	34.324	370	367
WP_004448477.1	lcl|NZ_JADDXM010000261.1_cds_WP_061208571.1_1901	30.769	377	367
WP_004448477.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209098.1_1327	27.679	336	367
WP_004448477.1	lcl|NZ_JADDXM010000058.1_cds_WP_061208874.1_2843	25.485	361	367
WP_036062289.1	lcl|NZ_JADDXM010000014.1_cds_WP_011669455.1_776	44.130	247	265
WP_004448469.1	lcl|NZ_JADDXM010000110.1_cds_WP_061207877.1_147	36.842	304	310
WP_004448469.1	lcl|NZ_JADDXM010000007.1_cds_WP_193826520.1_3205	26.552	290	310
WP_004448469.1	lcl|NZ_JADDXM010000040.1_cds_WP_002727177.1_2675	28.571	133	310
WP_004448469.1	lcl|NZ_JADDXM010000110.1_cds_WP_061207877.1_147	36.842	304	310
WP_004448469.1	lcl|NZ_JADDXM010000007.1_cds_WP_193826520.1_3205	26.552	290	310
WP_004448469.1	lcl|NZ_JADDXM010000040.1_cds_WP_002727177.1_2675	28.571	133	310
WP_004448460.1	lcl|NZ_JADDXM010000206.1_cds_WP_026054147.1_1261	40.000	60	140
WP_004448464.1	lcl|NZ_JADDXM010000262.1_cds_WP_061208385.1_1921	26.923	78	221
WP_004448464.1	lcl|NZ_JADDXM010000019.1_cds_WP_011669877.1_1277	28.037	107	221
WP_004421412.1	lcl|NZ_JADDXM010000262.1_cds_WP_002756073.1_1927	32.576	132	177
WP_004448479.1	lcl|NZ_JADDXM010000242.1_cds_WP_011669711.1_1640	28.054	221	406
WP_004448479.1	lcl|NZ_JADDXM010000019.1_cds_WP_061208348.1_1278	23.214	168	406
WP_004448479.1	lcl|NZ_JADDXM010000143.1_cds_WP_081101349.1_588	21.320	197	406
WP_004448466.1	lcl|NZ_JADDXM010000261.1_cds_WP_061208571.1_1901	30.079	379	361
WP_004448466.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209108.1_1316	29.975	397	361
WP_004448466.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208080.1_2460	30.323	310	361
WP_004448466.1	lcl|NZ_JADDXM010000058.1_cds_WP_061208874.1_2843	25.474	369	361
WP_004448466.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209098.1_1327	31.128	257	361
WP_004448466.1	lcl|NZ_JADDXM010000192.1_cds_WP_061208059.1_1143	30.000	250	361
WP_243817856.1	lcl|NZ_JADDXM010000082.1_cds_WP_193823571.1_3132	63.068	176	382
WP_243817856.1	lcl|NZ_JADDXM010000067.1_cds_WP_193823447.1_2940	41.579	190	382
WP_243817856.1	lcl|NZ_JADDXM010000153.1_cds_IP944_RS08735_717	80.645	62	382
WP_243817856.1	lcl|NZ_JADDXM010000203.1_cds_WP_193826540.1_1240	53.012	83	382
WP_243817856.1	lcl|NZ_JADDXM010000105.1_cds_WP_193824019.1_72	51.807	83	382
WP_243817856.1	lcl|NZ_JADDXM010000143.1_cds_WP_193823387.1_583	30.370	135	382
WP_243817856.1	lcl|NZ_JADDXM010000070.1_cds_WP_322621613.1_2986	30.882	68	382
WP_243817856.1	lcl|NZ_JADDXM010000104.1_cds_IP944_RS17155_71	32.812	64	382
WP_243817856.1	lcl|NZ_JADDXM010000082.1_cds_WP_193823571.1_3132	63.068	176	382
WP_243817856.1	lcl|NZ_JADDXM010000067.1_cds_WP_193823447.1_2940	41.579	190	382
WP_243817856.1	lcl|NZ_JADDXM010000153.1_cds_IP944_RS08735_717	80.645	62	382
WP_243817856.1	lcl|NZ_JADDXM010000203.1_cds_WP_193826540.1_1240	53.012	83	382
WP_243817856.1	lcl|NZ_JADDXM010000105.1_cds_WP_193824019.1_72	51.807	83	382
WP_243817856.1	lcl|NZ_JADDXM010000143.1_cds_WP_193823387.1_583	30.370	135	382
WP_243817856.1	lcl|NZ_JADDXM010000070.1_cds_WP_322621613.1_2986	30.882	68	382
