WP_000340715.1	lcl|NZ_JQRA01000031.1_cds_WP_002725873.1_780	91.860	86	106
WP_004421326.1	lcl|NZ_JQRA01000031.1_cds_WP_061209188.1_779	91.961	311	314
WP_004421326.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	23.077	325	314
WP_004421326.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	22.995	187	314
WP_004421326.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	24.138	290	314
WP_004421326.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	24.759	311	314
WP_004421326.1	lcl|NZ_JQRA01000174.1_cds_WP_002729504.1_2724	22.941	170	314
WP_004448470.1	lcl|NZ_JQRA01000005.1_cds_WP_002750963.1_160	35.616	146	185
WP_004448459.1	lcl|NZ_JQRA01000209.1_cds_WP_061208754.1_3004	31.143	350	329
WP_004448459.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	31.429	315	329
WP_004448459.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	31.642	335	329
WP_004448459.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	31.104	299	329
WP_004448459.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	30.868	311	329
WP_004448459.1	lcl|NZ_JQRA01000008.1_cds_WP_061207995.1_296	29.781	319	329
WP_004448459.1	lcl|NZ_JQRA01000114.1_cds_WP_002754065.1_2034	29.003	331	329
WP_004448459.1	lcl|NZ_JQRA01000174.1_cds_WP_002729504.1_2724	27.273	341	329
WP_004448459.1	lcl|NZ_JQRA01000068.1_cds_WP_061208029.1_1361	25.926	270	329
WP_004448459.1	lcl|NZ_JQRA01000031.1_cds_WP_061209188.1_779	27.309	249	329
WP_004448459.1	lcl|NZ_JQRA01000068.1_cds_WP_061208022.1_1369	27.174	276	329
WP_004448459.1	lcl|NZ_JQRA01000132.1_cds_WP_002751102.1_2295	26.592	267	329
WP_004448459.1	lcl|NZ_JQRA01000022.1_cds_JG03_RS03080_604	30.872	149	329
WP_004448459.1	lcl|NZ_JQRA01000253.1_cds_WP_011669202.1_3294	24.107	336	329
WP_004448459.1	lcl|NZ_JQRA01000009.1_cds_WP_061208495.1_331	27.647	170	329
WP_004448459.1	lcl|NZ_JQRA01000068.1_cds_WP_061208031.1_1359	28.571	182	329
WP_004421408.1	lcl|NZ_JQRA01000051.1_cds_WP_061209102.1_1075	24.255	235	267
WP_004421408.1	lcl|NZ_JQRA01000068.1_cds_WP_061208032.1_1358	25.962	208	267
WP_004421408.1	lcl|NZ_JQRA01000059.1_cds_WP_061208084.1_1213	26.984	189	267
WP_004421408.1	lcl|NZ_JQRA01000010.1_cds_WP_061208961.1_350	32.727	110	267
WP_004421408.1	lcl|NZ_JQRA01000113.1_cds_WP_002766579.1_2015	37.209	86	267
WP_004421408.1	lcl|NZ_JQRA01000174.1_cds_WP_061209013.1_2725	24.868	189	267
WP_004448480.1	lcl|NZ_JQRA01000037.1_cds_WP_061207534.1_838	26.647	334	510
WP_004448480.1	lcl|NZ_JQRA01000037.1_cds_WP_002751286.1_839	31.111	90	510
WP_004448480.1	lcl|NZ_JQRA01000037.1_cds_WP_061207534.1_838	26.647	334	510
WP_004448480.1	lcl|NZ_JQRA01000037.1_cds_WP_002751286.1_839	31.111	90	510
WP_036062285.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	27.473	273	330
WP_036062285.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	25.735	272	330
WP_036062285.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	26.266	316	330
WP_036062285.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	28.159	277	330
WP_036062285.1	lcl|NZ_JQRA01000209.1_cds_WP_061208754.1_3004	28.017	232	330
