WP_000340715.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000340715.1_659	100.000	86	106
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000410273.1_660	94.268	314	314
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000093099.1_680	53.968	63	314
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	26.493	268	314
WP_004421326.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	25.926	324	314
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	26.425	193	314
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	22.917	288	314
WP_004421326.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	25.000	328	314
WP_243817859.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000604524.1_661	90.685	365	365
WP_004448470.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000884059.1_662	96.196	184	185
WP_004448470.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000351733.1_518	39.286	140	185
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	96.049	329	329
WP_004448459.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	32.698	315	329
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	31.962	316	329
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	30.448	335	329
WP_004448459.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001984071.1_2896	31.270	307	329
WP_004448459.1	lcl|NZ_JAGGCR010000009.1_cds_WP_000649925.1_1588	30.031	323	329
WP_004448459.1	lcl|NZ_JAGGCR010000060.1_cds_WP_000709511.1_3683	29.305	331	329
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000601375.1_716	25.333	300	329
WP_004448459.1	lcl|NZ_JAGGCR010000027.1_cds_WP_000688695.1_2916	29.197	274	329
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	29.804	255	329
WP_004448459.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000475904.1_725	27.899	276	329
