WP_000340715.1	lcl|NZ_JADDWO010000005.1_cds_WP_002725873.1_2692	91.860	86	106
WP_004421326.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	91.401	314	314
WP_004421326.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	25.746	268	314
WP_004421326.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	23.385	325	314
WP_004421326.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	22.941	170	314
WP_004421326.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	25.658	152	314
WP_243817859.1	lcl|NZ_JADDWO010000005.1_cds_WP_026054882.1_2694	86.849	365	365
WP_004448470.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733646.1_2695	95.628	183	185
WP_004448470.1	lcl|NZ_JADDWO010000003.1_cds_WP_002721790.1_1950	35.616	146	185
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	95.745	329	329
WP_004448459.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	30.794	315	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	31.343	335	329
WP_004448459.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	30.547	311	329
WP_004448459.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728316.1_2941	29.003	331	329
WP_004448459.1	lcl|NZ_JADDWO010000076.1_cds_WP_002741146.1_3102	29.781	319	329
WP_004448459.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	27.273	341	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733638.1_2733	27.536	345	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733546.1_2762	26.296	270	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	28.990	307	329
WP_004448459.1	lcl|NZ_JADDWO010000007.1_cds_WP_002732331.1_3132	26.254	339	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	27.309	249	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002744551.1_2727	29.259	270	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733698.1_2770	27.174	276	329
WP_004448459.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	23.344	317	329
WP_004448459.1	lcl|NZ_JADDWO010000060.1_cds_WP_002740236.1_2795	26.592	267	329
