WP_000340715.1	lcl|NZ_NPEB01000012.1_cds_WP_035983633.1_911	61.538	78	106
WP_004421326.1	lcl|NZ_NPEB01000012.1_cds_WP_100734686.1_908	80.968	310	314
WP_004421326.1	lcl|NZ_NPEB01000003.1_cds_WP_100718677.1_1845	27.445	317	314
WP_004421326.1	lcl|NZ_NPEB01000003.1_cds_WP_100718697.1_1873	24.528	318	314
WP_004421326.1	lcl|NZ_NPEB01000012.1_cds_WP_100734687.1_909	23.529	255	314
WP_004421326.1	lcl|NZ_NPEB01000006.1_cds_WP_004788049.1_3154	22.872	188	314
WP_004448470.1	lcl|NZ_NPEB01000001.1_cds_WP_004788859.1_198	35.484	124	185
WP_004448459.1	lcl|NZ_NPEB01000003.1_cds_WP_100718697.1_1873	30.892	314	329
WP_004448459.1	lcl|NZ_NPEB01000012.1_cds_WP_100734687.1_909	27.647	340	329
WP_004448459.1	lcl|NZ_NPEB01000004.1_cds_WP_100719192.1_2349	30.769	312	329
WP_004448459.1	lcl|NZ_NPEB01000006.1_cds_WP_004788049.1_3154	28.446	341	329
WP_004448459.1	lcl|NZ_NPEB01000004.1_cds_WP_004787140.1_2540	26.646	319	329
WP_004448459.1	lcl|NZ_NPEB01000003.1_cds_WP_100718677.1_1845	27.244	312	329
WP_004448459.1	lcl|NZ_NPEB01000004.1_cds_WP_100735299.1_2613	31.076	251	329
WP_004448459.1	lcl|NZ_NPEB01000012.1_cds_WP_100734686.1_908	24.528	318	329
WP_004448459.1	lcl|NZ_NPEB01000008.1_cds_WP_100734655.1_3512	26.394	269	329
WP_004448459.1	lcl|NZ_NPEB01000006.1_cds_WP_207763527.1_3165	24.351	308	329
WP_004448459.1	lcl|NZ_NPEB01000012.1_cds_WP_100716954.1_907	25.514	243	329
WP_004448459.1	lcl|NZ_NPEB01000004.1_cds_WP_100735294.1_2605	24.900	249	329
WP_004448459.1	lcl|NZ_NPEB01000003.1_cds_WP_100735066.1_2204	25.824	182	329
WP_004448459.1	lcl|NZ_NPEB01000003.1_cds_WP_100734935.1_1926	27.165	254	329
WP_004448459.1	lcl|NZ_NPEB01000001.1_cds_WP_100734478.1_282	32.184	87	329
WP_004421408.1	lcl|NZ_NPEB01000008.1_cds_WP_020777677.1_3573	24.436	266	267
WP_004421408.1	lcl|NZ_NPEB01000012.1_cds_WP_100716951.1_910	24.742	194	267
WP_004421408.1	lcl|NZ_NPEB01000004.1_cds_WP_100735224.1_2460	27.684	177	267
WP_004421408.1	lcl|NZ_NPEB01000006.1_cds_WP_100735693.1_3153	27.835	194	267
WP_004448480.1	lcl|NZ_NPEB01000001.1_cds_WP_100734512.1_176	24.085	328	510
WP_004448480.1	lcl|NZ_NPEB01000001.1_cds_WP_100734513.1_175	28.302	106	510
WP_004448480.1	lcl|NZ_NPEB01000001.1_cds_WP_100734512.1_176	24.085	328	510
WP_004448480.1	lcl|NZ_NPEB01000001.1_cds_WP_100734513.1_175	28.302	106	510
WP_036062285.1	lcl|NZ_NPEB01000004.1_cds_WP_100719192.1_2349	24.820	278	330
WP_036062285.1	lcl|NZ_NPEB01000003.1_cds_WP_100718677.1_1845	26.586	331	330
WP_036062285.1	lcl|NZ_NPEB01000003.1_cds_WP_100718697.1_1873	28.261	276	330
WP_036062285.1	lcl|NZ_NPEB01000004.1_cds_WP_100735299.1_2613	31.330	233	330
WP_036062285.1	lcl|NZ_NPEB01000004.1_cds_WP_100735294.1_2605	25.591	254	330
WP_036062285.1	lcl|NZ_NPEB01000012.1_cds_WP_100734687.1_909	24.911	281	330
WP_036062285.1	lcl|NZ_NPEB01000012.1_cds_WP_100716954.1_907	31.250	128	330
WP_036062285.1	lcl|NZ_NPEB01000003.1_cds_WP_100734935.1_1926	25.604	207	330
WP_036062285.1	lcl|NZ_NPEB01000006.1_cds_WP_004788049.1_3154	23.432	303	330
WP_036062285.1	lcl|NZ_NPEB01000003.1_cds_WP_100735066.1_2204	30.263	152	330
WP_036062285.1	lcl|NZ_NPEB01000004.1_cds_WP_004787140.1_2540	28.000	150	330
WP_004448474.1	lcl|NZ_NPEB01000010.1_cds_WP_004785484.1_582	28.084	381	366
WP_004448474.1	lcl|NZ_NPEB01000012.1_cds_WP_100766203.1_883	34.749	259	366
WP_004448474.1	lcl|NZ_NPEB01000012.1_cds_WP_100716963.1_895	31.006	358	366
WP_004448474.1	lcl|NZ_NPEB01000012.1_cds_WP_207763559.1_906	30.890	382	366
WP_004448474.1	lcl|NZ_NPEB01000002.1_cds_WP_100734244.1_1524	29.859	355	366
WP_004448474.1	lcl|NZ_NPEB01000008.1_cds_WP_243394030.1_3488	31.313	99	366
WP_004448474.1	lcl|NZ_NPEB01000007.1_cds_WP_100719471.1_3301	22.419	339	366
WP_004448477.1	lcl|NZ_NPEB01000012.1_cds_WP_207763559.1_906	31.139	395	367
WP_004448477.1	lcl|NZ_NPEB01000012.1_cds_WP_100766203.1_883	38.492	252	367
WP_004448477.1	lcl|NZ_NPEB01000012.1_cds_WP_100716963.1_895	32.295	353	367
WP_004448477.1	lcl|NZ_NPEB01000002.1_cds_WP_100734244.1_1524	29.412	374	367
WP_004448477.1	lcl|NZ_NPEB01000010.1_cds_WP_004785484.1_582	28.177	362	367
WP_004448477.1	lcl|NZ_NPEB01000007.1_cds_WP_100719471.1_3301	26.050	357	367
WP_004448477.1	lcl|NZ_NPEB01000008.1_cds_WP_243394030.1_3488	28.859	149	367
WP_004448477.1	lcl|NZ_NPEB01000011.1_cds_WP_100717135.1_875	32.174	115	367
WP_036062289.1	lcl|NZ_NPEB01000007.1_cds_WP_100718239.1_3355	40.741	243	265
WP_004448469.1	lcl|NZ_NPEB01000003.1_cds_WP_004785161.1_2107	34.839	310	310
WP_004448469.1	lcl|NZ_NPEB01000011.1_cds_WP_100735549.1_805	28.846	312	310
WP_004448469.1	lcl|NZ_NPEB01000001.1_cds_WP_100721131.1_263	24.242	132	310
WP_004448469.1	lcl|NZ_NPEB01000003.1_cds_WP_004785161.1_2107	34.839	310	310
WP_004448469.1	lcl|NZ_NPEB01000011.1_cds_WP_100735549.1_805	28.846	312	310
WP_004448469.1	lcl|NZ_NPEB01000001.1_cds_WP_100721131.1_263	24.242	132	310
WP_004448460.1	lcl|NZ_NPEB01000011.1_cds_WP_004786001.1_829	41.667	60	140
WP_004448464.1	lcl|NZ_NPEB01000001.1_cds_WP_100734476.1_288	34.653	101	221
WP_004448464.1	lcl|NZ_NPEB01000006.1_cds_WP_100735776.1_3221	30.303	99	221
WP_004421412.1	lcl|NZ_NPEB01000010.1_cds_WP_100735957.1_644	32.051	156	177
WP_004448479.1	lcl|NZ_NPEB01000001.1_cds_WP_100734475.1_289	26.627	169	406
WP_004448466.1	lcl|NZ_NPEB01000012.1_cds_WP_100716963.1_895	36.533	323	361
