WP_000340715.1	lcl|NZ_JADDUU010000005.1_cds_WP_002725873.1_2823	91.860	86	106
WP_004421326.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	91.401	314	314
WP_004421326.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	25.746	268	314
WP_004421326.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	23.385	325	314
WP_004421326.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	24.138	290	314
WP_004421326.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	22.941	170	314
WP_004421326.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	25.311	241	314
WP_004421326.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	25.658	152	314
WP_243817859.1	lcl|NZ_JADDUU010000005.1_cds_WP_026054882.1_2821	86.849	365	365
WP_004448470.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733646.1_2820	95.628	183	185
WP_004448470.1	lcl|NZ_JADDUU010000004.1_cds_WP_002721790.1_2516	35.616	146	185
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	95.745	329	329
WP_004448459.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	30.794	315	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	31.343	335	329
WP_004448459.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	30.844	308	329
WP_004448459.1	lcl|NZ_JADDUU010000006.1_cds_WP_002728316.1_3077	29.003	331	329
WP_004448459.1	lcl|NZ_JADDUU010000074.1_cds_WP_002741146.1_3111	29.781	319	329
WP_004448459.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	27.273	341	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733638.1_2782	27.536	345	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733546.1_2753	26.296	270	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_IQA83_RS03600_2816	28.990	307	329
WP_004448459.1	lcl|NZ_JADDUU010000007.1_cds_WP_002732331.1_3143	26.254	339	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	27.309	249	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002744551.1_2788	29.259	270	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733698.1_2745	27.174	276	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	23.344	317	329
WP_004448459.1	lcl|NZ_JADDUU010000058.1_cds_WP_002740236.1_2708	26.592	267	329
WP_004448459.1	lcl|NZ_JADDUU010000001.1_cds_WP_002721725.1_851	24.107	336	329
WP_004448459.1	lcl|NZ_JADDUU010000001.1_cds_WP_002739935.1_764	28.235	170	329
WP_004448459.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733757.1_2755	29.121	182	329
WP_004421408.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733627.1_2818	94.007	267	267
WP_004421408.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740926.1_2777	26.178	191	267
WP_004421408.1	lcl|NZ_JADDUU010000005.1_cds_WP_002738295.1_2756	25.481	208	267
WP_004421408.1	lcl|NZ_JADDUU010000005.1_cds_WP_002727921.1_2727	26.984	189	267
WP_004421408.1	lcl|NZ_JADDUU010000025.1_cds_WP_002729040.1_1235	32.727	110	267
WP_004421408.1	lcl|NZ_JADDUU010000003.1_cds_WP_002766579.1_2077	37.209	86	267
WP_004421408.1	lcl|NZ_JADDUU010000013.1_cds_IQA83_RS06985_302	24.868	189	267
WP_004448480.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740779.1_2817	95.882	510	510
WP_004448480.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728536.1_36	27.134	328	510
WP_004448480.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728534.1_37	31.111	90	510
WP_004448480.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740779.1_2817	95.882	510	510
WP_004448480.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728536.1_36	27.134	328	510
WP_004448480.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728534.1_37	31.111	90	510
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_IQA83_RS03600_2816	95.455	330	330
WP_036062285.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	27.306	271	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	29.316	307	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002744551.1_2788	27.491	291	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	26.266	316	330
WP_036062285.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	28.159	277	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	29.864	221	330
WP_036062285.1	lcl|NZ_JADDUU010000007.1_cds_WP_002732331.1_3143	26.577	222	330
WP_036062285.1	lcl|NZ_JADDUU010000001.1_cds_WP_002721725.1_851	25.403	248	330
WP_036062285.1	lcl|NZ_JADDUU010000074.1_cds_WP_002741146.1_3111	29.268	287	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733546.1_2753	25.000	268	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733638.1_2782	23.958	288	330
WP_036062285.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	24.648	142	330
WP_036062285.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	22.910	323	330
WP_036062285.1	lcl|NZ_JADDUU010000001.1_cds_WP_002739935.1_764	26.014	296	330
WP_036062285.1	lcl|NZ_JADDUU010000058.1_cds_WP_002740236.1_2708	25.926	243	330
WP_036062285.1	lcl|NZ_JADDUU010000037.1_cds_WP_002739707.1_1897	25.781	128	330
WP_004448474.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740826.1_2815	96.721	366	366
WP_004448474.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740861.1_2814	39.891	366	366
WP_004448474.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733737.1_2794	33.616	354	366
WP_004448474.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740294.1_2734	33.140	344	366
WP_004448474.1	lcl|NZ_JADDUU010000025.1_cds_WP_002728994.1_1229	27.778	378	366
WP_004448474.1	lcl|NZ_JADDUU010000006.1_cds_WP_002738884.1_3031	29.805	359	366
WP_004448474.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733599.1_2781	26.536	358	366
WP_004448474.1	lcl|NZ_JADDUU010000007.1_cds_WP_002724641.1_3144	32.086	187	366
WP_004448477.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740861.1_2814	97.548	367	367
WP_004448477.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740826.1_2815	40.000	365	367
WP_004448477.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733737.1_2794	40.111	359	367
WP_004448477.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740294.1_2734	36.314	369	367
WP_004448477.1	lcl|NZ_JADDUU010000006.1_cds_WP_002738884.1_3031	33.858	381	367
WP_004448477.1	lcl|NZ_JADDUU010000025.1_cds_WP_002728994.1_1229	30.319	376	367
WP_004448477.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733599.1_2781	30.226	354	367
WP_004448477.1	lcl|NZ_JADDUU010000007.1_cds_WP_002724641.1_3144	25.485	361	367
WP_004448462.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740729.1_2813	92.279	544	544
