WP_000340715.1	lcl|NZ_RQFA01000066.1_cds_WP_135590643.1_423	88.372	86	106
WP_004421326.1	lcl|NZ_RQFA01000066.1_cds_WP_135590644.1_422	78.065	310	314
WP_004421326.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	24.231	260	314
WP_004421326.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	24.691	324	314
WP_004421326.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	24.294	177	314
WP_004448470.1	lcl|NZ_RQFA01000032.1_cds_WP_135590804.1_1151	37.415	147	185
WP_004448459.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	30.476	315	329
WP_004448459.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	30.721	319	329
WP_004448459.1	lcl|NZ_RQFA01000048.1_cds_WP_135593996.1_2628	31.833	311	329
WP_004448459.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	29.073	313	329
WP_004448459.1	lcl|NZ_RQFA01000080.1_cds_WP_135593453.1_279	31.646	316	329
WP_004448459.1	lcl|NZ_RQFA01000041.1_cds_WP_135595207.1_3748	27.859	341	329
WP_004448459.1	lcl|NZ_RQFA01000048.1_cds_WP_135591407.1_2519	29.730	333	329
WP_004448459.1	lcl|NZ_RQFA01000066.1_cds_WP_246057568.1_399	23.333	300	329
WP_004448459.1	lcl|NZ_RQFA01000046.1_cds_WP_135590287.1_2145	23.754	341	329
WP_004448459.1	lcl|NZ_RQFA01000066.1_cds_WP_135590644.1_422	25.079	315	329
WP_004448459.1	lcl|NZ_RQFA01000008.1_cds_WP_135592711.1_2842	27.273	264	329
WP_004448459.1	lcl|NZ_RQFA01000080.1_cds_WP_135593870.1_64	25.602	332	329
WP_004448459.1	lcl|NZ_RQFA01000026.1_cds_WP_135590112.1_1598	22.650	234	329
WP_004448459.1	lcl|NZ_RQFA01000033.1_cds_WP_135591491.1_3245	27.778	252	329
WP_004448459.1	lcl|NZ_RQFA01000066.1_cds_WP_246057566.1_392	30.435	161	329
WP_004421408.1	lcl|NZ_RQFA01000066.1_cds_WP_135590652.1_414	27.984	243	267
WP_004421408.1	lcl|NZ_RQFA01000066.1_cds_WP_135593078.1_391	24.155	207	267
WP_004421408.1	lcl|NZ_RQFA01000015.1_cds_WP_135594705.1_3007	28.415	183	267
WP_004421408.1	lcl|NZ_RQFA01000041.1_cds_WP_210412877.1_3749	28.571	189	267
WP_004421408.1	lcl|NZ_RQFA01000046.1_cds_WP_135594508.1_2063	24.771	218	267
WP_004448480.1	lcl|NZ_RQFA01000032.1_cds_WP_135594136.1_1302	27.300	337	510
WP_004448480.1	lcl|NZ_RQFA01000032.1_cds_WP_135594138.1_1303	28.889	90	510
WP_004448480.1	lcl|NZ_RQFA01000032.1_cds_WP_135594136.1_1302	27.300	337	510
WP_004448480.1	lcl|NZ_RQFA01000032.1_cds_WP_135594138.1_1303	28.889	90	510
WP_036062285.1	lcl|NZ_RQFA01000080.1_cds_WP_135593870.1_64	27.273	253	330
WP_036062285.1	lcl|NZ_RQFA01000066.1_cds_WP_246057568.1_399	24.382	283	330
WP_036062285.1	lcl|NZ_RQFA01000048.1_cds_WP_135593996.1_2628	29.391	279	330
WP_036062285.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	27.536	276	330
WP_036062285.1	lcl|NZ_RQFA01000080.1_cds_WP_135593453.1_279	30.282	284	330
WP_036062285.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	25.095	263	330
WP_036062285.1	lcl|NZ_RQFA01000046.1_cds_WP_135590287.1_2145	24.775	222	330
WP_036062285.1	lcl|NZ_RQFA01000041.1_cds_WP_135595207.1_3748	27.820	133	330
WP_036062285.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	21.799	289	330
WP_036062285.1	lcl|NZ_RQFA01000008.1_cds_WP_135592711.1_2842	24.483	290	330
WP_004448474.1	lcl|NZ_RQFA01000066.1_cds_WP_135593070.1_387	32.267	344	366
WP_004448474.1	lcl|NZ_RQFA01000015.1_cds_WP_210412911.1_3012	28.723	376	366
WP_004448474.1	lcl|NZ_RQFA01000066.1_cds_WP_135590659.1_407	32.249	338	366
WP_004448474.1	lcl|NZ_RQFA01000072.1_cds_WP_135591657.1_2747	30.919	359	366
WP_004448474.1	lcl|NZ_RQFA01000066.1_cds_WP_135590647.1_419	27.083	336	366
WP_004448474.1	lcl|NZ_RQFA01000046.1_cds_WP_167881183.1_2075	31.351	185	366
WP_004448477.1	lcl|NZ_RQFA01000066.1_cds_WP_135593070.1_387	34.667	375	367
WP_004448477.1	lcl|NZ_RQFA01000072.1_cds_WP_135591657.1_2747	33.422	377	367
WP_004448477.1	lcl|NZ_RQFA01000066.1_cds_WP_135590659.1_407	32.033	359	367
WP_004448477.1	lcl|NZ_RQFA01000015.1_cds_WP_210412911.1_3012	31.316	380	367
WP_004448477.1	lcl|NZ_RQFA01000066.1_cds_WP_135590647.1_419	29.605	304	367
WP_004448477.1	lcl|NZ_RQFA01000046.1_cds_WP_167881183.1_2075	23.743	358	367
WP_004448477.1	lcl|NZ_RQFA01000032.1_cds_WP_135592359.1_1185	34.831	89	367
WP_036062289.1	lcl|NZ_RQFA01000005.1_cds_WP_135595691.1_3113	45.679	243	265
WP_004448469.1	lcl|NZ_RQFA01000014.1_cds_WP_135595399.1_1546	37.171	304	310
WP_004448469.1	lcl|NZ_RQFA01000066.1_cds_WP_135590515.1_566	25.000	288	310
WP_004448469.1	lcl|NZ_RQFA01000028.1_cds_WP_135590414.1_2384	28.571	133	310
