WP_000340715.1	lcl|NZ_AHQN01000621.1_cds_WP_000340715.1_973	100.000	86	106
WP_004421326.1	lcl|NZ_AHQN01000621.1_cds_WP_000410273.1_972	94.268	314	314
WP_004421326.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	26.493	268	314
WP_004421326.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	25.926	324	314
WP_004421326.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	26.425	193	314
WP_004421326.1	lcl|NZ_AHQN01000574.1_cds_WP_000723090.1_1235	22.917	288	314
WP_004421326.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	22.601	323	314
WP_004421326.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	25.000	328	314
WP_243817859.1	lcl|NZ_AHQN01000621.1_cds_WP_000604524.1_971	90.685	365	365
WP_004448470.1	lcl|NZ_AHQN01000621.1_cds_WP_000884059.1_970	96.196	184	185
WP_004448470.1	lcl|NZ_AHQN01000034.1_cds_WP_000351733.1_4302	39.286	140	185
WP_004448459.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	96.049	329	329
WP_004448459.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	32.698	315	329
WP_004448459.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	31.962	316	329
WP_004448459.1	lcl|NZ_AHQN01000574.1_cds_WP_000723090.1_1235	30.448	335	329
WP_004448459.1	lcl|NZ_AHQN01000510.1_cds_WP_001984071.1_1727	31.270	307	329
WP_004448459.1	lcl|NZ_AHQN01000339.1_cds_WP_000649924.1_2562	30.031	323	329
WP_004448459.1	lcl|NZ_AHQN01000378.1_cds_WP_000709511.1_2325	29.305	331	329
WP_004448459.1	lcl|NZ_AHQN01000199.1_cds_WP_000601375.1_3215	25.333	300	329
WP_004448459.1	lcl|NZ_AHQN01000121.1_cds_WP_000688696.1_3515	29.197	274	329
WP_004448459.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	29.804	255	329
WP_004448459.1	lcl|NZ_AHQN01000066.1_cds_WP_025179588.1_3912	28.889	270	329
WP_004448459.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	24.138	319	329
WP_004448459.1	lcl|NZ_AHQN01000091.1_cds_WP_000475901.1_3696	27.692	260	329
WP_004448459.1	lcl|NZ_AHQN01000621.1_cds_WP_000410273.1_972	25.633	316	329
WP_004448459.1	lcl|NZ_AHQN01000534.1_cds_WP_001074782.1_1489	28.302	265	329
WP_004448459.1	lcl|NZ_AHQN01000511.1_cds_WP_001003557.1_1723	24.699	332	329
WP_004448459.1	lcl|NZ_AHQN01000215.1_cds_WP_000487320.1_3182	35.938	128	329
WP_004421408.1	lcl|NZ_AHQN01000621.1_cds_WP_000774260.1_968	94.757	267	267
WP_004421408.1	lcl|NZ_AHQN01000215.1_cds_WP_000859505.1_3181	27.885	208	267
WP_004421408.1	lcl|NZ_AHQN01000107.1_cds_WP_000800438.1_3586	26.702	191	267
WP_004421408.1	lcl|NZ_AHQN01000574.1_cds_WP_000842260.1_1236	26.842	190	267
WP_004421408.1	lcl|NZ_AHQN01000352.1_cds_WP_000667724.1_2449	33.636	110	267
WP_004421408.1	lcl|NZ_AHQN01000811.1_cds_WP_000805357.1_487	33.333	102	267
WP_004448480.1	lcl|NZ_AHQN01000621.1_cds_WP_000612793.1_967	95.490	510	510
WP_004448480.1	lcl|NZ_AHQN01000037.1_cds_WP_000291581.1_4254	27.077	325	510
WP_004448480.1	lcl|NZ_AHQN01000037.1_cds_WP_000364504.1_4255	31.111	90	510
WP_004448480.1	lcl|NZ_AHQN01000621.1_cds_WP_000612793.1_967	95.490	510	510
WP_004448480.1	lcl|NZ_AHQN01000037.1_cds_WP_000291581.1_4254	27.077	325	510
WP_004448480.1	lcl|NZ_AHQN01000037.1_cds_WP_000364504.1_4255	31.111	90	510
WP_036062285.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	96.667	330	330
WP_036062285.1	lcl|NZ_AHQN01000066.1_cds_WP_025179588.1_3912	28.866	291	330
WP_036062285.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	28.990	307	330
WP_036062285.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	26.692	266	330
WP_036062285.1	lcl|NZ_AHQN01000510.1_cds_WP_001984071.1_1727	25.368	272	330
WP_036062285.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	26.582	316	330
WP_036062285.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	30.317	221	330
WP_036062285.1	lcl|NZ_AHQN01000511.1_cds_WP_001003557.1_1723	29.218	243	330
