WP_000340715.1	lcl|NZ_JADDUP010000005.1_cds_WP_002725873.1_2626	91.860	86	106
WP_004421326.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733579.1_2627	91.401	314	314
WP_004421326.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733534.1_2630	25.746	268	314
WP_004421326.1	lcl|NZ_JADDUP010000017.1_cds_WP_002722638.1_577	23.385	325	314
WP_004421326.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740024.1_2721	24.138	290	314
WP_004421326.1	lcl|NZ_JADDUP010000028.1_cds_WP_002743770.1_1309	22.941	170	314
WP_004421326.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728309.1_2989	24.759	311	314
WP_004421326.1	lcl|NZ_JADDUP010000005.1_cds_WP_016749081.1_2659	25.658	152	314
WP_243817859.1	lcl|NZ_JADDUP010000005.1_cds_WP_026054882.1_2628	86.849	365	365
WP_004448470.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733646.1_2629	95.628	183	185
WP_004448470.1	lcl|NZ_JADDUP010000003.1_cds_WP_002721790.1_1876	35.616	146	185
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733534.1_2630	95.745	329	329
WP_004448459.1	lcl|NZ_JADDUP010000017.1_cds_WP_002722638.1_577	30.794	315	329
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740024.1_2721	31.343	335	329
WP_004448459.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728309.1_2989	30.547	311	329
WP_004448459.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728316.1_2986	29.003	331	329
WP_004448459.1	lcl|NZ_JADDUP010000078.1_cds_WP_002741146.1_3071	29.781	319	329
WP_004448459.1	lcl|NZ_JADDUP010000028.1_cds_WP_002743770.1_1309	27.273	341	329
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733638.1_2667	27.536	345	329
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733546.1_2696	26.296	270	329
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740721.1_2633	28.990	307	329
WP_004448459.1	lcl|NZ_JADDUP010000008.1_cds_WP_002732331.1_3223	26.254	339	329
WP_004448459.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733579.1_2627	27.309	249	329
