WP_000340715.1	lcl|NZ_AHMV02000028.1_cds_WP_004753574.1_854	94.186	86	106
WP_004421326.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	96.178	314	314
WP_004421326.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	24.843	318	314
WP_004421326.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	25.926	324	314
WP_004421326.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	23.488	281	314
WP_243817859.1	lcl|NZ_AHMV02000028.1_cds_WP_004777161.1_856	92.603	365	365
WP_004448470.1	lcl|NZ_AHMV02000028.1_cds_WP_004753627.1_857	96.175	183	185
WP_004448470.1	lcl|NZ_AHMV02000031.1_cds_WP_004752075.1_239	40.000	140	185
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	96.657	329	329
WP_004448459.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	32.381	315	329
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	30.746	335	329
WP_004448459.1	lcl|NZ_AHMV02000027.1_cds_WP_004751543.1_1122	32.686	309	329
WP_004448459.1	lcl|NZ_AHMV02000005.1_cds_WP_004755135.1_3016	30.675	326	329
WP_004448459.1	lcl|NZ_AHMV02000027.1_cds_WP_004751412.1_1133	29.721	323	329
WP_004448459.1	lcl|NZ_AHMV02000005.1_cds_WP_004754991.1_2874	27.729	339	329
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_004755319.1_861	29.316	307	329
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	25.157	318	329
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_002733698.1_910	27.174	276	329
WP_004448459.1	lcl|NZ_AHMV02000017.1_cds_WP_004751780.1_2099	28.090	267	329
WP_004448459.1	lcl|NZ_AHMV02000022.1_cds_WP_004755140.1_1466	25.820	244	329
WP_004448459.1	lcl|NZ_AHMV02000003.1_cds_WP_004750263.1_3378	25.373	268	329
WP_004448459.1	lcl|NZ_AHMV02000012.1_cds_WP_004760438.1_2355	31.200	125	329
WP_004448459.1	lcl|NZ_AHMV02000028.1_cds_WP_004777131.1_879	24.419	172	329
WP_004421408.1	lcl|NZ_AHMV02000028.1_cds_WP_004754505.1_859	94.382	267	267
WP_004421408.1	lcl|NZ_AHMV02000028.1_cds_WP_004754191.1_928	26.455	189	267
WP_004421408.1	lcl|NZ_AHMV02000005.1_cds_WP_004760150.1_2852	35.088	114	267
WP_004421408.1	lcl|NZ_AHMV02000027.1_cds_WP_004758210.1_1038	36.047	86	267
