WP_000340715.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000340715.1_367	100.000	86	106
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000410273.1_368	94.268	314	314
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000093099.1_388	53.968	63	314
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000646250.1_371	26.493	268	314
WP_004421326.1	lcl|NZ_JAGGCD010000009.1_cds_WP_000744700.1_1427	25.926	324	314
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000600889.1_397	26.425	193	314
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000723090.1_450	22.917	288	314
WP_004421326.1	lcl|NZ_JAGGCD010000002.1_cds_WP_001067557.1_374	25.000	328	314
WP_243817859.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000604524.1_369	90.685	365	365
WP_004448470.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000884059.1_370	96.196	184	185
WP_004448470.1	lcl|NZ_JAGGCD010000027.1_cds_WP_000351733.1_2789	39.286	140	185
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000646250.1_371	96.049	329	329
WP_004448459.1	lcl|NZ_JAGGCD010000009.1_cds_WP_000744700.1_1427	32.698	315	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000600889.1_397	31.962	316	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000723090.1_450	30.448	335	329
WP_004448459.1	lcl|NZ_JAGGCD010000028.1_cds_WP_001984071.1_2877	31.270	307	329
WP_004448459.1	lcl|NZ_JAGGCD010000011.1_cds_WP_000649925.1_1654	30.031	323	329
WP_004448459.1	lcl|NZ_JAGGCD010000061.1_cds_WP_000709511.1_3678	29.305	331	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000601375.1_424	25.333	300	329
WP_004448459.1	lcl|NZ_JAGGCD010000028.1_cds_WP_000688695.1_2857	29.197	274	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_001067557.1_374	29.804	255	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000475904.1_433	27.899	276	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000410273.1_368	25.633	316	329
WP_004448459.1	lcl|NZ_JAGGCD010000004.1_cds_WP_001074785.1_714	28.302	265	329
WP_004448459.1	lcl|NZ_JAGGCD010000018.1_cds_WP_001003555.1_2315	24.852	338	329
WP_004448459.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000487322.1_422	27.744	328	329
WP_004421408.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000774262.1_372	94.382	267	267
WP_004421408.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000859505.1_421	27.885	208	267
WP_004421408.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000800438.1_402	26.702	191	267
WP_004421408.1	lcl|NZ_JAGGCD010000002.1_cds_WP_000842260.1_451	26.842	190	267
