WP_000340715.1	lcl|NZ_RQHN01000005.1_cds_WP_135594790.1_3185	63.514	74	106
WP_004421326.1	lcl|NZ_RQHN01000005.1_cds_WP_135594788.1_3184	83.226	310	314
WP_004421326.1	lcl|NZ_RQHN01000009.1_cds_WP_100725791.1_930	23.148	324	314
WP_004421326.1	lcl|NZ_RQHN01000005.1_cds_WP_135799053.1_3135	22.022	277	314
WP_004421326.1	lcl|NZ_RQHN01000005.1_cds_WP_135594687.1_3133	21.824	307	314
WP_004421326.1	lcl|NZ_RQHN01000005.1_cds_WP_135799041.1_3115	25.939	293	314
WP_004421326.1	lcl|NZ_RQHN01000002.1_cds_WP_100715920.1_3317	23.529	170	314
WP_004421326.1	lcl|NZ_RQHN01000009.1_cds_WP_135799529.1_1499	23.100	329	314
WP_004448470.1	lcl|NZ_RQHN01000005.1_cds_WP_135652139.1_3155	34.463	177	185
WP_004448470.1	lcl|NZ_RQHN01000005.1_cds_WP_135591902.1_2709	34.884	129	185
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135799053.1_3135	31.776	321	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135594687.1_3133	30.820	305	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_100725791.1_930	30.573	314	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_135799529.1_1499	31.715	309	329
WP_004448459.1	lcl|NZ_RQHN01000002.1_cds_WP_100715920.1_3317	28.739	341	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135799041.1_3115	26.888	331	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_100721309.1_1320	27.329	322	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_135639720.1_957	30.476	315	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135594788.1_3184	27.987	318	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_100716204.1_1269	27.200	250	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135799054.1_3142	21.723	267	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135652132.1_3145	34.839	155	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_100725556.1_1277	24.354	271	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135799051.1_3131	26.515	264	329
WP_004448459.1	lcl|NZ_RQHN01000002.1_cds_WP_210409557.1_3306	24.351	308	329
WP_004448459.1	lcl|NZ_RQHN01000005.1_cds_WP_135604102.1_3098	25.000	276	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_135799373.1_878	27.711	249	329
WP_004448459.1	lcl|NZ_RQHN01000009.1_cds_WP_135661930.1_580	25.698	179	329
WP_004421408.1	lcl|NZ_RQHN01000005.1_cds_WP_135594689.1_3134	26.939	245	267
WP_004421408.1	lcl|NZ_RQHN01000005.1_cds_WP_135594704.1_3143	28.155	206	267
WP_004421408.1	lcl|NZ_RQHN01000005.1_cds_WP_100727872.1_3037	24.812	266	267
WP_004421408.1	lcl|NZ_RQHN01000009.1_cds_WP_135594434.1_1387	28.161	174	267
WP_004421408.1	lcl|NZ_RQHN01000005.1_cds_WP_135604079.1_3114	25.381	197	267
WP_004421408.1	lcl|NZ_RQHN01000002.1_cds_WP_135798839.1_3318	28.866	194	267
WP_004448480.1	lcl|NZ_RQHN01000005.1_cds_WP_100717124.1_2731	26.364	330	510
WP_004448480.1	lcl|NZ_RQHN01000005.1_cds_WP_135604374.1_2732	34.483	58	510
WP_004448480.1	lcl|NZ_RQHN01000005.1_cds_WP_100717124.1_2731	26.364	330	510
WP_004448480.1	lcl|NZ_RQHN01000005.1_cds_WP_135604374.1_2732	34.483	58	510
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_135799529.1_1499	23.741	278	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_100716204.1_1269	27.547	265	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_100725791.1_930	28.261	276	330
WP_036062285.1	lcl|NZ_RQHN01000005.1_cds_WP_135799053.1_3135	23.333	270	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_135639720.1_957	27.500	320	330
WP_036062285.1	lcl|NZ_RQHN01000005.1_cds_WP_135799041.1_3115	24.534	322	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_100725556.1_1277	23.864	264	330
WP_036062285.1	lcl|NZ_RQHN01000005.1_cds_WP_135594687.1_3133	23.864	264	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_135799373.1_878	25.592	211	330
WP_036062285.1	lcl|NZ_RQHN01000002.1_cds_WP_100715920.1_3317	23.102	303	330
WP_036062285.1	lcl|NZ_RQHN01000009.1_cds_WP_135661930.1_580	25.561	223	330
WP_036062285.1	lcl|NZ_RQHN01000005.1_cds_WP_135799054.1_3142	25.758	132	330
WP_036062285.1	lcl|NZ_RQHN01000005.1_cds_WP_135594788.1_3184	22.424	330	330
WP_004448474.1	lcl|NZ_RQHN01000009.1_cds_WP_135799454.1_1207	28.906	384	366
WP_004448474.1	lcl|NZ_RQHN01000005.1_cds_WP_135799058.1_3160	30.337	356	366
WP_004448474.1	lcl|NZ_RQHN01000005.1_cds_WP_135594781.1_3181	30.641	359	366
WP_004448474.1	lcl|NZ_RQHN01000009.1_cds_WP_100718929.1_2167	29.859	355	366
WP_004448474.1	lcl|NZ_RQHN01000005.1_cds_WP_135799067.1_3172	29.155	367	366
WP_004448474.1	lcl|NZ_RQHN01000009.1_cds_WP_100715612.1_1822	28.090	178	366
WP_004448477.1	lcl|NZ_RQHN01000005.1_cds_WP_135594781.1_3181	36.571	350	367
WP_004448477.1	lcl|NZ_RQHN01000005.1_cds_WP_135799067.1_3172	32.381	315	367
WP_004448477.1	lcl|NZ_RQHN01000009.1_cds_WP_100718929.1_2167	29.178	377	367
WP_004448477.1	lcl|NZ_RQHN01000009.1_cds_WP_135799454.1_1207	28.378	370	367
WP_004448477.1	lcl|NZ_RQHN01000005.1_cds_WP_135799058.1_3160	24.185	368	367
