WP_000340715.1	lcl|NZ_JASEXA010000054.1_cds_WP_004462903.1_3143	95.349	86	106
WP_004421326.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	93.226	310	314
WP_004421326.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	21.661	277	314
WP_004421326.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	24.206	252	314
WP_004421326.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	21.649	194	314
WP_004421326.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	24.074	216	314
WP_004448470.1	lcl|NZ_JASEXA010000006.1_cds_WP_004460143.1_708	33.562	146	185
WP_004448459.1	lcl|NZ_JASEXA010000096.1_cds_WP_004462894.1_3578	31.845	336	329
WP_004448459.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	30.159	315	329
WP_004448459.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	32.476	311	329
WP_004448459.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	30.769	299	329
WP_004448459.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	30.746	335	329
WP_004448459.1	lcl|NZ_JASEXA010000001.1_cds_WP_282968917.1_78	30.960	323	329
WP_004448459.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461242.1_2183	29.412	323	329
WP_004448459.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	26.979	341	329
WP_004448459.1	lcl|NZ_JASEXA010000070.1_cds_WP_008394668.1_3379	24.907	269	329
WP_004448459.1	lcl|NZ_JASEXA010000011.1_cds_WP_282969019.1_1174	25.959	339	329
WP_004448459.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	25.397	315	329
WP_004448459.1	lcl|NZ_JASEXA010000087.1_cds_WP_004470510.1_3533	27.652	264	329
WP_004448459.1	lcl|NZ_JASEXA010000084.1_cds_WP_004479697.1_3508	26.667	240	329
WP_004448459.1	lcl|NZ_JASEXA010000011.1_cds_WP_004472818.1_1227	28.235	170	329
