WP_000340715.1	lcl|NZ_JQHH01000022.1_cds_WP_004753574.1_436	94.186	86	106
WP_004421326.1	lcl|NZ_JQHH01000022.1_cds_WP_004779581.1_435	94.516	310	314
WP_004421326.1	lcl|NZ_JQHH01000106.1_cds_WP_082281213.1_1784	22.069	290	314
WP_004421326.1	lcl|NZ_JQHH01000023.1_cds_WP_004753565.1_444	25.926	324	314
WP_004421326.1	lcl|NZ_JQHH01000106.1_cds_WP_004766668.1_1806	23.488	281	314
WP_004421326.1	lcl|NZ_JQHH01000106.1_cds_WP_004780151.1_1786	20.447	313	314
WP_004448470.1	lcl|NZ_JQHH01000070.1_cds_WP_004752075.1_1119	40.000	140	185
WP_004448470.1	lcl|NZ_JQHH01000022.1_cds_WP_004779567.1_404	34.463	177	185
WP_004448459.1	lcl|NZ_JQHH01000106.1_cds_WP_082281213.1_1784	30.841	321	329
WP_004448459.1	lcl|NZ_JQHH01000023.1_cds_WP_004753565.1_444	32.381	315	329
WP_004448459.1	lcl|NZ_JQHH01000106.1_cds_WP_004766668.1_1806	30.746	335	329
WP_004448459.1	lcl|NZ_JQHH01000183.1_cds_WP_004766600.1_2727	33.010	309	329
WP_004448459.1	lcl|NZ_JQHH01000115.1_cds_WP_020762466.1_1897	30.841	321	329
WP_004448459.1	lcl|NZ_JQHH01000106.1_cds_WP_004780151.1_1786	29.032	310	329
WP_004448459.1	lcl|NZ_JQHH01000183.1_cds_WP_004766610.1_2736	29.721	323	329
WP_004448459.1	lcl|NZ_JQHH01000183.1_cds_WP_004766589.1_2707	27.566	341	329
WP_004448459.1	lcl|NZ_JQHH01000106.1_cds_WP_082281223.1_1789	27.536	276	329
WP_004448459.1	lcl|NZ_JQHH01000022.1_cds_WP_004779581.1_435	24.843	318	329
WP_004448459.1	lcl|NZ_JQHH01000182.1_cds_WP_004766127.1_2671	28.090	267	329
WP_004448459.1	lcl|NZ_JQHH01000002.1_cds_WP_004765661.1_19	25.820	244	329
WP_004448459.1	lcl|NZ_JQHH01000146.1_cds_WP_082281339.1_2318	25.373	268	329
WP_004448459.1	lcl|NZ_JQHH01000252.1_cds_WP_020764095.1_3299	27.094	203	329
WP_004421408.1	lcl|NZ_JQHH01000106.1_cds_WP_004780153.1_1785	27.273	231	267
WP_004421408.1	lcl|NZ_JQHH01000106.1_cds_WP_004766678.1_1807	26.455	189	267
WP_004421408.1	lcl|NZ_JQHH01000143.1_cds_WP_020763320.1_2269	28.351	194	267
WP_004421408.1	lcl|NZ_JQHH01000009.1_cds_WP_016761591.1_142	36.047	86	267
WP_004448480.1	lcl|NZ_JQHH01000071.1_cds_WP_004751764.1_1221	25.982	331	510
WP_004448480.1	lcl|NZ_JQHH01000071.1_cds_WP_004766128.1_1220	31.111	90	510
WP_004448480.1	lcl|NZ_JQHH01000071.1_cds_WP_004751764.1_1221	25.982	331	510
WP_004448480.1	lcl|NZ_JQHH01000071.1_cds_WP_004766128.1_1220	31.111	90	510
