WP_000340715.1	lcl|NZ_ANII01000158.1_cds_WP_004753574.1_3481	94.186	86	106
WP_004421326.1	lcl|NZ_ANII01000158.1_cds_WP_004755091.1_3482	96.497	314	314
WP_004421326.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	24.843	318	314
WP_004421326.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	25.926	324	314
WP_004421326.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	23.488	281	314
WP_243817859.1	lcl|NZ_ANII01000158.1_cds_WP_004777161.1_3483	92.603	365	365
WP_004448470.1	lcl|NZ_ANII01000158.1_cds_WP_004753627.1_3484	96.175	183	185
WP_004448470.1	lcl|NZ_ANII01000144.1_cds_WP_004752075.1_3287	40.000	140	185
WP_004448459.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	96.657	329	329
WP_004448459.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	32.381	315	329
WP_004448459.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	30.746	335	329
WP_004448459.1	lcl|NZ_ANII01000014.1_cds_WP_004751543.1_162	32.686	309	329
WP_004448459.1	lcl|NZ_ANII01000115.1_cds_WP_004755135.1_2486	30.675	326	329
WP_004448459.1	lcl|NZ_ANII01000014.1_cds_WP_004751412.1_173	29.721	323	329
WP_004448459.1	lcl|NZ_ANII01000026.1_cds_WP_004754991.1_553	27.729	339	329
WP_004448459.1	lcl|NZ_ANII01000158.1_cds_WP_004755319.1_3488	29.316	307	329
WP_004448459.1	lcl|NZ_ANII01000158.1_cds_WP_004755091.1_3482	25.472	318	329
WP_004448459.1	lcl|NZ_ANII01000092.1_cds_WP_002733698.1_2133	27.174	276	329
WP_004448459.1	lcl|NZ_ANII01000030.1_cds_WP_020767411.1_730	28.090	267	329
WP_004448459.1	lcl|NZ_ANII01000086.1_cds_WP_004755140.1_2024	25.820	244	329
WP_004448459.1	lcl|NZ_ANII01000046.1_cds_WP_004750263.1_1170	25.373	268	329
WP_004448459.1	lcl|NZ_ANII01000063.1_cds_WP_004755281.1_1605	30.469	128	329
WP_004448459.1	lcl|NZ_ANII01000092.1_cds_WP_004777131.1_2164	24.419	172	329
WP_004421408.1	lcl|NZ_ANII01000158.1_cds_WP_004754505.1_3486	94.382	267	267
WP_004421408.1	lcl|NZ_ANII01000092.1_cds_WP_004754191.1_2115	26.455	189	267
WP_004421408.1	lcl|NZ_ANII01000103.1_cds_WP_020767688.1_2343	35.965	114	267
WP_004421408.1	lcl|NZ_ANII01000137.1_cds_WP_004751189.1_3104	36.047	86	267
WP_004448480.1	lcl|NZ_ANII01000158.1_cds_WP_004777106.1_3487	96.078	510	510
WP_004448480.1	lcl|NZ_ANII01000030.1_cds_WP_004751764.1_658	25.982	331	510
WP_004448480.1	lcl|NZ_ANII01000030.1_cds_WP_004752264.1_659	31.111	90	510
WP_004448480.1	lcl|NZ_ANII01000158.1_cds_WP_004777106.1_3487	96.078	510	510
WP_004448480.1	lcl|NZ_ANII01000030.1_cds_WP_004751764.1_658	25.982	331	510
WP_004448480.1	lcl|NZ_ANII01000030.1_cds_WP_004752264.1_659	31.111	90	510
WP_036062285.1	lcl|NZ_ANII01000158.1_cds_WP_004755319.1_3488	96.667	330	330
WP_036062285.1	lcl|NZ_ANII01000158.1_cds_WP_004755430.1_3485	27.869	305	330
WP_036062285.1	lcl|NZ_ANII01000014.1_cds_WP_004751543.1_162	26.199	271	330
WP_036062285.1	lcl|NZ_ANII01000092.1_cds_WP_004755262.1_2116	24.713	348	330
WP_036062285.1	lcl|NZ_ANII01000019.1_cds_WP_004753565.1_310	26.449	276	330
WP_036062285.1	lcl|NZ_ANII01000086.1_cds_WP_004755140.1_2024	28.395	243	330
WP_036062285.1	lcl|NZ_ANII01000115.1_cds_WP_004755135.1_2486	29.249	253	330
WP_036062285.1	lcl|NZ_ANII01000026.1_cds_WP_004754991.1_553	25.339	221	330
WP_004448474.1	lcl|NZ_ANII01000158.1_cds_WP_004754883.1_3489	97.268	366	366
WP_004448474.1	lcl|NZ_ANII01000158.1_cds_WP_004753525.1_3490	39.726	365	366
WP_004448474.1	lcl|NZ_ANII01000092.1_cds_WP_004753906.1_2122	33.238	349	366
WP_004448474.1	lcl|NZ_ANII01000103.1_cds_WP_004754030.1_2337	28.232	379	366
WP_004448474.1	lcl|NZ_ANII01000092.1_cds_WP_004754985.1_2163	31.675	382	366
WP_004448474.1	lcl|NZ_ANII01000027.1_cds_WP_004752829.1_577	30.532	357	366
WP_004448474.1	lcl|NZ_ANII01000123.1_cds_WP_004771239.1_2671	32.105	190	366
WP_004448477.1	lcl|NZ_ANII01000158.1_cds_WP_004753525.1_3490	97.275	367	367
WP_004448477.1	lcl|NZ_ANII01000158.1_cds_WP_004754883.1_3489	40.000	365	367
WP_004448477.1	lcl|NZ_ANII01000092.1_cds_WP_004753906.1_2122	35.905	337	367
WP_004448477.1	lcl|NZ_ANII01000092.1_cds_WP_004754985.1_2163	31.653	357	367
WP_004448477.1	lcl|NZ_ANII01000027.1_cds_WP_004752829.1_577	31.183	372	367
WP_004448477.1	lcl|NZ_ANII01000103.1_cds_WP_004754030.1_2337	30.871	379	367
WP_004448477.1	lcl|NZ_ANII01000123.1_cds_WP_004771239.1_2671	24.931	361	367
WP_004448462.1	lcl|NZ_ANII01000158.1_cds_WP_004755296.1_3491	91.912	544	544
WP_004448462.1	lcl|NZ_ANII01000158.1_cds_WP_004755296.1_3491	91.912	544	544
WP_036062289.1	lcl|NZ_ANII01000158.1_cds_WP_002740998.1_3492	90.943	265	265
WP_036062289.1	lcl|NZ_ANII01000154.1_cds_WP_004755702.1_3422	46.154	247	265
WP_004448469.1	lcl|NZ_ANII01000158.1_cds_WP_004777170.1_3493	95.161	310	310
WP_004448469.1	lcl|NZ_ANII01000134.1_cds_WP_004751322.1_2936	35.855	304	310
WP_004448469.1	lcl|NZ_ANII01000121.1_cds_WP_004754016.1_2559	25.784	287	310
WP_004448469.1	lcl|NZ_ANII01000131.1_cds_WP_004752420.1_2879	26.316	133	310
WP_004448469.1	lcl|NZ_ANII01000158.1_cds_WP_004777170.1_3493	95.161	310	310
WP_004448469.1	lcl|NZ_ANII01000134.1_cds_WP_004751322.1_2936	35.855	304	310
WP_004448469.1	lcl|NZ_ANII01000121.1_cds_WP_004754016.1_2559	25.784	287	310
WP_004448469.1	lcl|NZ_ANII01000131.1_cds_WP_004752420.1_2879	26.316	133	310
WP_004448471.1	lcl|NZ_ANII01000158.1_cds_WP_004754589.1_3494	96.212	264	264
WP_004421278.1	lcl|NZ_ANII01000158.1_cds_WP_002733551.1_3495	96.154	130	130
