WP_000340715.1	lcl|NZ_MTJU01000042.1_cds_WP_000340715.1_350	100.000	86	106
WP_004421326.1	lcl|NZ_MTJU01000042.1_cds_WP_000410266.1_349	94.268	314	314
WP_004421326.1	lcl|NZ_MTJU01000001.1_cds_WP_000744698.1_988	25.926	324	314
WP_004421326.1	lcl|NZ_MTJU01000042.1_cds_WP_000646254.1_346	26.119	268	314
WP_004421326.1	lcl|NZ_MTJU01000039.1_cds_WP_000723091.1_2287	23.264	288	314
WP_004421326.1	lcl|NZ_MTJU01000042.1_cds_WP_001067557.1_343	25.000	328	314
WP_243817859.1	lcl|NZ_MTJU01000042.1_cds_WP_000604525.1_348	90.137	365	365
WP_004448470.1	lcl|NZ_MTJU01000042.1_cds_WP_000884059.1_347	96.196	184	185
WP_004448470.1	lcl|NZ_MTJU01000037.1_cds_WP_000351733.1_3037	39.286	140	185
WP_004448459.1	lcl|NZ_MTJU01000042.1_cds_WP_000646254.1_346	96.049	329	329
WP_004448459.1	lcl|NZ_MTJU01000001.1_cds_WP_000744698.1_988	32.698	315	329
WP_004448459.1	lcl|NZ_MTJU01000039.1_cds_WP_000723091.1_2287	30.746	335	329
WP_004448459.1	lcl|NZ_MTJU01000056.1_cds_WP_002072074.1_51	30.945	307	329
WP_004448459.1	lcl|NZ_MTJU01000005.1_cds_WP_000649924.1_686	30.031	323	329
WP_004448459.1	lcl|NZ_MTJU01000056.1_cds_WP_000709508.1_61	28.793	323	329
WP_004448459.1	lcl|NZ_MTJU01000056.1_cds_WP_000688696.1_31	29.197	274	329
WP_004448459.1	lcl|NZ_MTJU01000042.1_cds_WP_001067557.1_343	29.804	255	329
WP_004448459.1	lcl|NZ_MTJU01000040.1_cds_WP_000475901.1_2734	27.692	260	329
WP_004448459.1	lcl|NZ_MTJU01000042.1_cds_WP_000410266.1_349	25.316	316	329
WP_004448459.1	lcl|NZ_MTJU01000034.1_cds_WP_001074779.1_3369	27.925	265	329
WP_004448459.1	lcl|NZ_MTJU01000061.1_cds_WP_001003560.1_2027	24.556	338	329
WP_004448459.1	lcl|NZ_MTJU01000065.1_cds_WP_000378097.1_2881	25.581	172	329
WP_004421408.1	lcl|NZ_MTJU01000042.1_cds_WP_000774259.1_345	94.757	267	267
WP_004421408.1	lcl|NZ_MTJU01000039.1_cds_WP_000842260.1_2286	26.842	190	267
WP_004421408.1	lcl|NZ_MTJU01000056.1_cds_WP_000667727.1_9	33.636	110	267
WP_004421408.1	lcl|NZ_MTJU01000009.1_cds_WP_000805357.1_1458	33.333	102	267
WP_004448480.1	lcl|NZ_MTJU01000042.1_cds_WP_002072162.1_344	96.275	510	510
WP_004448480.1	lcl|NZ_MTJU01000034.1_cds_WP_000291581.1_3297	27.077	325	510
WP_004448480.1	lcl|NZ_MTJU01000034.1_cds_WP_000364504.1_3298	31.111	90	510
WP_004448480.1	lcl|NZ_MTJU01000042.1_cds_WP_002072162.1_344	96.275	510	510
