WP_000340715.1	lcl|NZ_JAMQPX010000001.1_cds_WP_035983633.1_3241	61.538	78	106
WP_004421326.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370129.1_3238	80.645	310	314
WP_004421326.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	26.752	314	314
WP_004421326.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	24.528	318	314
WP_004421326.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	21.839	348	314
WP_004421326.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	22.872	188	314
WP_004448470.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004788859.1_2826	35.484	124	185
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	30.892	314	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	27.647	340	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	30.769	312	329
WP_004448459.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	28.446	341	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004787140.1_1385	26.646	319	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	27.244	312	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135629813.1_1317	31.076	251	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370129.1_3238	24.843	318	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734655.1_3181	26.394	269	329
WP_004448459.1	lcl|NZ_JAMQPX010000002.1_cds_WP_208727372.1_3572	24.351	308	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716954.1_3237	25.514	243	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370124.1_3226	33.708	89	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369257.1_647	25.414	181	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369348.1_920	27.711	249	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369463.1_1325	24.900	249	329
WP_004448459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734478.1_2741	32.184	87	329
WP_004421408.1	lcl|NZ_JAMQPX010000001.1_cds_WP_020777677.1_3120	24.436	266	267
WP_004421408.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370125.1_3227	24.413	213	267
WP_004421408.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716951.1_3240	24.742	194	267
WP_004421408.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100735224.1_1464	27.684	177	267
WP_004421408.1	lcl|NZ_JAMQPX010000002.1_cds_WP_100735693.1_3584	27.835	194	267
WP_004448480.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734512.1_2848	24.085	328	510
WP_004448480.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734513.1_2849	28.302	106	510
WP_004448480.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734512.1_2848	24.085	328	510
WP_004448480.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734513.1_2849	28.302	106	510
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	24.820	278	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	28.261	276	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135629813.1_1317	31.330	233	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	25.982	331	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369463.1_1325	25.591	254	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	25.914	301	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716954.1_3237	31.250	128	330
WP_036062285.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	23.432	303	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369348.1_920	25.604	207	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369257.1_647	30.921	152	330
WP_036062285.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004787140.1_1385	28.000	150	330
WP_004448474.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370111.1_3208	34.551	356	366
WP_004448474.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785484.1_1254	28.084	381	366
WP_004448474.1	lcl|NZ_JAMQPX010000001.1_cds_WP_210414228.1_3236	30.890	382	366
