WP_000340715.1	lcl|NZ_JADDWY010000021.1_cds_WP_002725873.1_1035	91.860	86	106
WP_004421326.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669917.1_1036	91.613	310	314
WP_004421326.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669955.1_2623	21.724	290	314
WP_004421326.1	lcl|NZ_JADDWY010000023.1_cds_WP_011671202.1_1123	23.077	325	314
WP_004421326.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669957.1_2621	24.731	186	314
WP_004421326.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669973.1_2666	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWY010000035.1_cds_WP_011670961.1_1653	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWY010000095.1_cds_WP_011670813.1_3357	22.941	170	314
WP_004448470.1	lcl|NZ_JADDWY010000001.1_cds_WP_002750963.1_876	35.616	146	185
WP_004448470.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669938.1_1067	34.463	177	185
WP_004448459.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669955.1_2623	31.153	321	329
WP_004448459.1	lcl|NZ_JADDWY010000023.1_cds_WP_011671202.1_1123	31.429	315	329
WP_004448459.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669973.1_2666	31.642	335	329
WP_004448459.1	lcl|NZ_JADDWY010000035.1_cds_WP_011670961.1_1653	30.868	311	329
WP_004448459.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669957.1_2621	29.508	305	329
WP_004448459.1	lcl|NZ_JADDWY010000020.1_cds_WP_011671143.1_978	30.094	319	329
WP_004448459.1	lcl|NZ_JADDWY010000035.1_cds_WP_002754065.1_1650	29.003	331	329
WP_004448459.1	lcl|NZ_JADDWY010000095.1_cds_WP_011670813.1_3357	27.273	341	329
WP_004448459.1	lcl|NZ_JADDWY010000002.1_cds_WP_011671074.1_1441	25.664	339	329
WP_004448459.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669917.1_1036	27.586	261	329
WP_004448459.1	lcl|NZ_JADDWY010000012.1_cds_WP_017859386.1_295	26.592	267	329
WP_004448459.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669959.1_2619	26.449	276	329
WP_004448459.1	lcl|NZ_JADDWY010000059.1_cds_WP_011669202.1_2521	24.107	336	329
WP_004421408.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669956.1_2622	26.957	230	267
WP_004421408.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669974.1_2665	26.984	189	267
WP_004421408.1	lcl|NZ_JADDWY010000034.1_cds_WP_011670832.1_1610	32.727	110	267
WP_004421408.1	lcl|NZ_JADDWY010000086.1_cds_WP_002766579.1_3197	37.209	86	267
WP_004421408.1	lcl|NZ_JADDWY010000095.1_cds_WP_011670812.1_3356	24.868	189	267
WP_004448480.1	lcl|NZ_JADDWY010000016.1_cds_WP_011670269.1_587	28.041	296	510
WP_004448480.1	lcl|NZ_JADDWY010000016.1_cds_WP_002751286.1_588	31.111	90	510
WP_004448480.1	lcl|NZ_JADDWY010000016.1_cds_WP_011670269.1_587	28.041	296	510
WP_004448480.1	lcl|NZ_JADDWY010000016.1_cds_WP_002751286.1_588	31.111	90	510
WP_036062285.1	lcl|NZ_JADDWY010000185.1_cds_WP_193824632.1_698	97.842	139	330
WP_036062285.1	lcl|NZ_JADDWY010000035.1_cds_WP_011670961.1_1653	27.473	273	330
WP_036062285.1	lcl|NZ_JADDWY010000060.1_cds_WP_011669955.1_2623	24.088	274	330
WP_036062285.1	lcl|NZ_JADDWY010000023.1_cds_WP_011671202.1_1123	28.159	277	330
WP_036062285.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669973.1_2666	26.266	316	330
WP_036062285.1	lcl|NZ_JADDWY010000002.1_cds_WP_011671074.1_1441	26.457	223	330
WP_036062285.1	lcl|NZ_JADDWY010000059.1_cds_WP_011669202.1_2521	25.403	248	330
WP_036062285.1	lcl|NZ_JADDWY010000020.1_cds_WP_011671143.1_978	27.640	322	330
WP_036062285.1	lcl|NZ_JADDWY010000095.1_cds_WP_011670813.1_3357	25.352	142	330
WP_036062285.1	lcl|NZ_JADDWY010000012.1_cds_WP_017859386.1_295	25.417	240	330
WP_036062285.1	lcl|NZ_JADDWY010000017.1_cds_WP_011671364.1_674	25.781	128	330
WP_004448474.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669968.1_2672	33.721	344	366
WP_004448474.1	lcl|NZ_JADDWY010000073.1_cds_WP_002753028.1_2940	27.778	378	366
WP_004448474.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669926.1_1046	35.926	270	366
WP_004448474.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669932.1_1061	30.179	391	366
WP_004448474.1	lcl|NZ_JADDWY010000005.1_cds_WP_002753888.1_2542	29.805	359	366
WP_004448474.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669923.1_1043	37.864	206	366
WP_004448474.1	lcl|NZ_JADDWY010000002.1_cds_WP_002750680.1_1442	32.086	187	366
WP_004448477.1	lcl|NZ_JADDWY010000062.1_cds_WP_011669968.1_2672	36.585	369	367
WP_004448477.1	lcl|NZ_JADDWY010000005.1_cds_WP_002753888.1_2542	34.037	379	367
WP_004448477.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669932.1_1061	31.452	372	367
WP_004448477.1	lcl|NZ_JADDWY010000073.1_cds_WP_002753028.1_2940	30.319	376	367
WP_004448477.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669926.1_1046	32.759	290	367
WP_004448477.1	lcl|NZ_JADDWY010000021.1_cds_WP_011669923.1_1043	33.475	236	367
