WP_000340715.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568908.1_200	61.538	78	106
WP_004421326.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568910.1_201	80.968	310	314
WP_004421326.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573119.1_2442	26.837	313	314
WP_004421326.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637096.1_2469	23.148	324	314
WP_004421326.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636107.1_281	25.532	188	314
WP_004421326.1	lcl|NZ_JANLJQ010000004.1_cds_WP_261637707.1_3573	22.872	188	314
WP_004421326.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636839.1_1866	23.839	323	314
WP_243817859.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636062.1_203	53.911	358	365
WP_004448470.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636264.1_660	33.121	157	185
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637096.1_2469	31.529	314	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636107.1_281	30.120	332	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636839.1_1866	29.773	309	329
WP_004448459.1	lcl|NZ_JANLJQ010000004.1_cds_WP_261637707.1_3573	29.032	341	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637304.1_245	29.073	313	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572418.1_2051	27.492	331	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573119.1_2442	29.766	299	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568977.1_235	27.574	272	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568910.1_201	26.582	316	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568953.1_223	25.478	314	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569009.1_252	27.888	251	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636953.1_2123	29.200	250	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637122.1_2523	31.176	170	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569093.1_296	24.906	265	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636087.1_253	20.635	252	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636083.1_242	32.051	156	329
WP_004448459.1	lcl|NZ_JANLJQ010000004.1_cds_WP_208652756.1_3584	24.351	308	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573773.1_2806	26.404	178	329
WP_004448459.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572540.1_2115	22.878	271	329
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636078.1_230	24.454	229	267
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568994.1_244	25.641	234	267
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569153.1_357	24.436	266	267
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572287.1_1976	29.651	172	267
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636108.1_282	24.615	195	267
WP_004421408.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572606.1_2151	35.135	111	267
WP_004421408.1	lcl|NZ_JANLJQ010000004.1_cds_WP_135568493.1_3572	25.628	199	267
WP_004448480.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636256.1_638	25.000	328	510
WP_004448480.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569650.1_637	29.245	106	510
WP_004448480.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636256.1_638	25.000	328	510
WP_004448480.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569650.1_637	29.245	106	510
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568953.1_223	34.700	317	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636839.1_1866	25.899	278	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636953.1_2123	27.863	262	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636107.1_281	24.308	325	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637096.1_2469	27.536	276	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573119.1_2442	27.574	272	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568977.1_235	26.894	264	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572540.1_2115	25.475	263	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572403.1_2038	32.432	111	330
WP_036062285.1	lcl|NZ_JANLJQ010000004.1_cds_WP_261637707.1_3573	23.102	303	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261637122.1_2523	25.854	205	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573773.1_2806	28.571	126	330
WP_036062285.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572418.1_2051	28.000	150	330
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636094.1_262	33.143	350	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636080.1_232	41.564	243	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568916.1_205	32.782	363	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572665.1_2187	28.346	381	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636551.1_1213	30.141	355	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568955.1_224	33.628	226	366
WP_004448474.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571537.1_1561	22.255	337	366
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636094.1_262	36.712	365	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636080.1_232	36.742	264	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568916.1_205	31.148	366	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636551.1_1213	28.723	376	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572665.1_2187	29.282	362	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568955.1_224	27.829	327	367
WP_004448477.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571537.1_1561	26.611	357	367
WP_036062289.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571635.1_1613	40.741	243	265
WP_004448469.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573606.1_2711	33.871	310	310
WP_004448469.1	lcl|NZ_JANLJQ010000003.1_cds_WP_261637545.1_3248	30.952	294	310
WP_004448469.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636300.1_726	22.814	263	310
WP_004448469.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135573606.1_2711	33.871	310	310
WP_004448469.1	lcl|NZ_JANLJQ010000003.1_cds_WP_261637545.1_3248	30.952	294	310
WP_004448469.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636300.1_726	22.814	263	310
WP_004448460.1	lcl|NZ_JANLJQ010000003.1_cds_WP_135574702.1_3223	41.667	60	140
WP_004448464.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135569838.1_748	28.713	101	221
WP_004421412.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572765.1_2248	31.788	151	177
WP_004448479.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135570339.1_1032	23.923	209	406
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636080.1_232	38.314	261	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568916.1_205	28.462	390	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135572665.1_2187	27.919	394	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568955.1_224	28.611	360	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636094.1_262	34.127	252	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135571537.1_1561	24.138	377	361
WP_004448466.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636551.1_1213	30.522	249	361
WP_004421447.1	lcl|NZ_JANLJQ010000001.1_cds_WP_261636077.1_228	28.947	266	308
WP_004421447.1	lcl|NZ_JANLJQ010000001.1_cds_WP_135568926.1_210	24.444	135	308
