WP_000340715.1	lcl|NZ_AHNJ02000016.1_cds_WP_000340715.1_3317	100.000	86	106
WP_004421326.1	lcl|NZ_AHNJ02000016.1_cds_WP_000410273.1_3316	94.268	314	314
WP_004421326.1	lcl|NZ_AHNJ02000009.1_cds_WP_000744700.1_3617	25.926	324	314
WP_004421326.1	lcl|NZ_AHNJ02000016.1_cds_WP_000646251.1_3313	26.119	268	314
WP_004421326.1	lcl|NZ_AHNJ02000016.1_cds_WP_000723086.1_3246	22.917	288	314
WP_004421326.1	lcl|NZ_AHNJ02000016.1_cds_WP_001067557.1_3310	25.000	328	314
WP_243817859.1	lcl|NZ_AHNJ02000016.1_cds_WP_000604524.1_3315	90.685	365	365
WP_004448470.1	lcl|NZ_AHNJ02000016.1_cds_WP_000884059.1_3314	96.196	184	185
WP_004448470.1	lcl|NZ_AHNJ02000062.1_cds_WP_000351733.1_789	39.286	140	185
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_000646251.1_3313	96.657	329	329
WP_004448459.1	lcl|NZ_AHNJ02000009.1_cds_WP_000744700.1_3617	32.698	315	329
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_000723086.1_3246	30.448	335	329
WP_004448459.1	lcl|NZ_AHNJ02000064.1_cds_WP_001984071.1_524	31.270	307	329
WP_004448459.1	lcl|NZ_AHNJ02000009.1_cds_WP_000649925.1_3777	30.031	323	329
WP_004448459.1	lcl|NZ_AHNJ02000064.1_cds_WP_000709511.1_535	29.305	331	329
WP_004448459.1	lcl|NZ_AHNJ02000064.1_cds_WP_000688696.1_504	29.197	274	329
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_001067557.1_3310	29.804	255	329
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_000475904.1_3263	27.899	276	329
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_000410273.1_3316	25.633	316	329
WP_004448459.1	lcl|NZ_AHNJ02000076.1_cds_WP_001074787.1_32	28.302	265	329
WP_004448459.1	lcl|NZ_AHNJ02000005.1_cds_WP_001003557.1_3874	24.699	332	329
WP_004448459.1	lcl|NZ_AHNJ02000016.1_cds_WP_000378097.1_3293	25.581	172	329
WP_004421408.1	lcl|NZ_AHNJ02000016.1_cds_WP_000774260.1_3312	94.757	267	267
WP_004421408.1	lcl|NZ_AHNJ02000016.1_cds_WP_000842260.1_3245	26.842	190	267
WP_004421408.1	lcl|NZ_AHNJ02000064.1_cds_WP_000667727.1_481	33.636	110	267
WP_004421408.1	lcl|NZ_AHNJ02000037.1_cds_WP_000805357.1_2269	33.333	102	267
WP_004448480.1	lcl|NZ_AHNJ02000016.1_cds_WP_000602734.1_3311	95.686	510	510
WP_004448480.1	lcl|NZ_AHNJ02000076.1_cds_WP_000291585.1_110	27.077	325	510
WP_004448480.1	lcl|NZ_AHNJ02000076.1_cds_WP_000364507.1_109	31.111	90	510
WP_004448480.1	lcl|NZ_AHNJ02000016.1_cds_WP_000602734.1_3311	95.686	510	510
WP_004448480.1	lcl|NZ_AHNJ02000076.1_cds_WP_000291585.1_110	27.077	325	510
WP_004448480.1	lcl|NZ_AHNJ02000076.1_cds_WP_000364507.1_109	31.111	90	510
WP_036062285.1	lcl|NZ_AHNJ02000016.1_cds_WP_001067557.1_3310	96.667	330	330
WP_036062285.1	lcl|NZ_AHNJ02000016.1_cds_WP_000646251.1_3313	29.316	307	330
WP_036062285.1	lcl|NZ_AHNJ02000064.1_cds_WP_001984071.1_524	25.368	272	330
WP_036062285.1	lcl|NZ_AHNJ02000009.1_cds_WP_000744700.1_3617	26.582	316	330
WP_036062285.1	lcl|NZ_AHNJ02000005.1_cds_WP_001003557.1_3874	29.218	243	330
WP_036062285.1	lcl|NZ_AHNJ02000016.1_cds_WP_000723086.1_3246	24.324	333	330
WP_036062285.1	lcl|NZ_AHNJ02000009.1_cds_WP_000649925.1_3777	29.688	256	330
WP_036062285.1	lcl|NZ_AHNJ02000064.1_cds_WP_000688696.1_504	26.244	221	330
WP_004448474.1	lcl|NZ_AHNJ02000016.1_cds_WP_001198107.1_3309	95.628	366	366
WP_004448474.1	lcl|NZ_AHNJ02000016.1_cds_WP_000608292.1_3308	40.437	366	366
WP_004448474.1	lcl|NZ_AHNJ02000016.1_cds_WP_000575178.1_3252	33.705	359	366
WP_004448474.1	lcl|NZ_AHNJ02000016.1_cds_WP_000172657.1_3292	31.414	382	366
WP_004448474.1	lcl|NZ_AHNJ02000064.1_cds_WP_001281953.1_487	27.704	379	366
WP_004448474.1	lcl|NZ_AHNJ02000022.1_cds_WP_000538749.1_3113	29.972	357	366
WP_004448474.1	lcl|NZ_AHNJ02000026.1_cds_WP_001982414.1_2924	31.579	190	366
WP_004448477.1	lcl|NZ_AHNJ02000016.1_cds_WP_000608292.1_3308	95.095	367	367
WP_004448477.1	lcl|NZ_AHNJ02000016.1_cds_WP_001198107.1_3309	39.726	365	367
WP_004448477.1	lcl|NZ_AHNJ02000016.1_cds_WP_000575178.1_3252	36.314	369	367
WP_004448477.1	lcl|NZ_AHNJ02000016.1_cds_WP_000172657.1_3292	32.213	357	367
WP_004448477.1	lcl|NZ_AHNJ02000022.1_cds_WP_000538749.1_3113	31.915	376	367
WP_004448477.1	lcl|NZ_AHNJ02000064.1_cds_WP_001281953.1_487	30.423	378	367
WP_004448477.1	lcl|NZ_AHNJ02000026.1_cds_WP_001982414.1_2924	24.931	361	367
WP_004448462.1	lcl|NZ_AHNJ02000016.1_cds_WP_000689744.1_3307	89.154	544	544
WP_004448462.1	lcl|NZ_AHNJ02000016.1_cds_WP_000689744.1_3307	89.154	544	544
WP_036062289.1	lcl|NZ_AHNJ02000016.1_cds_WP_000342717.1_3306	92.453	265	265
WP_036062289.1	lcl|NZ_AHNJ02000015.1_cds_WP_001002663.1_3476	45.679	243	265
WP_004448469.1	lcl|NZ_AHNJ02000016.1_cds_WP_001246618.1_3305	91.613	310	310
WP_004448469.1	lcl|NZ_AHNJ02000025.1_cds_WP_000501205.1_2962	35.526	304	310
WP_004448469.1	lcl|NZ_AHNJ02000003.1_cds_WP_001183723.1_3965	28.295	258	310
WP_004448469.1	lcl|NZ_AHNJ02000062.1_cds_WP_000279894.1_719	27.068	133	310
WP_004448469.1	lcl|NZ_AHNJ02000016.1_cds_WP_001246618.1_3305	91.613	310	310
WP_004448469.1	lcl|NZ_AHNJ02000025.1_cds_WP_000501205.1_2962	35.526	304	310
WP_004448469.1	lcl|NZ_AHNJ02000003.1_cds_WP_001183723.1_3965	28.295	258	310
