WP_000340715.1	lcl|NZ_RQGO01000005.1_cds_WP_135583224.1_127	61.538	78	106
WP_004421326.1	lcl|NZ_RQGO01000005.1_cds_WP_135583227.1_130	80.323	310	314
WP_004421326.1	lcl|NZ_RQGO01000019.1_cds_WP_135588334.1_1590	27.129	317	314
WP_004421326.1	lcl|NZ_RQGO01000019.1_cds_WP_135588384.1_1617	23.438	320	314
WP_004421326.1	lcl|NZ_RQGO01000005.1_cds_WP_135583226.1_129	23.502	217	314
WP_004421326.1	lcl|NZ_RQGO01000016.1_cds_WP_135585811.1_2700	22.872	188	314
WP_004448470.1	lcl|NZ_RQGO01000005.1_cds_WP_135583564.1_523	36.290	124	185
WP_004448459.1	lcl|NZ_RQGO01000019.1_cds_WP_135588384.1_1617	31.529	314	329
WP_004448459.1	lcl|NZ_RQGO01000019.1_cds_WP_135587403.1_1030	30.671	313	329
WP_004448459.1	lcl|NZ_RQGO01000005.1_cds_WP_135583226.1_129	27.679	336	329
WP_004448459.1	lcl|NZ_RQGO01000016.1_cds_WP_135585811.1_2700	28.529	333	329
WP_004448459.1	lcl|NZ_RQGO01000019.1_cds_WP_135587715.1_1219	27.554	323	329
WP_004448459.1	lcl|NZ_RQGO01000019.1_cds_WP_135588334.1_1590	28.387	310	329
WP_004448459.1	lcl|NZ_RQGO01000005.1_cds_WP_135583227.1_130	24.528	318	329
WP_004448459.1	lcl|NZ_RQGO01000005.1_cds_WP_135583268.1_171	25.000	268	329
WP_004448459.1	lcl|NZ_RQGO01000016.1_cds_WP_208729531.1_2689	24.351	308	329
WP_004448459.1	lcl|NZ_RQGO01000019.1_cds_WP_135588454.1_1680	27.309	249	329
WP_004421408.1	lcl|NZ_RQGO01000005.1_cds_WP_135583293.1_232	24.436	266	267
WP_004421408.1	lcl|NZ_RQGO01000019.1_cds_WP_135587830.1_1303	38.136	118	267
WP_004421408.1	lcl|NZ_RQGO01000005.1_cds_WP_135583225.1_128	24.312	218	267
WP_004421408.1	lcl|NZ_RQGO01000019.1_cds_WP_135587594.1_1137	27.485	171	267
WP_004421408.1	lcl|NZ_RQGO01000016.1_cds_WP_135585813.1_2701	26.667	195	267
WP_004448480.1	lcl|NZ_RQGO01000005.1_cds_WP_135583532.1_501	24.085	328	510
WP_004448480.1	lcl|NZ_RQGO01000005.1_cds_WP_135583531.1_500	28.302	106	510
WP_004448480.1	lcl|NZ_RQGO01000005.1_cds_WP_135583532.1_501	24.085	328	510
WP_004448480.1	lcl|NZ_RQGO01000005.1_cds_WP_135583531.1_500	28.302	106	510
WP_036062285.1	lcl|NZ_RQGO01000019.1_cds_WP_135587403.1_1030	24.101	278	330
WP_036062285.1	lcl|NZ_RQGO01000019.1_cds_WP_135588384.1_1617	27.899	276	330
WP_036062285.1	lcl|NZ_RQGO01000019.1_cds_WP_135588334.1_1590	26.061	330	330
WP_036062285.1	lcl|NZ_RQGO01000005.1_cds_WP_135583226.1_129	25.000	280	330
WP_036062285.1	lcl|NZ_RQGO01000019.1_cds_WP_135587702.1_1202	36.036	111	330
WP_036062285.1	lcl|NZ_RQGO01000016.1_cds_WP_135585811.1_2700	23.547	327	330
WP_036062285.1	lcl|NZ_RQGO01000019.1_cds_WP_135588454.1_1680	24.878	205	330
WP_036062285.1	lcl|NZ_RQGO01000003.1_cds_WP_135588873.1_3466	28.477	151	330
WP_004448474.1	lcl|NZ_RQGO01000005.1_cds_WP_135583243.1_146	35.112	356	366
WP_004448474.1	lcl|NZ_RQGO01000019.1_cds_WP_135587890.1_1339	28.346	381	366
WP_004448474.1	lcl|NZ_RQGO01000001.1_cds_WP_135587122.1_3021	29.577	355	366
WP_004448477.1	lcl|NZ_RQGO01000005.1_cds_WP_135583243.1_146	36.517	356	367
WP_004448477.1	lcl|NZ_RQGO01000001.1_cds_WP_135587122.1_3021	28.877	374	367
WP_004448477.1	lcl|NZ_RQGO01000019.1_cds_WP_135587890.1_1339	29.834	362	367
WP_004448477.1	lcl|NZ_RQGO01000010.1_cds_WP_135586544.1_2226	25.210	357	367
WP_004448477.1	lcl|NZ_RQGO01000012.1_cds_WP_135584995.1_2333	35.106	94	367
WP_036062289.1	lcl|NZ_RQGO01000010.1_cds_WP_135586449.1_2280	40.329	243	265
WP_004448469.1	lcl|NZ_RQGO01000023.1_cds_WP_135583022.1_3148	33.871	310	310
WP_004448469.1	lcl|NZ_RQGO01000012.1_cds_WP_135585127.1_2404	28.571	308	310
WP_004448469.1	lcl|NZ_RQGO01000005.1_cds_WP_135583675.1_588	24.242	132	310
WP_004448469.1	lcl|NZ_RQGO01000023.1_cds_WP_135583022.1_3148	33.871	310	310
WP_004448469.1	lcl|NZ_RQGO01000012.1_cds_WP_135585127.1_2404	28.571	308	310
WP_004448469.1	lcl|NZ_RQGO01000005.1_cds_WP_135583675.1_588	24.242	132	310
WP_004448460.1	lcl|NZ_RQGO01000012.1_cds_WP_135585083.1_2379	41.667	60	140
WP_004448464.1	lcl|NZ_RQGO01000005.1_cds_WP_135583717.1_614	30.928	97	221
WP_004421412.1	lcl|NZ_RQGO01000019.1_cds_WP_135587992.1_1400	34.839	155	177
WP_004448466.1	lcl|NZ_RQGO01000019.1_cds_WP_135587890.1_1339	27.390	387	361
WP_004448466.1	lcl|NZ_RQGO01000005.1_cds_WP_135583243.1_146	35.745	235	361
WP_004448466.1	lcl|NZ_RQGO01000010.1_cds_WP_135586544.1_2226	24.129	373	361
WP_004448466.1	lcl|NZ_RQGO01000001.1_cds_WP_135587122.1_3021	30.120	249	361
WP_243817856.1	lcl|NZ_RQGO01000014.1_cds_WP_135585524.1_3686	39.350	277	382
WP_243817856.1	lcl|NZ_RQGO01000002.1_cds_WP_135584403.1_3685	22.034	177	382
WP_243817856.1	lcl|NZ_RQGO01000014.1_cds_WP_135585524.1_3686	39.350	277	382
WP_243817856.1	lcl|NZ_RQGO01000002.1_cds_WP_135584403.1_3685	22.034	177	382
WP_243817856.1	lcl|NZ_RQGO01000014.1_cds_WP_135585524.1_3686	39.350	277	382
WP_243817856.1	lcl|NZ_RQGO01000002.1_cds_WP_135584403.1_3685	22.034	177	382
WP_243817856.1	lcl|NZ_RQGO01000014.1_cds_WP_135585524.1_3686	39.350	277	382
WP_243817856.1	lcl|NZ_RQGO01000002.1_cds_WP_135584403.1_3685	22.034	177	382
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587854.1_1319	35.686	255	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586824.1_2064	28.753	393	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587960.1_1383	29.904	311	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587393.1_1024	36.170	235	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587389.1_1022	34.498	229	597
WP_036063888.1	lcl|NZ_RQGO01000018.1_cds_WP_244288247.1_1987	27.744	328	597
WP_036063888.1	lcl|NZ_RQGO01000015.1_cds_WP_135588760.1_3418	29.630	216	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135584325.1_495	25.000	220	597
WP_036063888.1	lcl|NZ_RQGO01000023.1_cds_WP_135582961.1_3078	27.053	207	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585208.1_2454	27.727	220	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587432.1_1050	29.412	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583340.1_286	27.149	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583816.1_670	28.761	226	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585055.1_2364	27.273	209	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587546.1_1113	26.606	218	597
WP_036063888.1	lcl|NZ_RQGO01000018.1_cds_WP_135584653.1_1837	27.602	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583307.1_249	25.532	235	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585347.1_2534	22.800	250	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585347.1_2534	25.641	156	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583562.1_522	24.771	218	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585071.1_2372	27.854	219	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586574.1_2207	28.261	230	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586574.1_2207	23.529	187	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583284.1_223	25.616	203	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583286.1_225	21.739	207	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583237.1_140	25.743	202	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586659.1_2161	23.111	225	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587433.1_1051	21.371	248	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585228.1_2466	25.749	167	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585228.1_2466	25.446	224	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587532.1_1105	20.775	284	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135584367.1_812	24.855	173	597
WP_036063888.1	lcl|NZ_RQGO01000024.1_cds_WP_135583101.1_3600	23.214	224	597
WP_036063888.1	lcl|NZ_RQGO01000001.1_cds_WP_135586971.1_2909	21.127	213	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587854.1_1319	35.686	255	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586824.1_2064	28.753	393	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587960.1_1383	29.904	311	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587393.1_1024	36.170	235	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587389.1_1022	34.498	229	597
WP_036063888.1	lcl|NZ_RQGO01000018.1_cds_WP_244288247.1_1987	27.744	328	597
WP_036063888.1	lcl|NZ_RQGO01000015.1_cds_WP_135588760.1_3418	29.630	216	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135584325.1_495	25.000	220	597
WP_036063888.1	lcl|NZ_RQGO01000023.1_cds_WP_135582961.1_3078	27.053	207	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585208.1_2454	27.727	220	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587432.1_1050	29.412	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583340.1_286	27.149	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583816.1_670	28.761	226	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585055.1_2364	27.273	209	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587546.1_1113	26.606	218	597
WP_036063888.1	lcl|NZ_RQGO01000018.1_cds_WP_135584653.1_1837	27.602	221	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583307.1_249	25.532	235	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585347.1_2534	22.800	250	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585347.1_2534	25.641	156	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583562.1_522	24.771	218	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585071.1_2372	27.854	219	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586574.1_2207	28.261	230	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586574.1_2207	23.529	187	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583284.1_223	25.616	203	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583286.1_225	21.739	207	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135583237.1_140	25.743	202	597
WP_036063888.1	lcl|NZ_RQGO01000010.1_cds_WP_135586659.1_2161	23.111	225	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587433.1_1051	21.371	248	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585228.1_2466	25.749	167	597
WP_036063888.1	lcl|NZ_RQGO01000012.1_cds_WP_135585228.1_2466	25.446	224	597
WP_036063888.1	lcl|NZ_RQGO01000019.1_cds_WP_135587532.1_1105	20.775	284	597
WP_036063888.1	lcl|NZ_RQGO01000005.1_cds_WP_135584367.1_812	24.855	173	597
WP_036063888.1	lcl|NZ_RQGO01000024.1_cds_WP_135583101.1_3600	23.214	224	597
