WP_000340715.1	lcl|NZ_AOWG01000014.1_cds_WP_000340715.1_232	100.000	86	106
WP_004421326.1	lcl|NZ_AOWG01000014.1_cds_WP_000410273.1_231	94.268	314	314
WP_004421326.1	lcl|NZ_AOWG01000014.1_cds_WP_000093099.1_211	53.968	63	314
WP_004421326.1	lcl|NZ_AOWG01000014.1_cds_WP_000646250.1_228	26.493	268	314
WP_004421326.1	lcl|NZ_AOWG01000028.1_cds_WP_000744700.1_471	25.926	324	314
WP_004421326.1	lcl|NZ_AOWG01000014.1_cds_WP_000600889.1_202	26.425	193	314
WP_004421326.1	lcl|NZ_AOWG01000014.1_cds_WP_001067557.1_225	25.000	328	314
WP_243817859.1	lcl|NZ_AOWG01000014.1_cds_WP_000604524.1_230	90.685	365	365
WP_004448470.1	lcl|NZ_AOWG01000014.1_cds_WP_000884059.1_229	96.196	184	185
WP_004448470.1	lcl|NZ_AOWG01000063.1_cds_WP_000351733.1_1153	39.286	140	185
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_000646250.1_228	96.049	329	329
WP_004448459.1	lcl|NZ_AOWG01000028.1_cds_WP_000744700.1_471	32.698	315	329
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_000600889.1_202	31.962	316	329
WP_004448459.1	lcl|NZ_AOWG01000146.1_cds_WP_001984071.1_3254	31.270	307	329
WP_004448459.1	lcl|NZ_AOWG01000087.1_cds_WP_000649925.1_1531	30.031	323	329
WP_004448459.1	lcl|NZ_AOWG01000090.1_cds_WP_000709511.1_1653	29.305	331	329
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_000601375.1_175	25.333	300	329
WP_004448459.1	lcl|NZ_AOWG01000146.1_cds_WP_000688695.1_3274	29.197	274	329
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_001067557.1_225	29.804	255	329
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_000475904.1_166	27.899	276	329
WP_004448459.1	lcl|NZ_AOWG01000014.1_cds_WP_000410273.1_231	25.633	316	329
WP_004448459.1	lcl|NZ_AOWG01000034.1_cds_WP_001074785.1_645	28.302	265	329
WP_004448459.1	lcl|NZ_AOWG01000136.1_cds_WP_001003555.1_3098	24.852	338	329
